"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00050109","1926","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","377.8","","377.8","0","62","0","35","0","","","","","7","0","171","0","32","0","159","0","30","0","-27.2","0,1215,","","","","","71.9",",0,0811,","38.3","0,0720,+","-4.4","0,0924","-4.4","0,0924","-4.4","0,0924","-8.3","0,0925","-14.4","0,1118","-2.8","0,0425","-2.8","0,0425","-6.1","0,0406","-7.8","0,0403","-11.7","0,0331","3513.6","","3513.6","0","512.4",",0","","","9.51","0","16.98","0","2.02","0","",""
"USC00050109","1928","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","270.5","","270.5","0","69","0","36","0","","","","","6","0","174","0","34","0","137","0","26","0","-28.9","0,0101,","","","","","47.0",",0,0718,","37.8","0,0820,","-0.6","0,0921","-2.2","0,0927","-5.0","0,1022","-7.8","0,1101","-14.4","0,1102","-1.1","0,0427","-2.2","0,0426","-13.3","0,0414","-13.3","0,0414","-13.3","0,0414","3756.1","","3756.1","0","391.1",",0","","","8.58","0","16.05","0","1.12","0","",""
"USC00050109","1929","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4086.0","","4086.0","0","","","","","","","","","","","",""
"USC00050109","1932","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","400.4","","400.4","0","68","0","34","0","","","","","22","0","166","0","50","0","157","0","47","0","-29.4","0,1212,","","","","","58.4",",0,0731,","38.3","0,0709,","-1.7","0,1004","-6.7","0,1005","-6.7","0,1005","-6.7","0,1005","-9.4","0,1019","0.0","0,0430","-5.6","0,0428","-5.6","0,0428","-8.3","0,0330","-9.4","0,0314","","","","","385.0",",0","","","8.69","0","16.37","0","1.01","0","",""
"USC00050109","1933","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3835.6","","3835.6","0","","","","","","","","","","","",""
"USC00050109","1934","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","645.0","","645.0","0","59","0","25","0","","","","","3","0","162","0","25","0","189","0","77","0","-23.3","0,0226,","","","","","50.3",",0,0814,","41.1","0,0714,","-1.1","0,0915","-7.2","0,0926","-7.2","0,0926","-7.2","0,0926","-9.4","0,1122","0.0","0,0427","-3.9","0,0420","-4.4","0,0412","-8.3","0,0330","-9.4","0,0325","","","","","322.6",",0","","","11.50","0","20.11","0","2.90","0","",""
"USC00050109","1935","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3398.2","","3398.2","0","","","","","","","","","","","",""
"USC00050109","1950","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","","","","","64","0","33","0","","","","","","","","","","","","","","","","","","","","","50.0",",0,0909,","","","","","","","","","","","","","","","","","","","","","","","","","","","356.2",",0","","","","","","","","","",""
"USC00050109","1973","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","366.0","","366.0","0","72","0","44","0","106","","","","15","0","175","0","38","0","145","0","42","0","-25.0","0,0108,","356",",0,0127,","","","101.6",",0,0507,","39.4","0,0707,","-1.1","0,1011","-2.2","0,1012","-5.6","0,1103","-6.7","0,1105","-11.1","0,1121","0.0","0,0503","-3.3","0,0421","-6.7","0,0411","-6.7","0,0411","-13.9","0,0410","4356.4","","4356.4","0","547.1",",0","","","8.47","0","15.57","0","1.37","0","",""
"USC00050109","1974","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","376.9","","376.9","0","58","0","29","0","","","","","13","0","172","0","30","0","167","0","47","0","-30.0","0,0112,+","","","","","38.1",",0,0722,","38.3","0,0702,+","-1.7","0,0913","-2.8","0,1015","-5.6","0,1031","-7.2","0,1112","-10.0","0,1114","-1.1","0,0522","-3.3","0,0422","-4.4","0,0416","-8.3","0,0325","-16.1","0,0324","3633.6","","3633.6","0","252.2",",0","","","9.30","0","17.61","0","1.00","0","",""
"USC00050109","1975","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","360.6","","360.6","0","55","0","35","0","","","","","13","0","180","0","37","0","157","0","43","0","-23.9","0,0112,","","","","","67.8",",0,0529,","38.3","0,0808,","-1.1","0,0920","-2.2","0,1009","-4.4","0,1017","-8.9","0,1025","-8.9","0,1025","-1.1","0,0507","-3.3","0,0430","-5.0","0,0419","-6.7","0,0414","-15.6","0,0403","3789.9","","3789.9","0","440.3",",0","","","8.79","0","17.02","0","0.56","0","",""
"USC00050109","1976","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","384.5","","384.5","0","54","0","26","0","","","","","11","0","172","0","24","0","150","0","48","0","-24.4","0,1127,","","","","","24.4",",0,0531,","39.4","0,0710,","-2.2","0,0928","-2.2","0,0928","-7.2","0,1016","-7.2","0,1016","-8.9","0,1019","-3.9","0,0517","-3.9","0,0517","-4.4","0,0407","-7.2","0,0403","-12.8","0,0313","3503.9","","3503.9","0","264.4",",0","","","9.69","0","18.10","0","1.27","0","",""
"USC00050109","1977","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","449.2","","449.2","0","50","0","27","0","","","","","14","0","161","0","25","0","171","0","50","0","-25.0","0,0109,+","","","","","45.7",",0,0502,","40.0","0,0718,","-3.3","0,1002","-3.3","0,1002","-7.2","0,1011","-7.2","0,1011","-10.6","0,1109","-2.2","0,0421","-2.2","0,0421","-10.6","0,0404","-10.6","0,0404","-10.6","0,0404","3564.5","","3564.5","0","318.5",",0","","","10.21","0","18.47","0","1.94","0","",""
"USC00050109","1978","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","457.0","","457.0","0","68","0","33","0","","","","","23","0","168","0","61","0","161","0","60","0","-26.7","0,1208,","","","","","50.0",",0,0830,+","40.6","0,0704,","-1.1","0,0921","-2.8","0,1006","-5.6","0,1106","-9.4","0,1111","-9.4","0,1111","0.0","0,0513","-4.4","0,0420","-4.4","0,0420","-9.4","0,0316","-9.4","0,0316","3670.4","","3670.4","0","385.6",",0","","","8.67","0","16.56","0","0.79","0","",""
"USC00050109","1979","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3929.1","","3929.1","0","","","","","","","","","","","",""
"USC00050109","1980","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","450.1","","450.1","0","68","0","34","0","","","","","15","0","170","0","37","0","163","0","63","0","-25.6","0,0127,","","","","","68.8",",0,0721,","38.9","0,0707,","-1.1","0,1010","-3.3","0,1023","-9.4","0,1024","-9.4","0,1024","-9.4","0,1024","0.0","0,0513","-3.9","0,0425","-6.1","0,0414","-10.0","0,0404","-10.0","0,0404","","","","","380.0",",0","","","9.68","0","17.66","0","1.71","0","",""
"USC00050109","1981","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","362.4","","362.4","0","","","","","","","","","5","0","156","0","13","0","166","0","42","0","-26.7","0,0211,","","","","","","","39.4","0,0712,","0.0","0,0917","-3.3","0,1022","-6.7","0,1023","-6.7","0,1023","-12.8","0,1126","-0.6","0,0519","-2.2","0,0510","-5.6","0,0405","-8.3","0,0322","-11.1","0,0311","3232.2","","3232.2","0","497.4",",0","","","10.43","0","18.57","0","2.30","0","",""
"USC00050109","1982","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","357.0","","357.0","0","79","0","37","0","","","","","14","0","171","0","29","0","146","0","37","0","-32.2","0,0205,","","","","","48.3",",0,0814,","39.4","0,0723,","-1.1","0,1006","-3.3","0,1011","-6.1","0,1020","-7.8","0,1103","-10.0","0,1104","-1.7","0,0506","-2.2","0,0430","-6.7","0,0422","-6.7","0,0422","-8.9","0,0421","3353.7","","3353.7","0","462.0",",0","","","9.00","0","17.02","0","0.98","0","",""
"USC00050109","1983","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","438.2","","438.2","0","","","","","","","","","13","0","163","0","50","0","145","0","54","0","-31.1","0,1222,","","","","","","","38.3","0,0819,+","-5.6","0,0920","-5.6","0,0920","-5.6","0,0920","-6.7","0,0921","-15.6","0,1123","0.0","0,0518","-3.9","0,0512","-5.6","0,0415","-9.4","0,0414","-9.4","0,0414","3586.5","","3586.5","0","","","","","8.86","0","16.03","0","1.68","0","",""
"USC00050109","1984","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","403.2","","403.2","0","67","0","41","0","","","","","4","0","190","0","31","0","143","0","42","0","-29.4","0,0118,","","","","","55.9",",0,0807,","37.2","0,0720,","0.0","0,0924","-2.2","0,0925","-4.4","0,1017","-8.9","0,1101","-8.9","0,1101","0.0","0,0508","-7.2","0,0428","-7.2","0,0428","-7.2","0,0428","-8.9","0,0404","3866.6","","3866.6","0","472.6",",0","","","8.78","0","15.96","0","1.60","0","",""
"USC00050109","1985","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","376.8","","376.8","0","79","0","42","0","","","","","21","0","170","0","51","0","153","0","42","0","-27.8","0,1211,+","","","","","47.5",",0,0731,","40.0","0,0708,","-0.6","0,0923","-2.2","0,0924","-6.1","0,0929","-10.0","0,0930","-10.0","0,0930","-2.2","0,0427","-2.2","0,0427","-7.8","0,0408","-7.8","0,0408","-8.9","0,0313","3666.9","","3666.9","0","455.0",",0","","","8.46","0","16.09","0","0.83","0","",""
"USC00050109","1986","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","374.8","","374.8","0","74","0","37","0","","","","","5","0","149","0","22","0","162","0","46","0","-25.0","0,0212,","","","","","46.0",",0,0608,","38.9","0,0716,","-2.2","0,0927","-2.2","0,0927","-7.2","0,1012","-7.2","0,1012","-16.7","0,1110","0.0","0,0509","-7.2","0,0415","-7.2","0,0415","-7.2","0,0415","-10.6","0,0221","3492.3","","3492.3","0","330.4",",0","","","10.40","0","18.27","0","2.52","0","",""
"USC00050109","1988","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","442.7","","442.7","0","","","","","","","","","15","0","166","0","38","0","164","0","54","0","-25.6","0,0109,","","","","","","","37.8","0,0715,+","-0.6","0,1011","-3.9","0,1023","-6.7","0,1028","-6.7","0,1028","-9.4","0,1110","-1.1","0,0507","-5.6","0,0427","-5.6","0,0427","-6.7","0,0401","-12.8","0,0318","3598.4","","3598.4","0","","","","","9.29","0","17.36","0","1.22","0","",""
"USC00050109","1989","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","344.3","","344.3","0","62","0","33","0","","","6","0","23","0","170","0","37","0","162","0","35","0","-35.6","0,1222,","","","127",",0,0409,","33.3",",0,0813,","41.7","0,0709,","-0.6","0,0912","-2.8","0,1017","-7.2","0,1019","-7.2","0,1019","-10.0","0,1030","-1.7","0,0506","-7.2","0,0501","-7.2","0,0501","-7.2","0,0501","-12.8","0,0411","3660.6","","3660.6","0","344.1",",0","603",",0","8.93","0","17.22","0","0.64","0","",""
"USC00050109","1990","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","367.0","","367.0","0","83","0","45","0","55","","13","0","10","0","171","0","34","0","162","0","39","0","-33.3","0,1222,","356",",0,0120,","241",",0,0120,","45.7",",0,0818,","41.1","0,0702,","0.0","0,1007","-2.8","0,1008","-5.6","0,1009","-10.6","0,1104","-10.6","0,1104","-2.8","0,0510","-2.8","0,0510","-7.8","0,0406","-7.8","0,0406","-10.0","0,0326","3666.5","","3666.5","0","530.6",",0","1074",",0","9.17","0","17.05","0","1.29","0","",""
"USC00050109","1991","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","372.9","","372.9","0","87","0","41","0","42","","12","0","7","0","175","0","29","0","156","0","35","0","-21.1","0,1102,+","152",",0,1118,","127",",0,1117,+","23.1",",0,0503,","39.4","0,0707,","-0.6","0,1004","-3.3","0,1005","-4.4","0,1023","-8.3","0,1028","-16.1","0,1029","-1.1","0,0506","-5.6","0,0501","-5.6","0,0501","-10.0","0,0413","-10.0","0,0413","3500.9","","3500.9","0","378.5",",0","789",",0","9.67","0","17.65","0","1.68","0","",""
"USC00050109","1992","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3322.7","","3322.7","","","","","","","","","","","","",""
"USC00050109","1993","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","233.7","","233.7","0","86","0","42","0","91","","12","0","9","0","176","0","50","0","136","0","29","0","-27.8","0,0216,","152",",0,0218,+","89",",0,1216,","47.8",",0,1008,","37.2","0,0630,","-2.2","0,0914","-2.2","0,0914","-5.6","0,1009","-8.9","0,1029","-8.9","0,1029","0.0","0,0518","-2.8","0,0502","-4.4","0,0421","-7.2","0,0317","-10.6","0,0314","","","","","450.2",",0","726",",0","7.65","0","15.00","0","0.30","0","",""
"USC00050109","1994","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","452.8","","452.8","0","69","0","35","0","52","","12","0","2","0","164","0","27","0","168","0","57","0","-19.4","0,0208,+","178",",0,1120,","178",",0,1120,","23.4",",0,1002,","40.6","0,0627,","-1.1","0,0922","-2.8","0,1024","-9.4","0,1104","-9.4","0,1104","-9.4","0,1104","-1.1","0,0501","-2.2","0,0430","-5.6","0,0428","-6.7","0,0427","-11.1","0,0330","3518.2","","3518.2","0","324.8",",0","865",",0","10.18","0","18.29","0","2.06","0","",""
"USC00050109","1995","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","380.5","","380.5","0","95","0","49","0","59","","21","0","9","0","168","0","30","0","131","0","52","0","-25.6","0,0101,","127",",0,0921,","152",",0,0921,","47.0",",0,0509,","40.6","0,0808,","-1.7","0,0921","-2.8","0,0922","-4.4","0,1014","-12.2","0,1111","-12.2","0,1111","-1.1","0,0518","-2.2","0,0514","-5.0","0,0423","-8.9","0,0412","-8.9","0,0412","3663.4","","3663.4","0","526.6",",0","1024",",0","9.19","0","17.01","0","1.36","0","",""
"USC00050109","1996","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","313.6","","313.6","0","82","0","43","0","25","","9","0","21","0","179","0","31","0","152","0","28","0","-30.0","0,0203,","76",",0,0325,","51",",0,0414,+","45.2",",0,0919,","38.9","0,0704,","-1.7","0,0927","-7.2","0,1018","-7.2","0,1018","-7.2","0,1018","-8.9","0,1022","0.0","0,0510","-6.7","0,0429","-6.7","0,0429","-6.7","0,0429","-16.7","0,0326","3499.9","","3499.9","0","476.6",",0","407",",0","8.99","0","17.26","0","0.72","0","",""
"USC00050109","1997","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","363.8","","363.8","0","87","0","42","0","51","","16","0","8","0","177","0","40","0","154","0","43","0","-28.3","0,0113,","152",",0,0112,","127",",0,1025,","36.8",",0,0806,","39.4","0,0717,","-1.7","0,1009","-4.4","0,1013","-4.4","0,1013","-12.8","0,1025","-12.8","0,1025","-0.6","0,0513","-2.2","0,0512","-5.6","0,0503","-13.9","0,0413","-13.9","0,0413","3715.3","","3715.3","0","410.3",",0","908",",0","8.98","0","17.05","0","0.91","0","",""
"USC00050109","1998","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","435.8","","435.8","0","65","0","40","0","","","7","0","7","0","163","0","19","0","162","0","52","0","-28.3","0,1222,","","","89",",0,0210,","26.9",",0,0811,","39.4","0,0721,","-2.2","0,1006","-2.2","0,1006","-8.9","0,1110","-8.9","0,1110","-8.9","0,1110","-0.6","0,0606","-7.2","0,0429","-7.2","0,0429","-7.2","0,0429","-18.9","0,0311","3485.3","","3485.3","0","309.7",",0","356",",0","10.24","0","18.24","0","2.25","0","",""
"USC00050109","1999","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","359.5","","359.5","0","65","0","44","0","22","","10","0","0","0","172","0","16","0","170","0","36","0","-17.2","0,1220,","127",",0,1123,+","127",",0,1122,","38.9",",0,0829,","38.3","0,0704,","0.0","0,0913","-2.2","0,0929","-4.4","0,1002","-6.7","0,1017","-10.6","0,1102","-1.7","0,0512","-3.3","0,0511","-8.9","0,0417","-8.9","0,0417","-8.9","0,0417","3120.8","","3120.8","0","522.4",",0","560",",0","10.58","0","18.86","0","2.30","0","",""
"USC00050109","2000","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","495.1","","495.1","0","68","0","34","0","27","","5","0","4","0","172","0","28","0","164","0","73","0","-21.7","0,1212,+","254",",0,1107,","127",",0,0331,","31.2",",0,0308,","38.3","0,0716,+","0.0","0,0923","-2.8","0,0924","-5.0","0,1007","-7.8","0,1106","-8.9","0,1107","-0.6","0,0514","-4.4","0,0513","-4.4","0,0513","-6.7","0,0417","-9.4","0,0416","3108.7","","3108.7","0","363.5",",0","383",",0","9.92","0","18.43","0","1.41","0","",""
"USC00050109","2001","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","477.0","","477.0","0","70","0","39","0","46","","16","0","5","0","162","0","27","0","160","0","61","0","-21.1","0,1128,","229",",0,0312,+","229",",0,0311,","38.4",",0,0505,","37.8","0,0707,+","-0.6","0,1005","-2.2","0,1013","-7.8","0,1025","-7.8","0,1025","-8.9","0,1126","0.0","0,0524","-3.3","0,0423","-6.7","0,0412","-6.7","0,0412","-9.4","0,0316","3649.4","","3649.4","0","428.1",",0","1445",",0","10.12","0","18.12","0","2.12","0","",""
"USC00050109","2002","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3249.6","","3249.6","0","","","","","","","","","","","",""
"USC00050109","2003","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","403.9","","403.9","0","63","0","35","0","28","","8","0","5","0","157","0","17","0","161","0","50","0","-29.4","0,0224,","102",",0,1209,","102",",0,1209,","52.3",",0,0319,","40.0","0,0726,+","0.0","0,0914","-4.4","0,1001","-4.4","0,1001","-6.7","0,1026","-8.9","0,1116","0.0","0,0520","-8.9","0,0408","-8.9","0,0408","-8.9","0,0408","-8.9","0,0408","","","","","432.4",",0","451",",0","10.01","0","18.45","0","1.58","0","",""
"USC00050109","2004","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","338.4","","338.4","0","83","0","49","0","56","","16","0","7","0","157","0","19","0","162","0","33","0","-28.9","0,1224,","203",",0,0207,+","152",",0,1223,","40.9",",0,0806,","38.9","0,0802,","-1.7","0,1014","-3.3","0,1026","-12.2","0,1102","-12.2","0,1102","-12.2","0,1102","-0.6","0,0514","-2.2","0,0419","-4.4","0,0413","-6.7","0,0314","-11.1","0,0302","3230.4","","3230.4","0","401.6",",0","871",",0","10.18","0","17.99","0","2.36","0","",""
"USC00050109","2005","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","508.2","","508.2","0","75","0","38","0","21","","7","0","5","0","150","0","23","0","164","0","56","0","-25.6","0,1207,","229",",0,0411,","229",",0,0411,","45.7",",0,0711,","41.1","0,0721,","-1.7","0,1006","-3.9","0,1023","-5.0","0,1113","-7.2","0,1115","-10.0","0,1116","-0.6","0,0512","-2.8","0,0502","-5.0","0,0501","-7.8","0,0319","-9.4","0,0224","3267.8","","3267.8","0","498.6",",0","555",",0","10.87","0","18.64","0","3.10","0","",""
"USC00050109","2006","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","500.7","","500.7","0","64","0","30","0","32","","9","0","7","0","168","0","20","0","165","0","52","0","-26.7","0,0218,","305",",0,1225,+","152",",0,1222,+","55.4",",0,0901,","40.6","0,0717,","0.0","0,0917","-2.8","0,1013","-5.0","0,1018","-7.2","0,1022","-8.9","0,1031","0.0","0,0516","-2.2","0,0511","-5.0","0,0420","-8.3","0,0324","-9.4","0,0322","3111.0","","3111.0","0","315.5",",0","687",",0","10.46","0","18.70","0","2.22","0","",""
"USC00050109","2007","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","521.0","","521.0","0","77","0","32","0","87","","15","0","22","0","147","0","56","0","172","0","50","0","-27.2","0,0202,","406",",0,1228,","183",",0,1228,","43.2",",0,0816,","38.9","0,0814,+","0.0","0,1008","-2.2","0,1016","-4.4","0,1022","-7.8","0,1106","-8.9","0,1115","0.0","0,0426","-3.3","0,0414","-7.8","0,0412","-7.8","0,0412","-8.9","0,0407","3754.5","","3754.5","0","419.8",",0","1148",",0","9.61","0","16.99","0","2.24","0","",""
"USC00050109","2008","40.155","-103.1416","1383.8","AKRON 4 E, CO US","","","367.3","","367.3","0","66","0","39","0","84","","15","0","12","0","169","0","36","0","156","0","31","0","-28.3","0,1215,","305",",0,0101,","178",",0,1111,","60.7",",0,0807,","39.4","0,0803,","0.0","0,1013","-5.6","0,1024","-5.6","0,1024","-8.9","0,1027","-8.9","0,1027","-2.8","0,0511","-2.8","0,0511","-8.3","0,0503","-8.3","0,0503","-11.7","0,0401","3717.8","","3717.8","0","471.2",",0","1003",",0","9.06","0","16.56","0","1.55","0","",""
