"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003818","1999","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.4","W","","","","","151","W","68","W","","","","","","","","","","","","","","","","","","","","","59.2",",W,0123,","","","","","","","","","","","","","","","","","","","","","671.3","","671.3","W","1114.6",",W","","","","","","","","","30","W","30","W","18.3","W","23.7","W"
"USW00003818","2000","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.6","W","1533.3","","1533.3","W","124","W","58","W","","","","","0","W","31","W","0","W","276","W","112","W","-6.7","W,1220,","","","","","101.1",",W,0424,","40.0","W,0720,","-1.7","W,1121","-4.4","W,1122","-4.4","W,1122","-6.7","W,1220","-1.7","W,0207","-4.4","W,0206","-4.4","W,0206","","","","","","","","","938.8",",W","","","20.04","W","26.81","W","13.28","W","40","W","40","W","17.4","W","23.7","W"
"USW00003818","2001","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.4","W","","","","","128","W","59","W","","","","","","","","","","","","","","","","","","","","","62.5",",W,0520,","","","","","","","","","","","","","","","","","","","","","1080.8","","1080.8","W","1033.1",",W","","","","","","","","","250","W","240","W","20.1","W","26.4","W"
"USW00003818","2002","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.5","W","","","","","165","W","89","W","","","","","","","","","","","","","","","","","","","","","89.2",",W,0914,","","","","","","","","","","","","","","","","","","","","","","","","","1716.5",",W","","","","","","","","","310","W","310","W","15.6","W","18.3","W"
"USW00003818","2003","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.4","W","1333.8","","1333.8","W","144","W","81","W","","","","","0","W","38","W","0","W","267","W","61","W","-8.9","W,0124,","","","","","57.9",",W,0408,","34.4","W,0825,+","-1.1","W,1125","-2.2","W,1130","-4.4","W,1221","","","0.0","W,0211","-3.9","W,0128","-6.7","W,0125","-6.7","W,0125","-8.9","W,0124","1027.2","","1027.2","W","1196.9",",W","","","19.23","W","25.17","W","13.29","W","230","W","220","W","14.3","W","17.0","W"
"USW00003818","2004","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.4","W","","","","","101","W","66","W","","","","","","","","","","","","","","","","","","","","","72.4",",W,0430,","","","","","","","","","","","","","","","","","","","","","1018.9","","1018.9","W","1056.6",",W","","","","","","","","","320","W","270","W","15.6","W","21.5","W"
"USW00003818","2005","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.6","B","1403.3","","1403.3","B","72","B","56","B","","","","","0","B","17","B","0","B","272","B","89","B","-5.6","B,0124,","","","","","63.0",",B,0113,","36.7","B,0919,+","-0.6","B,1216","-3.3","B,1222","","","","","-1.1","W,0302","-5.6","W,0124","-5.6","W,0124","","","","","","","","","1036.4",",B","","","19.84","B","25.92","B","13.76","B","360","B","360","B","16.1","B","20.1","B"
"USW00003818","2006","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.5","W","1513.9","","1513.9","W","68","W","50","W","","","","","0","W","17","W","0","W","298","W","117","W","-5.5","W,1209,","","","","","51.8",",W,1222,","37.2","W,0621,+","-0.5","W,1204","-3.2","W,1205","-5.5","W,1209","","","-1.0","W,0227","-3.2","W,0214","","","","","","","816.7","","816.7","W","824.6",",W","","","20.35","W","27.15","W","13.54","W","280","W","280","W","15.7","W","19.7","W"
"USW00003818","2007","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","884.5","","884.5","","","","","","","","","","","","300","W","160","W","18.3","W","31.7","W"
"USW00003818","2008","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.3","W","","","","","121","W","67","W","","","","","","","","","","","","","","","","","","","","","133.1",",W,1210,","","","","","","","","","","","","","","","","","","","","","","","","","1519.5",",W","","","","","","","","","290","W","210","W","17.4","W","35.3","W"
"USW00003818","2009","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","","","","","","","146","W","87","W","","","","","","","","","","","","","","","","","","","","","124.0",",W,0402,","","","","","","","","","","","","","","","","","","","","","920.8","","920.8","W","1492.7",",W","","","","","","","","","","","","","","","",""
"USW00003818","2010","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.3","W","1729.2","","1729.2","W","102","W","58","W","","","","","0","W","49","W","0","W","260","W","123","W","-7.1","W,0111,","","","","","78.7",",W,1115,","40.6","W,0731,","-0.5","W,1202","-2.7","W,1207","-6.0","W,1228","","","-1.6","W,0307","-3.2","W,0217","-5.5","W,0113","-7.1","W,0111","","","","","","","1009.6",",W","","","19.79","W","26.54","W","13.04","W","200","W","290","W","13.9","W","17.0","W"
"USW00003818","2011","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","","","","","","","109","W","57","W","","","","","","","","","","","","","","","","","","","","","38.9",",W,0105,","","","","","","","","","","","","","","","","","","","","","931.2","","931.2","W","796.0",",W","","","","","","","","","","","","","","","",""
"USW00003818","2012","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","","","","","","","140","W","73","W","","","","","","","","","","","","","","","","","","","","","120.1",",W,0303,","","","","","","","","","","","","","","","","","","","","","","","","","1505.6",",W","","","","","","","","","","","","","","","",""
"USW00003818","2013","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.3","W","1396.8","","1396.8","W","135","W","78","W","","","","","0","W","18","W","0","W","277","W","88","W","-2.1","W,1128,+","","","","","117.3",",W,0816,","35.6","W,0613,+","-1.0","W,1113","","","","","","","0.0","W,0327","","","","","","","","","","","","","1616.5",",W","","","19.87","W","25.81","W","13.91","W","320","W","330","W","19.2","W","25.0","W"
"USW00003818","2014","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.3","W","1426.7","","1426.7","W","116","W","73","W","","","","","0","W","28","W","2","W","266","W","101","W","-7.7","W,0107,","","","","","98.3",",W,0316,","37.2","W,0823,","-0.5","W,1115","-3.8","W,1118","-5.5","W,1119","","","-2.1","W,0228","-3.2","W,0131","-6.6","W,0108","-7.7","W,0107","","","992.7","","992.7","W","1451.5",",W","","","19.33","W","25.64","W","13.01","W","200","W","210","W","18.3","W","50.5","W"
"USW00003818","2015","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.5","W","1674.8","","1674.8","W","","","","","","","","","0","W","20","W","0","W","291","W","100","W","-7.1","W,0108,","","","","","","","37.8","W,0622,","0.0","W,1219","","","","","","","-4.3","W,0220","-4.3","W,0220","-7.1","W,0108","-7.1","W,0108","","","952.5","","952.5","W","","","","","20.89","W","26.73","W","15.05","W","280","W","150","W","18.3","W","28.6","W"
"USW00003818","2016","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.4","W","1599.5","","1599.5","W","94","W","64","W","","","","","0","W","18","W","0","W","291","W","109","W","-2.7","W,0124,","","","","","176.8",",W,1205,","37.2","W,0709,+","-0.5","W,1121","","","","","","","0.0","W,0214","-2.7","W,0124","","","","","","","658.8","","658.8","W","1276.9",",W","","","20.78","W","27.12","W","14.43","W","200","W","50","W","17.4","W","24.1","W"
"USW00003818","2017","30.83556","-85.18389","34.4","MARIANNA MUNICIPAL AIRPORT, FL US","2.5","W","1637.9","","1637.9","W","111","W","72","W","","","","","0","W","10","W","0","W","315","W","93","W","-4.3","W,0109,","","","","","66.3",",W,0602,","36.7","W,0825,+","0.0","W,1120","","","","","","","-1.0","W,0316","-4.3","W,0109","","","","","","","480.6","","480.6","W","1194.9",",W","","","21.23","W","27.47","W","14.99","W","280","W","280","W","18.3","W","26.4","W"
