"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"RQC00662934","1942","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","184","0","138","0","","","","","0","0","0","0","","","","","","","15.0","0,0131,","","","","","78.2",",0,0406,","","","","","","","","","","","","","2325.7",",0","","","","","","","19.28","0","",""
"RQC00662934","1943","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","174","0","142","0","","","","","","","","","","","","","","","","","","","","","124.5",",0,1015,","","","","","","","","","","","","","1794.3",",0","","","","","","","","","",""
"RQC00662934","1944","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","0","","","","","","","","","","","","","","","",""
"RQC00662934","1945","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","1864.2","","1864.2","0","194","0","129","0","","","","","0","0","0","0","0","0","359","0","25","0","10.0","0,0401,","","","","","85.6",",0,0515,","33.3","0,1020,+","","","","","","","","","","","1949.2",",0","","","23.56","0","29.48","0","17.65","0","",""
"RQC00662934","1946","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","","","","","","","","","","","","","","","","",""
"RQC00662934","1951","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","0","","","","","","","","","","","","","","","",""
"RQC00662934","1953","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2004.0","","2004.0","0","173","0","134","0","","","","","0","0","0","0","0","0","363","0","41","0","13.9","0,0411,+","","","","","82.6",",0,0607,","34.4","0,0606,","","","","","","","","","","","1872.0",",0","","","24.07","0","29.40","0","18.74","0","",""
"RQC00662934","1955","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","1974.2","","1974.2","0","217","0","141","0","0","","0","0","0","0","0","0","0","0","358","0","13","0","14.4","0,0423,+","0",",0,1231,+","0",",0,1231,+","103.4",",0,0220,","32.8","0,0609,","","","","","","","","","","","2271.8",",0","0",",0","23.81","0","28.77","0","18.84","0","",""
"RQC00662934","1956","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","1992.7","","1992.7","0","200","0","136","0","0","","0","0","0","0","0","0","0","0","364","0","12","0","15.0","0,0222,+","0",",0,1231,+","0",",0,1231,+","157.7",",0,0812,","33.9","0,0609,","","","0.0","","0.0","0","","","","","2234.1",",0","0",",0","23.80","0","28.68","0","18.93","0","",""
"RQC00662934","1957","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2149.1","","2149.1","0","181","0","123","0","0","","0","0","0","0","0","0","0","0","364","0","37","0","15.0","0,0314,+","0",",0,1231,+","0",",0,1231,+","107.2",",0,1103,","33.3","0,0724,","","","0.0","","0.0","0","","","","","1613.9",",0","0",",0","24.24","0","29.37","0","19.11","0","",""
"RQC00662934","1958","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2116.2","","2116.2","0","195","0","145","0","0","","0","0","0","0","0","0","0","0","365","0","20","0","14.4","0,0202,","0",",0,1231,+","0",",0,1231,+","219.2",",0,0330,","32.8","0,0924,+","","","0.0","","0.0","0","","","","","2544.7",",0","0",",0","24.12","0","29.24","0","19.00","0","",""
"RQC00662934","1959","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","183","0","119","0","0","","0","0","","","","","0","0","365","0","64","0","","","0",",0,1231,+","0",",0,1231,+","88.9",",0,0504,","34.4","0,0923,","","","0.0","","0.0","0","","","","","1612.5",",0","0",",0","","","29.76","0","","","",""
"RQC00662934","1960","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2365.9","","2365.9","0","177","0","112","0","0","","0","0","0","0","0","0","0","0","365","0","39","0","15.6","0,1207,","0",",0,1231,+","0",",0,1231,+","87.6",",0,0906,","34.4","0,0613,","","","","","","","","","","","1983.1",",0","0",",0","24.82","0","29.88","0","19.75","0","",""
"RQC00662934","1961","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2271.2","","2271.2","0","179","0","96","0","0","","0","0","0","0","0","0","0","0","362","0","42","0","15.6","0,0211,","0",",0,1231,+","0",",0,1231,+","108.0",",0,1205,","34.4","0,0621,+","","","0.0","","0.0","0","","","","","1461.8",",0","0",",0","24.59","0","29.51","0","19.66","0","",""
"RQC00662934","1963","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2277.9","","2277.9","0","184","0","114","0","0","","0","0","0","0","0","0","0","0","361","0","40","0","15.6","0,0321,","0",",0,1231,+","0",",0,1231,+","99.1",",0,0326,","33.9","0,1022,+","","","","","","","","","","","1998.8",",0","0",",0","24.63","0","29.54","0","19.73","0","",""
"RQC00662934","1964","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2230.2","","2230.2","0","197","0","114","0","0","","0","0","0","0","0","0","0","0","364","0","33","0","13.9","0,0125,","0",",0,1231,+","0",",0,1231,+","46.7",",0,0912,","35.0","0,0611,","","","0.0","","0.0","0","","","","","1271.5",",0","0",",0","24.46","0","29.46","0","19.45","0","",""
"RQC00662934","1965","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2077.6","","2077.6","0","203","0","138","0","0","","0","0","0","0","0","0","0","0","363","0","12","0","13.9","0,0111,","0",",0,1231,+","0",",0,1231,+","147.3",",0,1210,","33.3","0,0914,+","","","0.0","","0.0","0","     19.61","0,P,N","     29.50","0,P,N","2445.0",",0","0",",0","24.04","0","28.80","0","19.28","0","",""
"RQC00662934","1967","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","0","","","","","","","","","","","","","","","",""
"RQC00662934","1970","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2056.4","","2056.4","0","184","0","121","0","0","","0","0","0","0","0","0","0","0","361","0","9","0","13.9","0,0306,","0",",0,1231,+","0",",0,1231,+","202.2",",0,1110,","32.2","0,1106,+","1306.7","0","","","","","     19.38","0,P,N","","","2603.1",",0","0",",0","24.02","0","29.04","0","19.00","0","22530","0"
"RQC00662934","1972","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","0","","","","","","","","","","","","","","","",""
"RQC00662934","1973","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2382.9","","2382.9","0","163","0","87","0","0","","0","0","0","0","0","0","0","0","364","0","69","0","15.0","0,0209,","0",",0,1231,+","0",",0,1231,+","200.4",",0,0421,","35.0","0,0713,","1523.4","0","","","","","","","","","1576.2",",0","0",",0","24.87","0","29.91","0","19.83","0","22363","0"
"RQC00662934","1974","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2211.2","","2211.2","0","192","0","128","0","0","","0","0","0","0","0","0","0","0","365","0","51","0","15.6","0,0501,+","0",",0,1231,+","0",",0,1231,+","126.7",",0,1023,","34.4","0,0625,","","","0.0","","0.0","0","","","","","2039.8",",0","0",",0","24.38","0","29.32","0","19.44","0","20946","0"
"RQC00662934","1975","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2240.4","","2240.4","0","200","0","124","0","0","","0","0","0","0","0","0","0","0","365","0","53","0","15.0","0,0108,","0",",0,1231,+","0",",0,1231,+","57.7",",0,1115,","35.6","0,0609,","1304.6","0","0.0","","0.0","0","","","","","1629.2",",0","0",",0","24.46","0","29.43","0","19.49","0","21209","0"
"RQC00662934","1976","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","0","","","","","","","","","","","","","","","",""
"RQC00662934","1977","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2388.6","","2388.6","0","172","0","101","0","0","","0","0","0","0","0","0","0","0","365","0","44","0","14.4","0,0328,","0",",0,1231,+","0",",0,1231,+","57.2",",0,1105,","33.3","0,0929,+","1481.0","0","","","","","","","","","1437.4",",0","0",",0","24.87","0","29.84","0","19.90","0","21533","0"
"RQC00662934","1978","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2447.1","","2447.1","0","178","0","89","0","0","","0","0","0","0","0","0","0","0","364","0","66","0","15.6","0,0216,","0",",0,1231,+","0",",0,1231,+","61.2",",0,0430,","34.4","0,0806,","1392.9","0","0.0","","0.0","0","","","","","1331.5",",0","0",",0","25.05","0","30.02","0","20.08","0","17534","0"
"RQC00662934","1979","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2253.2","","2253.2","0","211","0","152","0","0","","0","0","0","0","0","0","0","0","363","0","25","0","13.9","0,0306,","0",",0,1231,+","0",",0,1231,+","236.0",",0,0831,","33.3","0,1027,+","1184.1","0","0.0","","0.0","0","","","","","2620.2",",0","0",",0","24.54","0","29.13","0","19.95","0","15945","0"
"RQC00662934","1980","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","0.0","0","","","","","","","","","","","","","","","",""
"RQC00662934","1981","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2410.9","","2410.9","0","207","0","134","0","0","","0","0","0","0","0","0","0","0","362","0","61","0","15.0","0,0121,","0",",0,1231,+","0",",0,1231,+","151.1",",0,1213,","34.4","0,0923,","","","","","","","","","","","2722.9",",0","0",",0","24.98","0","29.96","0","20.00","0","12367","0"
"RQC00662934","1982","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2342.0","","2342.0","0","178","0","105","0","0","","0","0","0","0","0","0","0","0","364","0","61","0","15.6","0,1218,","0",",0,1231,+","0",",0,1231,+","82.0",",0,0913,","35.0","0,0606,","1388.0","0","0.0","","0.0","0","     19.83","0,P,N","     31.59","0,P,N","1655.7",",0","0",",0","24.77","0","30.01","0","19.53","0","13833","0"
"RQC00662934","1983","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2527.7","","2527.7","0","153","0","93","0","0","","0","0","0","0","0","0","0","0","360","0","94","0","15.6","0,0212,+","0",",0,1231,+","0",",0,1231,+","143.5",",0,0421,","35.6","0,0627,+","1449.4","0","0.0","","0.0","0","","","","","1621.0",",0","0",",0","25.35","0","30.79","0","19.90","0","13749","0"
"RQC00662934","1984","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2346.1","","2346.1","0","188","0","111","0","0","","0","0","0","0","0","0","0","0","365","0","69","0","15.0","0,0102,","0",",0,1231,+","0",",0,1231,+","90.2",",0,0912,","33.9","0,0820,+","1447.9","0","0.0","","0.0","0","     19.42","0,P,N","     31.35","0,P,N","1601.1",",0","0",",0","24.76","0","29.96","0","19.56","0","",""
"RQC00662934","1985","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2218.9","","2218.9","0","176","0","120","0","0","","0","0","0","0","0","0","0","0","359","0","64","0","15.0","0,0116,+","0",",0,1231,+","0",",0,1231,+","195.1",",0,0518,","34.4","0,0627,","1415.2","0","0.0","","0.0","0","     19.24","0,P,N","     31.46","0,P,N","2266.0",",0","0",",0","24.51","0","29.66","0","19.36","0","13115","0"
"RQC00662934","1986","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2347.4","","2347.4","0","182","0","119","0","0","","0","0","0","0","0","0","0","0","363","0","64","0","15.0","0,0321,","0",",0,1231,+","0",",0,1231,+","89.7",",0,0513,","33.9","0,1022,+","1386.2","0","0.0","","0.0","0","     19.29","0,P,N","     31.59","0,P,N","1980.1",",0","0",",0","24.79","0","30.13","0","19.45","0","12987","0"
"RQC00662934","1987","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2494.4","","2494.4","0","168","0","129","0","0","","0","0","0","0","0","0","0","0","361","0","104","0","15.0","0,0109,","0",",0,1231,+","0",",0,1231,+","230.9",",0,0412,","35.0","0,0926,+","1301.2","0","0.0","","0.0","0","     20.09","0,P,N","     32.12","0,P,N","2540.2",",0","0",",0","25.26","0","30.55","0","19.95","0","12269","0"
"RQC00662934","1988","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2199.8","","2199.8","0","197","0","124","0","0","","0","0","0","0","0","0","0","0","359","0","77","0","15.0","0,1214,+","0",",0,1231,+","0",",0,1231,+","171.5",",0,0417,","35.0","0,0606,+","1307.1","0","0.0","","0.0","0","","","","","1911.3",",0","0",",0","24.47","0","30.06","0","18.87","0","12417","0"
"RQC00662934","1989","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","1936.5","","1936.5","0","172","0","104","0","0","","0","0","0","0","0","0","0","0","357","0","46","0","12.2","0,0202,","0",",0,1231,+","0",",0,1231,+","67.6",",0,0921,","35.6","0,1015,","","","0.0","","0.0","0","","","","","1884.4",",0","0",",0","23.75","0","29.66","0","17.85","0","13414","0"
"RQC00662934","1990","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","197","0","126","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","104.4",",0,1018,","","","","","0.0","","0.0","","","","","","1953.7",",0","0",",0","","","","","","","",""
"RQC00662934","1991","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2088.7","","2088.7","0","179","0","104","0","0","","0","0","0","0","0","0","0","0","361","0","98","0","12.2","0,1224,","0",",0,1231,+","0",",0,1231,+","135.1",",0,0716,","35.6","0,0904,","1323.7","0","","","","","","","","","1511.6",",0","0",",0","24.12","0","30.08","0","18.15","0","",""
"RQC00662934","1992","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","1940.2","","1940.2","0","182","0","111","0","0","","0","0","0","0","0","0","0","0","363","0","70","0","13.3","0,1230,","0",",0,1231,+","0",",0,1231,+","154.9",",0,0106,","34.4","0,0430,+","1373.2","0","0.0","","0.0","0","","","","","1842.5",",0","0",",0","23.69","0","30.04","0","17.34","0","15105","0"
"RQC00662934","1993","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2271.0","","2271.0","0","157","0","104","0","0","","0","0","0","0","0","0","0","0","359","0","77","0","10.6","0,0303,","0",",0,1231,+","0",",0,1231,+","92.2",",0,0430,","34.4","0,0604,+","","","0.8","","0.8","0","","","","","1625.2",",0","0",",0","24.66","0","30.03","0","19.28","0","",""
"RQC00662934","1994","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2512.8","","2512.8","0","146","0","72","0","0","","0","0","0","0","0","0","0","0","363","0","124","0","15.6","0,1230,","0",",0,1231,+","0",",0,1231,+","74.2",",0,1008,","35.0","0,1004,+","1552.9","0","0.0","","0.0","0","     20.06","0,P,N","     32.02","0,P,N","1050.2",",0","0",",0","25.24","0","30.85","0","19.64","0","20649","0"
"RQC00662934","1995","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2420.5","","2420.5","0","185","0","119","0","0","","0","0","0","0","0","0","0","0","364","0","93","0","13.9","0,0328,","0",",0,1231,+","0",",0,1231,+","170.4",",0,1110,","35.0","0,0717,+","1317.9","0","0.0","","0.0","0","     21.11","0,P,N","     33.04","0,P,N","2065.8",",0","0",",0","24.97","0","30.50","0","19.44","0","14533","0"
"RQC00662934","1996","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2183.9","","2183.9","0","199","0","121","0","0","","0","0","0","0","0","0","0","0","360","0","57","0","13.9","0,1218,","0",",0,1231,+","0",",0,1231,+","195.1",",0,0910,","35.0","0,1021,+","1249.4","0","0.0","","0.0","0","     20.92","0,P,N","     32.43","0,P,N","1994.8",",0","0",",0","24.39","0","29.77","0","19.01","0","",""
"RQC00662934","1997","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2387.4","","2387.4","0","166","0","86","0","0","","0","0","0","0","0","0","0","0","360","0","147","0","13.9","0,0407,","0",",0,1231,+","0",",0,1231,+","90.7",",0,0122,","36.7","0,0719,","","","0.0","","0.0","0","     21.22","0,P,N","     32.68","0,P,N","1117.5",",0","0",",0","25.04","0","30.77","0","19.31","0","",""
"RQC00662934","1998","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2462.8","","2462.8","0","198","0","126","0","","","0","0","0","0","0","0","0","0","355","0","126","0","15.6","0,1205,","","","0",",0,1231,+","157.0",",0,0922,","36.1","0,0111,","","","0.0","","0.0","0","     21.92","0,P,N","     33.09","0,P,N","2442.8",",0","0",",0","25.30","0","30.75","0","19.85","0","",""
"RQC00662934","1999","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","2209.8","","2209.8","0","195","0","119","0","0","","0","0","0","0","0","0","0","0","354","0","78","0","13.9","0,0201,","0",",0,1231,+","0",",0,1231,+","145.5",",0,1203,","36.1","0,1127,","","","0.0","","0.0","0","","","","","2529.6",",0","0",",0","24.65","0","29.95","0","19.34","0","",""
"RQC00662934","2000","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"RQC00662934","2001","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"RQC00662934","2002","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"RQC00662934","2003","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"RQC00662934","2006","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"RQC00662934","2007","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"RQC00662934","2008","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"RQC00662934","2009","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"RQC00662934","2010","18.3266","-66.3591","198.1","COROZAL SUBSTATION, PR US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
