"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00319675","1959","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","804.7","","804.7","0","116","0","83","0","","","","","0","0","93","0","3","0","197","0","39","0","-15.0","0,0118,","","","","","71.1",",0,0907,","40.0","0,0630,","-1.1","0,1103","-2.2","0,1108","-6.1","0,1118","-6.7","0,1119","","","0.0","0,0415","-4.4","0,0329","-4.4","0,0329","-7.8","0,0319","-12.2","0,0221","1952.1","","1952.1","0","1350.6",",0","","","14.97","0","21.91","0","8.02","0"
"USC00319675","1960","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","719.5","","719.5","0","123","0","86","0","","","","","0","0","118","0","3","0","197","0","47","0","-15.6","0,1223,","","","","","62.2",",0,0131,","35.6","0,0830,+","0.0","0,1021","-6.7","0,1108","-6.7","0,1108","-6.7","0,1108","-9.4","0,1202","-5.6","0,0411","-5.6","0,0411","-5.6","0,0411","-6.7","0,0321","-9.4","0,0314","2139.5","","2139.5","0","1241.2",",0","","","13.96","0","21.01","0","6.90","0"
"USC00319675","1961","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","661.0","","661.0","0","116","0","81","0","","","","","0","0","94","0","2","0","201","0","40","0","-14.4","0,0122,","","","","","62.0",",0,0805,","36.1","0,0925,","-3.9","0,1027","-3.9","0,1027","-5.6","0,1122","-9.4","0,1226","-9.4","0,1226","0.0","0,0430","-3.3","0,0408","-7.2","0,0206","-7.2","0,0206","-8.9","0,0203","2187.1","","2187.1","0","1146.6",",0","","","14.42","0","21.42","0","7.42","0"
"USC00319675","1962","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","731.6","","731.6","0","112","0","83","0","10","","3","0","1","0","99","0","3","0","198","0","47","0","-17.8","0,1213,","127",",0,0128,+","203",",0,0128,","86.4",",0,0916,","36.1","0,0715,+","-2.8","0,1025","-2.8","0,1025","-4.4","0,1026","-8.9","0,1210","-8.9","0,1210","-0.6","0,0422","-2.8","0,0417","-5.0","0,0308","-7.8","0,0211","-12.2","0,0114","2050.3","","2050.3","0","1158.3",",0","457",",0","14.29","0","21.08","0","7.49","0"
"USC00319675","1963","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","651.3","","651.3","0","92","0","69","0","5","","4","0","0","0","96","0","5","0","212","0","44","0","-16.1","0,0125,+","51",",0,0201,","38",",0,1223,+","67.6",",0,0312,","37.2","0,0807,","-3.3","0,1031","-3.3","0,1031","-5.6","0,1113","-7.8","0,1204","-9.4","0,1215","-1.7","0,0502","-6.7","0,0323","-6.7","0,0323","-6.7","0,0323","-14.4","0,0227","2242.7","","2242.7","0","865.3",",0","172",",0","13.96","0","21.37","0","6.55","0"
"USC00319675","1964","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","683.4","","683.4","0","108","0","81","0","8","","4","0","0","0","92","0","0","0","199","0","34","0","-13.9","0,0116,","76",",0,0225,","76",",0,0225,","89.9",",0,1004,","36.7","0,0622,+","-1.7","0,1011","-2.8","0,1021","-7.8","0,1122","-7.8","0,1122","-9.4","0,1216","-2.2","0,0410","-2.2","0,0410","-8.3","0,0331","-8.3","0,0331","-10.6","0,0223","2231.8","","2231.8","0","1350.6",",0","190",",0","14.38","0","21.27","0","7.48","0"
"USC00319675","1965","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","726.1","","726.1","0","101","0","71","0","14","","5","0","0","0","98","0","1","0","201","0","35","0","-14.4","0,0201,+","203",",0,0117,","178",",0,0116,","41.9",",0,1007,","37.2","0,0818,+","-1.1","0,1025","-2.8","0,1026","-6.7","0,1030","-6.7","0,1030","-8.9","0,1202","-1.7","0,0403","-6.7","0,0322","-6.7","0,0322","-6.7","0,0322","-10.6","0,0321","2043.7","","2043.7","0","953.6",",0","495",",0","14.62","0","21.65","0","7.61","0"
"USC00319675","1966","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","636.9","","636.9","0","106","0","77","0","28","","8","0","1","0","108","0","2","0","204","0","39","0","-21.1","0,0131,","203",",0,0131,+","127",",0,0224,","44.7",",0,1001,+","38.3","0,0728,","0.0","0,1021","-6.7","0,1104","-6.7","0,1104","-6.7","0,1104","-11.7","0,1225","-0.6","0,0511","-3.3","0,0410","-4.4","0,0310","-7.2","0,0309","-11.1","0,0206","2194.3","","2194.3","0","1077.8",",0","589",",0","13.89","0","20.85","0","6.93","0"
"USC00319675","1967","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","579.4","","579.4","0","106","0","68","0","1","","2","0","0","0","92","0","1","0","208","0","25","0","-15.0","0,0225,","25",",0,0210,","64",",0,0210,","37.3",",0,1228,","35.0","0,0805,+","0.0","0,0930","-2.2","0,1029","-5.6","0,1106","-6.7","0,1108","-9.4","0,1129","-0.6","0,0429","-3.9","0,0323","-5.0","0,0320","-10.0","0,0318","-10.0","0,0318","2040.9","","2040.9","0","857.3",",0","107",",0","14.17","0","21.37","0","6.98","0"
"USC00319675","1968","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","683.5","","683.5","0","104","0","74","0","13","","5","0","0","0","106","0","4","0","208","0","46","0","-13.3","0,0222,+","76",",0,0116,+","114",",0,1112,","64.3",",0,1019,","38.3","0,0824,+","-2.8","0,1027","-2.8","0,1027","-5.0","0,1114","-8.3","0,1121","-9.4","0,1209","-1.1","0,0402","-2.2","0,0325","-7.8","0,0314","-7.8","0,0314","-10.0","0,0227","2257.4","","2257.4","0","1099.5",",0","309",",0","14.08","0","21.29","0","6.87","0"
"USC00319675","1969","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","680.9","","680.9","0","106","0","79","0","8","","3","0","0","0","106","0","1","0","197","0","39","0","-13.3","0,0106,","254",",0,0301,","254",",0,0301,","62.2",",0,0519,","36.1","0,0705,+","-2.2","0,1018","-2.2","0,1018","-10.0","0,1115","-10.0","0,1115","-10.0","0,1115","-0.6","0,0425","-2.8","0,0401","-5.6","0,0328","-7.2","0,0312","-11.1","0,0108","2184.5","","2184.5","0","1165.7",",0","427",",0","13.91","0","20.69","0","7.13","0"
"USC00319675","1970","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","741.9","","741.9","0","112","0","75","0","11","","4","0","2","0","86","0","7","0","205","0","51","0","-18.9","0,0122,","76",",0,0106,","76",",0,0106,","166.9",",0,0810,","36.7","0,0702,","-1.7","0,1017","-2.8","0,1018","-5.6","0,1117","-9.4","0,1124","-9.4","0,1124","-2.2","0,0408","-2.2","0,0408","-6.7","0,0317","-6.7","0,0317","-10.0","0,0226","2298.8","","2298.8","0","1100.0",",0","216",",0","14.50","0","21.60","0","7.40","0"
"USC00319675","1971","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","662.4","","662.4","0","124","0","86","0","5","","2","0","0","0","83","0","3","0","210","0","21","0","-16.1","0,0202,","102",",0,1203,","102",",0,1203,","82.6",",0,1103,","34.4","0,0628,","-2.2","0,1105","-2.2","0,1105","-4.4","0,1108","-6.7","0,1123","","","-0.6","0,0504","-2.8","0,0403","-4.4","0,0327","-7.8","0,0305","-8.9","0,0211","2144.4","","2144.4","0","1403.4",",0","197",",0","14.58","0","21.18","0","7.98","0"
"USC00319675","1972","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","577.8","","577.8","0","117","0","84","0","4","","4","0","0","0","82","0","1","0","201","0","27","0","-16.7","0,0116,","76",",0,0325,","76",",0,0325,","137.2",",0,0621,","36.7","0,0723,","-4.4","0,1020","-4.4","0,1020","-4.4","0,1020","-7.8","0,1124","-10.0","0,1217","0.0","0,0427","-2.2","0,0410","-4.4","0,0409","-8.3","0,0326","-8.9","0,0209","1897.5","","1897.5","0","1356.9",",0","216",",0","14.20","0","20.98","0","7.43","0"
"USC00319675","1973","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","683.8","","683.8","0","120","0","102","0","12","","3","0","0","0","93","0","2","0","209","0","28","0","-14.4","0,0218,","127",",0,0108,","114",",0,1217,+","61.7",",0,0202,","34.4","0,0902,+","-2.2","0,1018","-2.2","0,1018","-6.7","0,1110","-6.7","0,1110","-11.7","0,1218","-0.6","0,0518","-2.2","0,0414","-4.4","0,0323","-7.2","0,0220","-9.4","0,0219","2101.6","","2101.6","0","1345.5",",0","276",",0","14.52","0","21.31","0","7.73","0"
"USC00319675","1974","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","591.6","","591.6","0","125","0","85","0","1","","1","0","0","0","79","0","0","0","212","0","20","0","-9.4","0,1210,","25",",0,0325,","102",",0,0325,","69.9",",0,0906,","36.1","0,0715,","-2.2","0,1003","-2.2","0,1003","-5.0","0,1021","-8.9","0,1127","-8.9","0,1127","-0.6","0,0411","-2.2","0,0407","-5.0","0,0228","-8.9","0,0227","-8.9","0,0227","1742.2","","1742.2","0","1172.6",",0","102",",0","14.80","0","21.74","0","7.86","0"
"USC00319675","1975","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","701.4","","701.4","0","130","0","92","0","3","","2","0","0","0","89","0","0","0","218","0","46","0","-12.8","0,1219,","76",",0,0204,","76",",0,0310,+","78.0",",0,0330,","37.2","0,0826,","-2.8","0,1031","-2.8","0,1031","-5.6","0,1126","-12.8","0,1219","-12.8","0,1219","-2.8","0,0413","-2.8","0,0413","-6.7","0,0309","-6.7","0,0309","-10.0","0,0210","2079.5","","2079.5","0","1369.8",",0","152",",0","14.88","0","21.65","0","8.12","0"
"USC00319675","1976","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","562.5","","562.5","0","105","0","77","0","0","","0","0","0","0","109","0","2","0","209","0","40","0","-16.1","0,0119,","0",",0,1231,+","13",",0,0203,","79.5",",0,1009,","38.3","0,0724,","-0.6","0,1018","-4.4","0,1029","-4.4","0,1029","-7.2","0,1109","-8.9","0,1123","0.0","0,0428","-2.8","0,0413","-6.1","0,0318","-10.0","0,0208","-10.0","0,0208","1911.1","","1911.1","0","931.7",",0","13",",0","13.86","0","21.38","0","6.34","0"
"USC00319675","1977","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","851.8","","851.8","0","111","0","79","0","23","","6","0","2","0","95","0","4","0","208","0","64","0","-20.6","0,0117,","127",",0,0109,","127",",0,0109,","142.7",",0,0908,","40.6","0,0708,+","0.0","0,1015","-2.2","0,1018","-5.6","0,1114","-8.3","0,1127","-10.0","0,1207","0.0","0,0427","-2.8","0,0407","-4.4","0,0308","-7.2","0,0301","-9.4","0,0218","2366.8","","2366.8","0","941.5",",0","304",",0","14.60","0","21.65","0","7.54","0"
"USC00319675","1978","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","732.6","","732.6","0","102","0","71","0","4","","4","0","0","0","95","0","1","0","207","0","40","0","-14.4","0,0111,","51",",0,0303,","102",",0,0303,","54.4",",0,0310,","36.7","0,0628,+","-0.6","0,1009","-2.2","0,1025","-6.1","0,1210","-6.7","0,1211","-10.6","0,1215","0.0","0,0331","-4.4","0,0318","-4.4","0,0318","-9.4","0,0305","-9.4","0,0305","2367.3","","2367.3","0","1181.1",",0","271",",0","14.01","0","20.94","0","7.08","0"
"USC00319675","1979","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","518.5","","518.5","0","120","0","78","0","13","","2","0","0","0","98","0","3","0","203","0","25","0","-15.0","0,0210,","254",",0,0218,","254",",0,0218,","141.2",",0,0922,","35.0","0,0810,+","0.0","0,1012","-2.2","0,1014","-5.0","0,1115","-8.3","0,1130","-9.4","0,1204","-1.7","0,0407","-2.8","0,0327","-5.6","0,0317","-6.7","0,0316","-13.3","0,0220","2190.7","","2190.7","0","1479.4",",0","445",",0","13.63","0","20.49","0","6.77","0"
"USC00319675","1980","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","780.8","","780.8","0","117","0","79","0","13","","8","0","0","0","90","0","5","0","198","0","63","0","-14.4","0,1226,","152",",0,0302,","76",",0,0302,+","50.3",",0,0723,","38.3","0,0808,","-0.6","0,1013","-2.2","0,1106","-6.1","0,1120","-6.7","0,1204","-11.1","0,1221","-1.1","0,0417","-3.3","0,0319","-5.0","0,0315","-8.9","0,0304","-8.9","0,0304","2134.4","","2134.4","0","1027.5",",0","455",",0","14.39","0","21.40","0","7.38","0"
"USC00319675","1981","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","702.2","","702.2","0","95","0","68","0","6","","3","0","0","0","98","0","4","0","201","0","43","0","-15.6","0,0131,","76",",0,0130,","89",",0,0323,","50.8",",0,1027,","36.1","0,0727,+","-4.4","0,1020","-4.4","0,1020","-4.4","0,1020","-8.3","0,1123","-10.0","0,1219","-2.2","0,0407","-2.2","0,0407","-4.4","0,0321","-7.2","0,0315","-8.9","0,0213","2207.3","","2207.3","0","927.2",",0","201",",0","14.04","0","21.11","0","6.97","0"
"USC00319675","1982","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","703.2","","703.2","0","125","0","81","0","11","","3","0","1","0","80","0","5","0","214","0","32","0","-17.8","0,0111,","178",",0,0114,","127",",0,0227,","69.9",",0,0526,","34.4","0,0820,+","-0.6","0,1018","-3.3","0,1106","-4.4","0,1114","-9.4","0,1213","-9.4","0,1213","-2.2","0,0424","-2.2","0,0424","-6.7","0,0329","-6.7","0,0329","-9.4","0,0128","2224.5","","2224.5","0","1202.9",",0","344",",0","14.71","0","21.20","0","8.22","0"
"USC00319675","1983","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","770.6","","770.6","0","108","0","82","0","10","","3","0","1","0","91","0","6","0","185","0","56","0","-17.8","0,1225,","76",",0,0211,+","102",",0,0206,","50.0",",0,1212,","38.9","0,0823,+","-0.6","0,1028","-2.8","0,1113","-6.1","0,1208","-13.9","0,1224","-13.9","0,1224","-0.6","0,0422","-3.3","0,0421","-5.0","0,0323","-6.7","0,0212","-10.6","0,0120","2057.7","","2057.7","0","1141.2",",0","255",",0","14.27","0","21.00","0","7.54","0"
"USC00319675","1984","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","700.3","","700.3","0","107","0","77","0","","","1","0","0","0","81","0","2","0","201","0","33","0","-13.9","0,0122,","","","51",",0,0206,","63.0",",0,0718,","35.6","0,0711,","-3.3","0,1107","-3.3","0,1107","-5.0","0,1114","-7.2","0,1121","-10.6","0,1207","0.0","0,0425","-4.4","0,0312","-4.4","0,0312","-7.8","0,0310","-10.6","0,0208","2225.8","","2225.8","0","1139.2",",0","51",",0","14.77","0","21.56","0","7.98","0"
"USC00319675","1985","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","693.8","","693.8","0","113","0","80","0","4","","3","0","1","0","87","0","2","0","225","0","36","0","-22.2","0,0121,","127",",0,0128,","102",",0,0128,","56.6",",0,0817,","35.0","0,0721,","-2.2","0,1109","-2.2","0,1109","-5.0","0,1203","-7.2","0,1204","-10.6","0,1215","-5.0","0,0410","-5.0","0,0410","-5.0","0,0410","-8.3","0,0408","-10.6","0,0216","1875.9","","1875.9","0","1123.4",",0","191",",0","14.86","0","21.66","0","8.07","0"
"USC00319675","1986","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","895.1","","895.1","0","106","0","68","0","1","","1","0","0","0","89","0","1","0","209","0","73","0","-16.7","0,0128,","25",",0,0221,","46",",0,0215,","40.6",",0,1224,","38.9","0,0628,","0.0","0,1020","-8.9","0,1114","-8.9","0,1114","-8.9","0,1114","-8.9","0,1114","-1.1","0,0504","-2.2","0,0424","-4.4","0,0417","-6.7","0,0323","-8.9","0,0306","1909.2","","1909.2","0","753.9",",0","46",",0","15.28","0","22.29","0","8.27","0"
"USC00319675","1987","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","873.4","","873.4","0","109","0","74","0","","","5","0","0","0","96","0","0","0","200","0","57","0","-13.9","0,0124,","","","406",",0,0122,","101.6",",0,0702,","37.2","0,0822,+","-0.6","0,1008","-2.2","0,1009","-4.4","0,1023","-6.7","0,1122","","","-1.1","0,0406","-3.9","0,0401","-5.6","0,0314","-6.7","0,0217","-11.1","0,0129","2101.6","","2101.6","0","1315.7",",0","925",",0","14.85","0","21.79","0","7.90","0"
"USC00319675","1988","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","747.9","","747.9","0","116","0","72","0","11","","2","0","0","0","104","0","4","0","198","0","56","0","-16.7","0,0111,","152",",0,0108,","114",",0,0107,","49.5",",0,0822,","40.0","0,0818,","-2.2","0,1013","-2.2","0,1013","-5.0","0,1203","-6.7","0,1205","-8.9","0,1212","-2.2","0,0420","-2.2","0,0420","-5.6","0,0316","-6.7","0,0315","-8.9","0,0225","2152.1","","2152.1","0","903.4",",0","178",",0","14.25","0","21.62","0","6.87","0"
"USC00319675","1989","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","738.4","","738.4","0","132","0","90","0","10","","6","0","0","0","89","0","5","0","212","0","35","0","-15.0","0,1223,","203",",0,0218,","165",",0,0218,","51.8",",0,1001,","35.0","0,0823,+","0.0","0,1010","-3.9","0,1117","-8.3","0,1124","-8.3","0,1124","-8.9","0,1216","-1.1","0,0508","-3.3","0,0412","-4.4","0,0308","-9.4","0,0225","-9.4","0,0225","2070.2","","2070.2","0","1361.6",",0","427",",0","14.57","0","21.14","0","8.01","0"
"USC00319675","1990","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","818.2","","818.2","0","116","0","84","0","0","","0","0","0","0","63","0","0","0","228","0","50","0","-9.4","0,0226,","0","T,0,1227,","13",",0,0320,","114.3",",0,1011,","37.8","0,0709,+","-0.6","0,1019","-2.8","0,1119","-6.1","0,1201","-7.8","0,1225","","","-1.1","0,0419","-2.2","0,0412","-9.4","0,0226","-9.4","0,0226","-9.4","0,0226","1854.9","","1854.9","0","1501.0",",0","13",",0","16.22","0","23.33","0","9.11","0"
"USC00319675","1991","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","864.7","","864.7","0","118","0","77","0","0","","0","0","0","0","70","0","0","0","229","0","49","0","-12.2","0,0216,","0",",0,1231,+","0",",0,1231,+","94.0",",0,0329,","37.2","0,0723,","0.0","0,1008","-3.9","0,1105","-6.7","0,1106","-6.7","0,1106","-9.4","0,1127","-0.6","0,0402","-2.2","0,0312","-6.1","0,0309","-12.2","0,0216","-12.2","0,0216","1687.6","","1687.6","0","1148.6",",0","0",",0","15.83","0","22.63","0","9.02","0"
"USC00319675","1992","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","643.2","","643.2","0","112","0","78","0","0","","0","0","0","0","83","0","0","0","196","0","26","0","-10.0","0,0117,","0",",0,1231,+","0","T,0,0404,+","73.7",",0,0813,","36.7","0,0713,+","-0.6","0,1019","-3.9","0,1020","-6.7","0,1116","-6.7","0,1116","-9.4","0,1225","-3.3","0,0406","-3.3","0,0406","-5.6","0,0403","-7.8","0,0125","-9.4","0,0120","1850.9","","1850.9","0","1137.2",",0","0","T,0","14.74","0","21.35","0","8.14","0"
"USC00319675","1993","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","887.7","","887.7","0","101","0","70","0","","","3","0","0","0","90","0","0","0","204","0","63","0","-14.4","0,0315,","","","152",",0,0313,","66.0",",0,1205,","37.2","0,0729,+","-0.6","0,1024","-2.2","0,1029","-4.4","0,1108","-6.7","0,1225","-11.1","0,1231","0.0","0,0428","-2.2","0,0320","-6.1","0,0319","-7.2","0,0316","-14.4","0,0315","2054.2","","2054.2","0","1157.3",",0","228",",0","14.98","0","21.75","0","8.22","0"
"USC00319675","1994","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","609.9","","609.9","0","109","0","79","0","1","","1","0","2","0","79","0","3","0","223","0","24","0","-18.3","0,0119,+","25",",0,0211,","51",",0,0104,","64.3",",0,0630,","34.4","0,0621,+","-1.7","0,1027","-2.2","0,1028","-5.0","0,1125","-6.7","0,1212","","","-0.6","0,0409","-3.3","0,0408","-4.4","0,0313","-6.7","0,0228","-10.6","0,0122","2092.5","","2092.5","0","1212.4",",0","64",",0","14.63","0","21.71","0","7.55","0"
"USC00319675","1995","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","764.9","","764.9","0","101","0","76","0","0","","1","0","0","0","103","0","1","0","214","0","45","0","-15.6","0,0209,","0","T,0,1207,+","25",",0,0304,","113.0",",0,0827,","38.3","0,0817,","0.0","0,1022","-4.4","0,1105","-4.4","0,1105","-7.2","0,1116","-8.9","0,1211","-2.8","0,0403","-2.8","0,0403","-5.6","0,0312","-6.7","0,0310","-8.9","0,0213","1892.5","","1892.5","0","1212.4",",0","38",",0","14.36","0","21.49","0","7.23","0"
"USC00319675","1996","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","","","","","118","0","84","0","15","","5","0","2","0","121","0","","","","","","","-18.3","0,0206,+","279",",0,0112,","178",",0,0107,","61.7",",0,0724,","","","-0.6","0,1012","-3.9","0,1103","-5.6","0,1104","-6.7","0,1111","-12.2","0,1220","0.0","0,0502","-2.2","0,0411","-6.7","0,0314","-6.7","0,0314","-10.6","0,0311","2573.8","","2573.8","","1209.5",",0","560",",0","","","","","5.58","0"
"USC00319675","1997","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","451.4","","451.4","0","107","0","80","0","4","","3","0","0","0","129","0","4","0","177","0","35","0","-12.8","0,0119,+","203",",0,1230,","203",",0,1230,","44.7",",0,0613,","36.1","0,0729,","0.0","0,1021","-5.0","0,1023","-5.0","0,1023","-7.8","0,1117","-9.4","0,1118","0.0","0,0517","-2.2","0,0416","-4.4","0,0411","-7.8","0,0217","-9.4","0,0121","","","","","1088.3",",0","355",",0","12.42","0","20.25","0","4.59","0"
