"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023154","1909","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","213.2","","213.2","6","","","","","","","15","6","12","6","189","6","24","6","129","6","28","6","-26.7","6,0111,","","","114",",6,0123,","","","35.6","6,0701,","-0.6","6,0912","-3.3","6,0922","-4.4","6,1008","-7.2","6,1111","-8.9","6,1113","0.0","6,0610","-2.8","6,0523","-5.6","6,0514","-8.9","6,0424","-8.9","6,0424","3984.9","","3984.9","6","334.0",",6","","","986",",6","8.06","6","16.50","6","-0.38","6","","","","","","","","","","","","","","","","","",""
"USW00023154","1910","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","","","","","32","6","20","6","","","9","6","","","","","","","","","","","","","","","130",",6,0201,","15.2",",6,0725,","","","","","","","","","","","","","","","","","","","","","","","3993.0","","3993.0","6","169.8",",6","","","691",",6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023154","1939","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","93.0","","93.0","0","79","0","28","0","73","","13","0","29","0","214","0","33","0","126","0","21","0","-28.9","0,0202,","279",",0,0213,","142",",0,0617,","22.4",",0,1002,","35.0","0,0713,+","0.0","0,0903","-3.3","0,0915","-5.0","0,1025","-11.1","0,1026","-11.1","0,1026","-2.2","0,0618","-2.2","0,0618","-4.4","0,0606","-6.7","0,0315","-13.9","0,0308","","","","","270.7",",0","","","1100",",0","6.87","0","15.88","0","-2.14","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1940","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","160.7","","160.7","0","71","0","29","0","36","","7","0","8","0","207","0","18","0","152","0","34","0","-23.3","0,1214,","102",",0,0218,","122",",0,0401,","18.8",",0,0415,","35.0","0,0812,+","-0.6","0,0920","-3.9","0,1003","-6.7","0,1004","-6.7","0,1004","-8.9","0,1105","-0.6","0,0610","-2.2","0,0430","-5.6","0,0427","-8.3","0,0328","-10.0","0,0313","3762.5","","3762.5","0","220.8",",0","","","653",",0","8.11","0","16.81","0","-0.59","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1941","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","42.5","","42.5","0","110","0","49","0","27","","15","0","9","0","233","0","15","0","108","0","5","0","-22.2","0,1231,","127",",0,1118,+","155",",0,1117,","21.1",",0,0526,","34.4","0,0722,","0.0","0,0907","-3.3","0,0913","-6.7","0,0928","-6.7","0,0928","-10.0","0,1117","-0.6","0,0610","-2.8","0,0519","-5.0","0,0425","-6.7","0,0422","-8.9","0,0420","4110.5","","4110.5","0","344.4",",0","","","1226",",0","6.56","0","14.51","0","-1.40","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1942","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","129.8","","129.8","0","56","0","14","0","35","","10","0","16","0","231","0","23","0","134","0","21","0","-27.2","0,0102,","152",",0,1119,","152",",0,1119,","14.7",",0,0313,","35.6","0,0722,","0.0","0,0828","-4.4","0,0918","-4.4","0,0918","-7.8","0,0919","-11.7","0,1028","-0.6","0,0628","-3.9","0,0527","-5.6","0,0514","-6.7","0,0513","-13.9","0,0429","4633.1","","4633.1","0","118.0",",0","","","873",",0","6.58","0","15.70","0","-2.55","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1943","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","93.1","","93.1","0","67","0","28","0","28","","10","0","8","0","199","0","13","0","137","0","14","0","-23.9","0,0209,","203",",0,0126,+","333",",0,0123,","22.6",",0,1003,","35.6","0,0727,+","-2.2","0,0919","-2.2","0,0919","-4.4","0,1020","-8.3","0,1022","-10.6","0,1031","-0.6","0,0615","-3.9","0,0603","-5.6","0,0519","-6.7","0,0518","-10.0","0,0320","4052.8","","4052.8","0","210.4",",0","","","894",",0","7.47","0","16.33","0","-1.40","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1944","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","39.4","","39.4","0","68","0","33","0","77","","21","0","26","0","222","0","41","0","128","0","1","0","-28.9","0,0104,","178",",0,0305,","142",",0,0313,","12.7",",0,1112,","33.9","0,0813,","-1.1","0,0825","-2.8","0,0915","-5.0","0,1017","-9.4","0,1112","-9.4","0,1112","-1.7","0,0622","-3.9","0,0609","-4.4","0,0504","-10.6","0,0421","-10.6","0,0421","4564.6","","4564.6","0","190.8",",0","","","1427",",0","5.50","0","14.41","0","-3.40","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1945","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","87.5","","87.5","0","84","0","40","0","68","","18","0","22","0","219","0","38","0","119","0","7","0","-23.9","0,0305,","229",",0,0315,","221",",0,0315,","25.1",",0,0604,","34.4","0,0727,+","-0.6","0,0917","-3.3","0,0919","-5.0","0,0923","-6.7","0,1021","-16.7","0,1107","-1.1","0,0628","-2.2","0,0616","-5.6","0,0425","-11.7","0,0413","-11.7","0,0413","4559.5","","4559.5","0","336.8",",0","","","1462",",0","6.05","0","14.31","0","-2.20","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1946","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","86.2","","86.2","0","73","0","30","0","80","","17","0","23","0","223","0","25","0","135","0","8","0","-23.9","0,0112,","178",",0,1114,+","163",",0,0313,","15.5",",0,1120,","34.4","0,0803,","-1.1","0,0908","-2.8","0,0909","-6.1","0,0918","-6.7","0,0919","-8.9","0,1011","-2.8","0,0624","-2.8","0,0624","-4.4","0,0530","-8.9","0,0501","-8.9","0,0501","4319.4","","4319.4","0","243.2",",0","","","1256",",0","6.55","0","15.35","0","-2.26","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1947","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","106.6","","106.6","0","56","0","21","0","27","","4","0","20","0","217","0","28","0","141","0","14","0","-27.8","0,0115,","76",",0,1230,+","76",",0,1229,","22.6",",0,0917,","34.4","0,0719,","-2.8","0,0823","-2.8","0,0823","-6.7","0,1022","-6.7","0,1022","-13.9","0,1106","0.0","0,0630","-2.2","0,0612","-4.4","0,0424","-6.7","0,0410","-9.4","0,0324","4250.8","","4250.8","0","175.9",",0","","","341",",0","7.05","0","16.16","0","-2.07","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1948","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","69.7","","69.7","0","53","0","15","0","56","","18","0","28","0","226","0","37","0","136","0","16","0","-27.8","0,0212,","203",",0,1227,","173",",0,0317,","11.9",",0,0602,","33.3","0,0710,","-0.6","0,0824","-6.1","0,0925","-6.1","0,0925","-8.9","0,0926","-8.9","0,0926","-1.1","0,0729","-2.8","0,0523","-4.4","0,0522","-6.7","0,0520","-10.0","0,0509","4476.6","","4476.6","0","135.6",",0","","","1222",",0","5.82","0","15.27","0","-3.62","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1949","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","66.4","","66.4","0","72","0","30","0","97","","19","0","44","0","211","0","51","0","137","0","11","0","-32.8","0,0125,","457",",0,0212,","165",",0,0211,","10.7",",0,1110,","33.9","0,0731,+","-1.1","0,0911","-2.8","0,0918","-4.4","0,1008","-6.7","0,1019","-9.4","0,1110","0.0","0,0620","-2.2","0,0602","-5.6","0,0416","-9.4","0,0415","-9.4","0,0415","4977.8","","4977.8","0","175.4",",0","","","1288",",0","5.55","0","14.66","0","-3.57","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1950","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","63.3","","63.3","0","63","0","17","0","36","","8","0","18","0","221","0","23","0","139","0","14","0","-26.1","0,0115,+","152",",0,0116,+","130",",0,0325,","13.7",",0,0507,","35.0","0,0701,","0.0","0,0806","-2.2","0,0919","-7.8","0,0930","-7.8","0,0930","-8.9","0,1001","-3.9","0,0625","-3.9","0,0625","-7.2","0,0608","-7.2","0,0608","-13.9","0,0504","4276.3","","4276.3","0","154.0",",0","","","728",",0","7.34","0","16.65","0","-1.97","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1951","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","69.7","","69.7","0","76","0","22","0","52","","11","0","20","0","216","0","30","0","133","0","13","0","-30.0","0,1209,","203",",0,1231,","208",",0,1121,","19.1",",0,1229,","34.4","0,0718,","0.0","0,0909","-3.9","0,0912","-8.3","0,1005","-8.3","0,1005","-8.9","0,1017","-2.2","0,0610","-2.2","0,0610","-5.6","0,0603","-7.8","0,0513","-10.0","0,0411","3980.4","","3980.4","0","185.7",",0","","","881",",0","6.30","0","15.52","0","-2.91","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1952","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","93.8","","93.8","0","79","0","34","0","126","","22","0","39","0","213","0","59","0","157","0","9","0","-31.1","0,0101,","483",",0,0316,+","155",",0,0116,","30.5",",0,0724,","33.3","0,0719,","-2.2","0,0912","-2.2","0,0912","-5.6","0,1014","-7.2","0,1015","-9.4","0,1102","-2.2","0,0616","-2.2","0,0616","-6.7","0,0409","-6.7","0,0409","-9.4","0,0401","4888.3","","4888.3","0","279.0",",0","","","1645",",0","5.71","0","14.79","0","-3.37","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1953","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","108.2","","108.2","0","48","0","18","0","34","","8","0","11","0","221","0","20","0","129","0","12","0","-22.2","0,0302,","102",",0,1205,","76",",0,1204,","14.5",",0,0801,","35.0","0,0707,","0.0","0,0903","-2.2","0,0923","-7.8","0,1003","-7.8","0,1003","-9.4","0,1107","-2.2","0,0625","-2.2","0,0625","-5.0","0,0528","-7.2","0,0527","-10.6","0,0510","4229.4","","4229.4","0","132.8",",0","","","512",",0","7.26","0","16.63","0","-2.12","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1954","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","137.3","","137.3","0","54","0","26","0","32","","15","0","8","0","218","0","15","0","157","0","23","0","-22.8","0,1228,","203",",0,0330,","229",",0,0330,","17.5",",0,0330,","37.2","0,0622,","-2.2","0,0916","-2.2","0,0916","-5.0","0,0929","-6.7","0,0930","-8.9","0,1026","-3.3","0,0611","-3.3","0,0611","-5.0","0,0528","-8.3","0,0501","-11.1","0,0401","3955.6","","3955.6","0","200.6",",0","","","1307",",0","7.76","0","17.10","0","-1.59","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1955","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","104.5","","104.5","0","64","0","26","0","101","","18","0","40","0","224","0","49","0","135","0","18","0","-26.7","0,0204,+","305",",0,0105,+","163",",0,0201,","34.8",",0,0531,","33.9","0,0714,","-0.6","0,0918","-3.9","0,0919","-8.3","0,1006","-8.3","0,1006","-9.4","0,1024","-0.6","0,0707","-3.9","0,0528","-6.1","0,0516","-7.2","0,0427","-8.9","0,0412","4669.2","","4669.2","0","223.3",",0","","","1410",",0","5.64","0","14.70","0","-3.43","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1956","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","56.9","","56.9","0","54","0","19","0","42","","13","0","21","0","213","0","28","0","140","0","8","0","-27.8","0,0201,","254",",0,0225,+","254",",0,0223,","16.3",",0,0920,","33.9","0,0629,+","0.0","0,0831","-2.8","0,0922","-4.4","0,1013","-7.2","0,1022","-9.4","0,1024","-0.6","0,0606","-2.8","0,0515","-5.6","0,0513","-8.3","0,0414","-13.3","0,0403","4216.4","","4216.4","0","162.1",",0","","","1104",",0","6.71","0","16.29","0","-2.87","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1957","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","101.9","","101.9","0","85","0","31","0","49","","21","0","16","0","223","0","18","0","121","0","14","0","-31.7","0,0129,","178",",0,0127,","145",",0,0126,","17.5",",0,0821,","33.9","0,0818,+","0.0","0,0831","-6.1","0,0920","-6.1","0,0920","-8.3","0,1004","-9.4","0,1105","-1.7","0,0617","-2.8","0,0616","-4.4","0,0504","-6.7","0,0427","-9.4","0,0327","4333.1","","4333.1","0","233.0",",0","","","1398",",0","6.76","0","15.49","0","-1.96","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1958","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","110.1","","110.1","0","70","0","25","0","47","","22","0","9","0","218","0","13","0","156","0","21","0","-23.3","0,1116,+","178",",0,0331,","208",",0,0330,","15.7",",0,0923,","35.6","0,0712,","0.0","0,0913","-2.2","0,0924","-10.6","0,1020","-10.6","0,1020","-10.6","0,1020","-0.6","0,0614","-2.2","0,0604","-5.0","0,0501","-7.2","0,0426","-9.4","0,0408","4198.2","","4198.2","0","193.2",",0","","","1574",",0","7.74","0","17.17","0","-1.68","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1959","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","149.8","","149.8","0","61","0","21","0","29","","16","0","12","0","224","0","18","0","131","0","25","0","-25.0","0,0213,","254",",0,0213,","140",",0,0208,","10.9",",0,0212,","35.6","0,0711,","0.0","0,0822","-3.3","0,0922","-8.3","0,0928","-8.3","0,0928","-8.9","0,1102","-0.6","0,0630","-2.2","0,0601","-5.6","0,0521","-8.3","0,0520","-9.4","0,0420","3929.6","","3929.6","0","152.2",",0","","","1053",",0","7.25","0","16.79","0","-2.30","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1960","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","123.6","","123.6","0","69","0","21","0","63","","13","0","14","0","218","0","30","0","158","0","28","0","-27.2","0,0104,","254",",0,0118,","127",",0,0112,","29.7",",0,1106,","36.1","0,0716,","-4.4","0,0823","-4.4","0,0823","-4.4","0,0823","-10.0","0,1030","-10.0","0,1030","-3.3","0,0621","-3.3","0,0621","-8.3","0,0519","-8.3","0,0519","-12.2","0,0425","4318.0","","4318.0","0","201.0",",0","","","1060",",0","7.20","0","16.37","0","-1.96","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1961","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","122.7","","122.7","0","71","0","27","0","38","","24","0","7","0","232","0","15","0","138","0","23","0","-26.1","0,1211,","102",",0,0407,","135",",0,0325,","13.0",",0,0604,","35.0","0,0621,","-3.9","0,0903","-3.9","0,0903","-6.1","0,0924","-6.7","0,0930","-8.9","0,1002","0.0","0,0603","-2.8","0,0508","-4.4","0,0506","-9.4","0,0505","-9.4","0,0505","4039.1","","4039.1","0","186.1",",0","","","1324",",0","6.87","0","15.97","0","-2.22","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1962","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","78.3","","78.3","0","61","0","23","0","39","","8","0","20","0","209","0","21","0","144","0","11","0","-30.6","0,0123,","330",",0,0122,+","302",",0,0120,","18.0",",0,0120,","35.0","0,0814,","-1.7","0,0831","-3.3","0,0909","-6.7","0,1015","-6.7","0,1015","-8.9","0,1107","-1.1","0,0608","-2.2","0,0607","-7.8","0,0430","-7.8","0,0430","-14.4","0,0324","4467.0","","4467.0","0","187.5",",0","","","922",",0","7.28","0","16.65","0","-2.08","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1963","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","68.3","","68.3","0","87","0","29","0","40","","14","0","12","0","194","0","16","0","134","0","10","0","-31.7","0,0112,","127",",0,0422,+","150",",0,0427,","36.6",",0,0610,","32.8","0,0814,+","-2.2","0,1013","-2.2","0,1013","-4.4","0,1027","-8.3","0,1031","-10.0","0,1101","0.0","0,0610","-3.9","0,0513","-5.6","0,0428","-13.9","0,0423","-13.9","0,0423","4075.6","","4075.6","0","284.2",",0","","","1107",",0","7.22","0","16.25","0","-1.80","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1964","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","109.7","","109.7","0","79","0","38","0","101","","29","0","30","0","231","0","43","0","140","0","14","0","-27.2","0,0124,+","127",",0,1209,+","213",",0,0121,","20.3",",0,0606,","33.3","0,0809,+","-1.7","0,0820","-3.3","0,0829","-5.0","0,0919","-9.4","0,1018","-9.4","0,1018","-0.6","0,0622","-3.3","0,0509","-6.1","0,0507","-6.7","0,0506","-15.6","0,0424","4489.0","","4489.0","0","323.0",",0","","","2575",",0","5.67","0","14.84","0","-3.50","0","","","","","","","","","","","","","","","","","",""
"USW00023154","1965","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","45.2","","45.2","0","83","0","37","0","61","","13","0","18","0","222","0","19","0","133","0","3","0","-26.7","0,1218,","127",",0,1231,+","165",",0,0206,","28.2",",0,0906,","32.2","0,0808,+","0.0","0,0908","-2.8","0,0916","-6.1","0,0917","-8.9","0,0918","-8.9","0,0918","-1.1","0,0603","-2.8","0,0527","-6.1","0,0511","-6.7","0,0510","-13.3","0,0507","4398.0","","4398.0","0","274.0",",0","75.3","X","1225",",0","6.44","0","15.22","0","-2.35","0","202548",",X","","","","","","","180","X","","","","","","","21.5","X"
"USW00023154","1966","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","129.5","","129.5","0","45","0","18","0","42","","9","0","26","0","208","0","27","0","159","0","26","0","-26.1","0,0120,","152",",0,0106,+","69",",0,0206,","25.9",",0,0918,","34.4","0,0808,","-4.4","0,0914","-4.4","0,0914","-4.4","0,0914","-10.6","0,1014","-10.6","0,1014","-0.6","0,0623","-3.3","0,0605","-4.4","0,0512","-7.2","0,0428","-12.2","0,0427","4284.8","","4284.8","0","155.0",",0","77.9","X","479",",0","7.34","0","16.82","0","-2.15","0","211056",",X","","","","","","","225","X","","","","","","","17.0","X"
"USW00023154","1967","39.2952","-114.8466","1908.7","ELY AIRPORT, NV US","","","119.6","","119.6","0","92","0","35","0","80","","19","0","20","0","209","0","24","0","131","0","15","0","-24.4","0,1221,+","305",",0,0126,+","302",",0,0124,","29.0",",0,0613,","33.3","0,0817,","-0.6","0,0913","-2.8","0,0914","-4.4","0,1006","-9.4","0,1015","-9.4","0,1015","0.0","0,0606","-2.2","0,0601","-5.0","0,0513","-13.9","0,0430","-13.9","0,0430","4215.6","","4215.6","0","374.9",",0","63.6","X","1854",",0","6.68","0","15.32","0","-1.97","0","170826",",X","","","","","","","135","X","","","","","","","20.1","X"
