"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014855","1958","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","326.5","","326.5","X","96","X","58","X","69","","10","X","14","X","127","X","56","X","137","X","7","X","-22.8","X,1209,","279",",X,0122,","213",",X,0121,","67.8",",X,0702,","33.9","X,0830,+","-2.8","X,1107","-2.8","X,1107","-9.4","X,1126","-9.4","X,1126","-9.4","X,1126","-1.1","X,0429","-2.2","X,0329","-4.4","X,0323","-13.3","X,0220","-13.3","X,0220","3736.0","","3736.0","X","663.0",",X","781",",X","8.80","X","13.60","X","4.01","X","","","",""
"USW00014855","1959","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","599.9","","599.9","X","132","X","79","X","61","","12","X","13","X","134","X","49","X","136","X","30","X","-22.2","X,0202,+","279",",X,0127,+","201",",X,1223,","48.8",",X,0625,","35.0","X,0907,+","-0.6","X,1012","-4.4","X,1106","-4.4","X,1106","-6.7","X,1107","-11.7","X,1114","-1.1","X,0422","-2.8","X,0411","-8.9","X,0322","-8.9","X,0322","-8.9","X,0322","3726.9","","3726.9","X","880.6",",X","953",",X","9.57","X","14.34","X","4.80","X","","","",""
"USW00014855","1960","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","424.5","","424.5","X","112","X","67","X","72","","11","X","3","X","138","X","69","X","131","X","13","X","-23.9","X,1223,","406",",X,0226,","203",",X,0209,","52.3",",X,0702,","36.7","X,0907,","-1.1","X,1020","-2.8","X,1021","-4.4","X,1110","-7.2","X,1130","-10.0","X,1201","-0.6","X,0418","-5.0","X,0410","-5.0","X,0410","-11.1","X,0326","-11.1","X,0326","3839.7","","3839.7","X","799.4",",X","1169",",X","9.24","X","13.74","X","4.73","X","293","X","29.8","X"
"USW00014855","1961","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","468.1","","468.1","X","112","X","74","X","38","","9","X","8","X","129","X","42","X","128","X","14","X","-21.7","X,0125,","229",",X,1226,+","229",",X,1223,","65.8",",X,0913,","33.3","X,0831,+","0.0","X,1024","-3.3","X,1106","-4.4","X,1118","-8.3","X,1207","-10.0","X,1208","0.0","X,0417","-2.2","X,0416","-4.4","X,0408","-7.2","X,0310","-9.4","X,0207","3573.9","","3573.9","X","1040.8",",X","1079",",X","9.68","X","14.39","X","4.98","X","225","X","29.8","X"
"USW00014855","1962","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","475.0","","475.0","X","113","X","60","X","77","","14","X","19","X","133","X","62","X","132","X","14","X","-26.7","X,0110,","457",",X,0109,+","376",",X,0106,","50.3",",X,0702,","33.9","X,0823,+","0.0","X,1023","-5.0","X,1025","-5.0","X,1025","-6.7","X,1208","-10.0","X,1209","-3.9","X,0416","-3.9","X,0416","-5.0","X,0318","-7.2","X,0305","-8.9","X,0303","3784.3","","3784.3","X","750.9",",X","1543",",X","9.14","X","13.69","X","4.59","X","180","X","23.1","X"
"USW00014855","1963","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","450.6","","450.6","X","94","X","63","X","66","","15","X","34","X","121","X","68","X","145","X","12","X","-27.8","X,0123,","279",",X,0128,+","163",",X,0119,","59.9",",X,0719,","36.7","X,0701,","-1.1","X,1102","-3.9","X,1124","-7.8","X,1201","-7.8","X,1201","-8.9","X,1203","-0.6","X,0501","-5.6","X,0322","-5.6","X,0322","-6.7","X,0309","-12.8","X,0301","3884.3","","3884.3","X","679.1",",X","1072",",X","9.01","X","13.94","X","4.08","X","270","X","27.8","X"
"USW00014855","1964","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","519.5","","519.5","X","106","X","69","X","43","","15","X","0","X","130","X","49","X","138","X","32","X","-16.7","X,0101,","356",",X,1207,+","221",",X,1204,","79.2",",X,0718,","37.8","X,0629,","-0.6","X,1009","-2.8","X,1010","-5.0","X,1119","-9.4","X,1120","-9.4","X,1120","-1.1","X,0409","-3.3","X,0404","-4.4","X,0401","-11.7","X,0330","-11.7","X,0330","3377.7","","3377.7","X","961.6",",X","1300",",X","10.32","X","15.18","X","5.46","X","225","X","26.7","X"
"USW00014855","1965","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","404.6","","404.6","X","129","X","84","X","58","","15","X","9","X","121","X","44","X","127","X","13","X","-23.3","X,0202,+","381",",X,0324,","196",",X,0224,","43.2",",X,0122,","36.1","X,0722,","-0.6","X,1028","-6.1","X,1114","-6.1","X,1114","-6.7","X,1128","-10.6","X,1227","0.0","X,0410","-2.2","X,0403","-4.4","X,0330","-14.4","X,0327","-14.4","X,0327","3760.4","","3760.4","X","1024.7",",X","1527",",X","9.58","X","14.25","X","4.91","X","360","X","24.7","X"
"USW00014855","1966","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","502.0","","502.0","X","103","X","70","X","47","","10","X","13","X","129","X","54","X","124","X","21","X","-27.2","X,0129,","330",",X,0131,+","157",",X,1228,","51.3",",X,0511,","36.7","X,0718,+","-1.1","X,1030","-2.8","X,1102","-5.0","X,1103","-12.8","X,1201","-12.8","X,1201","-2.2","X,0510","-2.2","X,0510","-5.0","X,0328","-7.8","X,0325","-10.6","X,0222","3599.4","","3599.4","X","894.1",",X","799",",X","9.38","X","14.13","X","4.64","X","293","X","35.5","X"
"USW00014855","1967","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","348.8","","348.8","X","141","X","78","X","67","","14","X","7","X","128","X","53","X","121","X","7","X","-23.9","X,1231,+","813",",X,0207,","442",",X,0126,","80.0",",X,0610,","34.4","X,0615,+","0.0","X,1010","-2.2","X,1026","-4.4","X,1107","-8.3","X,1115","-8.9","X,1128","0.0","X,0427","-2.2","X,0424","-10.6","X,0318","-10.6","X,0318","-10.6","X,0318","3652.9","","3652.9","X","926.6",",X","2096",",X","8.80","X","13.34","X","4.25","X","180","X","31.4","X"
"USW00014855","1968","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","464.7","","464.7","X","118","X","70","X","44","","10","X","12","X","116","X","49","X","135","X","21","X","-24.4","X,0107,","279",",X,1231,","173",",X,1228,","78.7",",X,0816,","35.6","X,0823,+","0.0","X,1030","-2.2","X,1109","-4.4","X,1120","-6.7","X,1205","-10.0","X,1207","-2.2","X,0406","-2.2","X,0406","-5.6","X,0323","-8.9","X,0313","-8.9","X,0313","3629.4","","3629.4","X","866.7",",X","894",",X","10.06","X","14.81","X","5.32","X","45","X","24.2","X"
"USW00014855","1969","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","449.9","","449.9","X","116","X","75","X","44","","9","X","8","X","133","X","52","X","121","X","12","X","-22.2","X,0101,","330",",X,1227,+","254",",X,1223,","89.4",",X,1010,","35.6","X,0716,","-0.6","X,1022","-2.8","X,1023","-6.7","X,1114","-6.7","X,1114","-9.4","X,1120","0.0","X,0406","-2.2","X,0403","-11.1","X,0331","-11.1","X,0331","-11.1","X,0331","3689.4","","3689.4","X","907.4",",X","739",",X","9.21","X","13.58","X","4.84","X","225","X","24.2","X"
"USW00014855","1970","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","456.6","","456.6","X","116","X","79","X","57","","11","X","13","X","127","X","55","X","130","X","15","X","-24.4","X,0121,","254",",X,0115,","262",",X,0401,","50.5",",X,0906,","37.2","X,0702,","-0.6","X,1016","-2.2","X,1114","-4.4","X,1116","-10.0","X,1122","-10.0","X,1122","-0.6","X,0410","-2.2","X,0407","-4.4","X,0330","-8.9","X,0329","-8.9","X,0329","3799.2","","3799.2","X","1038.9",",X","1162",",X","9.31","X","13.86","X","4.77","X","270","X","25.2","X"
"USW00014855","1971","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","483.9","","483.9","X","111","X","63","X","46","","10","X","14","X","119","X","42","X","140","X","21","X","-21.7","X,0202,","152",",X,0121,+","180",",X,0103,","39.4",",X,1210,","37.2","X,0628,","0.0","X,1103","-4.4","X,1104","-4.4","X,1104","-7.2","X,1106","-8.9","X,1107","-0.6","X,0424","-3.9","X,0405","-4.4","X,0404","-6.7","X,0325","-8.9","X,0304","3633.5","","3633.5","X","745.2",",X","833",",X","10.15","X","15.14","X","5.17","X","220","X","31.9","X"
"USW00014855","1972","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","373.4","","373.4","X","139","X","93","X","73","","21","X","16","X","134","X","50","X","115","X","14","X","-26.1","X,0115,","178",",X,0314,","183",",X,0329,","109.5",",X,0614,","36.1","X,0721,","0.0","X,1015","-2.8","X,1018","-5.0","X,1123","-8.3","X,1201","-16.7","X,1206","-0.6","X,0426","-4.4","X,0409","-4.4","X,0409","-10.0","X,0310","-10.0","X,0310","3607.8","","3607.8","X","1207.2",",X","1572",",X","8.39","X","12.88","X","3.91","X","250","X","23.6","X"
"USW00014855","1973","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","520.1","","520.1","X","143","X","82","X","32","","7","X","0","X","98","X","37","X","132","X","20","X","-17.2","X,1231,+","279",",X,1221,+","94",",X,1213,","57.9",",X,0720,","36.1","X,0827,","0.0","X,1104","-4.4","X,1105","-4.4","X,1105","-6.7","X,1109","-10.0","X,1210","-2.2","X,0413","-2.2","X,0413","-4.4","X,0318","-6.7","X,0222","-14.4","X,0217","3514.0","","3514.0","X","919.0",",X","434",",X","10.77","X","14.99","X","6.55","X","","","",""
"USW00014855","1974","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","379.0","","379.0","X","138","X","83","X","48","","14","X","4","X","118","X","39","X","128","X","14","X","-23.9","X,0112,","203",",X,0212,+","97",",X,1201,","29.0",",X,1013,","36.7","X,0703,","-1.1","X,1002","-2.8","X,1021","-5.0","X,1125","-8.9","X,1208","-8.9","X,1208","0.0","X,0507","-4.4","X,0409","-4.4","X,0409","-10.6","X,0325","-10.6","X,0325","3475.7","","3475.7","X","877.4",",X","906",",X","9.65","X","14.30","X","5.00","X","","","",""
"USW00014855","1975","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","521.1","","521.1","X","138","X","76","X","42","","10","X","2","X","130","X","45","X","140","X","16","X","-21.1","X,0209,","305",",X,0405,+","312",",X,0402,","56.1",",X,0821,","35.0","X,0821,","-1.7","X,1113","-4.4","X,1114","-4.4","X,1114","-7.8","X,1125","-10.0","X,1201","0.0","X,0421","-2.2","X,0412","-5.0","X,0405","-7.8","X,0404","-8.9","X,0313","3587.8","","3587.8","X","1053.7",",X","1205",",X","10.22","X","14.57","X","5.86","X","","","",""
"USW00014855","1976","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","456.6","","456.6","X","104","X","55","X","55","","11","X","15","X","137","X","50","X","133","X","15","X","-23.9","X,0108,","152",",X,0206,+","84",",X,0301,","40.6",",X,0304,","36.1","X,0827,+","-0.6","X,1021","-2.8","X,1022","-4.4","X,1028","-10.0","X,1108","-10.0","X,1108","0.0","X,0428","-5.0","X,0322","-5.0","X,0322","-8.9","X,0317","-8.9","X,0317","3281.3","","3281.3","X","767.7",",X","647",",X","9.26","X","14.46","X","4.07","X","","","",""
"USW00014855","1977","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","538.0","","538.0","X","131","X","65","X","64","","12","X","30","X","118","X","59","X","150","X","16","X","-28.3","X,0116,","229",",X,1221,","185",",X,1220,","34.0",",X,0611,","36.1","X,0715,","-0.6","X,1013","-2.8","X,1111","-5.0","X,1112","-7.2","X,1121","-8.9","X,1122","-1.1","X,0429","-2.2","X,0409","-5.0","X,0406","-6.7","X,0302","-11.7","X,0221","3889.6","","3889.6","X","792.6",",X","1031",",X","9.98","X","14.72","X","5.24","X","220","X","25.7","X"
"USW00014855","1978","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","472.9","","472.9","X","129","X","79","X","103","","19","X","11","X","130","X","70","X","136","X","10","X","-21.1","X,0109,","559",",X,0214,+","277",",X,1231,+","84.1",",X,0720,","35.6","X,0908,","-1.1","X,1107","-2.2","X,1114","-4.4","X,1119","-7.2","X,1128","-11.7","X,1130","-0.6","X,0422","-3.3","X,0325","-7.2","X,0318","-7.2","X,0318","-10.6","X,0309","3861.9","","3861.9","X","1149.8",",X","1901",",X","8.86","X","13.46","X","4.26","X","210","X","26.7","X"
"USW00014855","1979","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","541.5","","541.5","X","130","X","74","X","68","","16","X","20","X","122","X","56","X","138","X","18","X","-26.7","X,0115,","1168",",X,0120,+","564",",X,0113,","56.4",",X,0113,","35.6","X,0807,","-0.6","X,1026","-3.3","X,1110","-6.1","X,1111","-10.0","X,1202","-10.0","X,1202","0.0","X,0501","-2.8","X,0410","-8.3","X,0406","-8.3","X,0406","-9.4","X,0315","3963.7","","3963.7","X","941.2",",X","1599",",X","9.48","X","13.99","X","4.98","X","270","X","28.3","X"
"USW00014855","1980","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","514.4","","514.4","X","140","X","88","X","63","","20","X","5","X","117","X","52","X","142","X","20","X","-20.0","X,1220,","178",",X,0218,+","107",",X,0225,","32.0",",X,0916,","38.3","X,0720,","0.0","X,1026","-2.2","X,1029","-10.6","X,1202","-10.6","X,1202","-10.6","X,1202","0.0","X,0424","-2.2","X,0325","-5.6","X,0314","-8.3","X,0312","-11.7","X,0311","3482.4","","3482.4","X","878.3",",X","1230",",X","9.83","X","14.21","X","5.45","X","230","X","29.3","X"
"USW00014855","1981","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","468.3","","468.3","X","104","X","68","X","22","","7","X","8","X","114","X","48","X","137","X","5","X","-22.2","X,0212,","203",",X,0214,+","160",",X,0210,","77.7",",X,0814,","35.0","X,0712,","-4.4","X,1023","-4.4","X,1023","-4.4","X,1023","-7.2","X,1122","-8.9","X,1210","-1.1","X,0406","-2.8","X,0325","-5.6","X,0319","-7.2","X,0303","-13.9","X,0213","3373.8","","3373.8","X","903.5",",X","657",",X","10.18","X","14.63","X","5.74","X","170","X","37.0","X"
"USW00014855","1982","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","404.5","","404.5","X","135","X","67","X","55","","11","X","21","X","120","X","53","X","130","X","7","X","-30.6","X,0110,","254",",X,0305,","198",",X,0104,","137.2",",X,0722,","34.4","X,0803,","-1.7","X,1021","-2.2","X,1022","-5.0","X,1113","-8.3","X,1115","-10.6","X,1209","-0.6","X,0421","-2.2","X,0411","-4.4","X,0408","-11.7","X,0407","-11.7","X,0407","3764.7","","3764.7","X","1046.8",",X","1267",",X","9.32","X","14.28","X","4.36","X","260","X","27.2","X"
"USW00014855","1983","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","633.3","","633.3","X","144","X","85","X","49","","18","X","9","X","116","X","46","X","137","X","33","X","-28.3","X,1224,","203",",X,0323,+","142",",X,0320,","66.8",",X,1022,","37.8","X,0819,+","-0.6","X,1105","-2.2","X,1111","-4.4","X,1129","-6.7","X,1130","-8.9","X,1202","0.0","X,0425","-4.4","X,0419","-4.4","X,0419","-7.8","X,0324","-10.6","X,0323","3265.6","","3265.6","X","1139.9",",X","1080",",X","10.27","X","14.94","X","5.59","X","","","",""
"USW00014855","1984","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","492.3","","492.3","X","147","X","73","X","65","","11","X","9","X","121","X","39","X","135","X","22","X","-28.3","X,0121,","254",",X,0118,+","211",",X,1231,","54.6",",X,0413,","36.1","X,0829,+","-0.6","X,1024","-4.4","X,1102","-4.4","X,1102","-6.7","X,1120","-10.6","X,1204","0.0","X,0408","-2.8","X,0401","-8.9","X,0312","-8.9","X,0312","-8.9","X,0312","3786.1","","3786.1","X","866.5",",X","817",",X","9.96","X","14.93","X","4.99","X","","","",""
"USW00014855","1985","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","459.6","","459.6","X","134","X","76","X","58","","12","X","15","X","118","X","62","X","139","X","11","X","-31.1","X,0120,","356",",X,0213,+","114",",X,0110,","55.9",",X,0813,","36.7","X,0608,","0.0","X,1108","-2.2","X,1119","-7.8","X,1120","-7.8","X,1120","-8.9","X,1121","-3.9","X,0409","-3.9","X,0409","-7.2","X,0318","-7.2","X,0318","-12.2","X,0216","3385.8","","3385.8","X","1035.1",",X","957",",X","9.24","X","14.01","X","4.47","X","","","",""
"USW00014855","1986","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","497.5","","497.5","X","121","X","77","X","46","","12","X","4","X","121","X","30","X","141","X","18","X","-22.2","X,0107,","152",",X,0109,+","729",",X,0207,","65.5",",X,0517,","36.1","X,0719,","-0.6","X,1102","-2.2","X,1109","-5.0","X,1110","-6.7","Z,1111","-11.7","X,1112","-2.2","X,0423","-2.2","X,0423","-10.0","X,0321","-10.0","X,0321","-10.0","X,0321","3526.9","","3526.9","X","1042.7",",X","1451",",X","10.69","X","15.65","X","5.72","X","","","",""
"USW00014855","1987","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","","","668.8","","668.8","X","131","X","65","X","42","","9","X","3","X","108","X","15","X","148","X","40","X","-20.0","X,0124,","279",",X,1218,+","254",",X,1215,","171.7",",X,0814,","38.9","X,0614,","-0.6","X,1008","-2.2","X,1111","-5.0","X,1120","-7.8","X,1121","-8.9","X,1217","-2.2","X,0409","-2.2","X,0409","-5.6","X,0403","-6.7","X,0220","-8.9","X,0209","3097.6","","3097.6","X","1026.6",",X","823",",X","11.78","X","16.76","X","6.79","X","","","",""
"USW00014855","1988","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","3.4","X","714.1","","714.1","X","110","X","65","X","54","","13","X","11","X","125","X","47","X","139","X","50","X","-23.9","X,0106,","356",",X,0214,+","137",",X,0211,","44.5",",X,0912,","40.0","X,0715,+","-0.6","X,1012","-2.2","X,1013","-4.4","X,1029","-7.2","X,1208","-12.8","X,1210","-1.7","X,0421","-3.9","X,0321","-6.1","X,0320","-7.2","X,0315","-9.4","X,0225","3404.7","","3404.7","X","777.6",",X","973",",X","10.62","X","16.22","X","5.02","X","","","",""
"USW00014855","1989","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","3.1","X","421.9","","421.9","X","126","X","62","X","56","","11","X","9","X","132","X","51","X","143","X","10","X","-24.4","X,1221,","229",",X,0206,+","119",",X,0204,","115.6",",X,0804,","38.3","X,0710,","0.0","X,1018","-5.0","X,1103","-5.0","X,1103","-8.3","X,1116","-10.0","X,1117","-1.1","X,0507","-3.3","X,0413","-6.1","Z,0410","-6.7","X,0322","-8.9","X,0319","3468.9","","3468.9","X","859.9",",X","878",",X","9.35","X","14.58","X","4.13","X","","","",""
"USW00014855","1990","42.08333","-87.83333","196.9","GLENVIEW NAS, IL US","3.4","X","488.3","","488.3","X","134","X","80","X","28","","7","X","2","X","121","X","17","X","138","X","14","X","-20.6","X,1226,","330",",X,0216,+","292",",X,0214,","73.2",",X,0509,","37.2","X,0704,","-1.7","X,1019","-3.3","X,1107","-5.0","X,1108","-8.3","X,1204","-9.4","X,1205","-1.1","Z,0418","-3.3","X,0412","-5.0","X,0407","-9.4","X,0228","-9.4","X,0228","3360.5","","3360.5","X","1170.9",",X","696",",X","11.11","X","16.30","X","5.92","X","","","",""
