"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00003951","1989","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","2.5","X","1211.1","","1211.1","0","100","0","63","0","0","","0","0","0","0","39","0","7","0","244","0","55","0","-16.7","0,1223,","0","T,0,0305,","0","T,0,1219,+","198.1",",0,0328,","36.1","0,0901,+","0.0","0,1020","-3.3","0,1209","-5.6","0,1213","-8.3","0,1215","-11.1","0,1216","-0.6","0,0411","-2.8","0,0308","-5.0","0,0306","-7.2","0,0207","","","1169.9","","1169.9","0","1495.4",",0","0","T,0","17.91","0","23.44","0","12.37","0"
"USW00003951","1993","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1391.3","","1391.3","0","113","0","66","0","0","","0","0","0","0","28","0","0","0","222","0","97","0","-5.0","0,1223,+","0","T,0,0312,","0","T,0,1126,+","220.7",",0,0620,","38.9","0,0729,","-1.7","0,1030","-2.8","0,1031","-4.4","0,1107","","","","","-3.9","0,0314","-3.9","0,0314","","","","","","","1230.8","","1230.8","0","1447.1",",0","0","T,0","18.41","0","23.88","0","12.93","0"
"USW00003951","1994","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1306.3","","1306.3","0","97","0","74","0","0","","0","0","0","0","25","0","0","0","244","0","76","0","-6.7","0,0119,+","0","T,0,0514,+","0","T,0,0210,+","90.2",",0,1008,","35.6","0,0707,","-1.1","0,1211","","","","","","","","","0.0","0,0331","-2.2","0,0214","-5.0","0,0201","-6.7","0,0119","","","1301.9","","1301.9","0","1532.3",",0","0","T,0","18.84","0","24.28","0","13.41","0"
"USW00003951","1995","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","","","","","79","0","57","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,1129,+","128.5",",0,0422,","","","","","","","","","","","","","","","","","","","","","","","1002.3","","1002.3","","1108.5",",0","0","T,0","","","","","",""
"USW00003951","1996","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","","","","","70","0","53","0","1","","0","0","","","","","","","","","","","","","25",",0,0203,","0","T,0,1218,+","114.3",",0,1022,","","","","","","","","","","","","","","","","","","","","","","","","","","","992.0",",0","61",",0","","","","","",""
"USW00003951","1997","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","","","","","94","0","65","0","0","","0","0","0","0","22","0","","","","","","","-6.1","0,0117,+","0","T,0,1115,","3",",0,1115,","130.8",",0,1024,","","","-1.7","0,1116","-3.3","0,1117","","","","","","","-1.1","0,0211","-3.9","0,0130","-4.4","0,0129","","","","","","","","","1437.8",",0","3",",0","","","","","12.41","0"
"USW00003951","1998","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","","","","","94","0","71","0","0","","0","0","","","","","","","","","","","","","0","T,0,1223,","0",",0,1231,+","68.1",",0,0912,","","","","","","","","","","","","","","","","","","","","","","","","","","","1415.3",",0","0",",0","","","","","",""
"USW00003951","1999","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1466.7","","1466.7","0","76","0","59","0","0","","0","0","0","0","15","0","0","0","278","0","90","0","-7.2","0,0104,","0",",0,1231,+","0","T,0,1222,","85.1",",0,0625,","41.1","0,0820,","-0.6","0,1103","-3.3","0,1222","","","","","","","-1.1","0,0315","-2.2","0,0115","-5.0","0,0110","-7.2","0,0104","","","922.4","","922.4","0","1030.8",",0","0","T,0","19.85","0","26.08","0","13.63","0"
"USW00003951","2000","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1576.4","","1576.4","0","85","0","65","0","","","1","0","0","0","30","0","2","0","260","0","98","0","-5.6","0,1215,+","","","38",",0,0128,","74.9",",0,1124,","43.9","0,0902,","-1.1","0,1114","-5.6","0,1212","-5.6","0,1212","","","","","-0.6","0,0206","-3.3","0,0201","-4.4","0,0131","","","","","873.5","","873.5","0","1310.3",",0","38",",0","19.43","0","25.35","0","13.50","0"
"USW00003951","2001","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1348.6","","1348.6","0","106","0","86","0","2","","1","0","0","0","25","0","1","0","250","0","71","0","-7.8","0,0103,","51",",0,0101,","51",",0,0101,","93.7",",0,0818,","37.8","0,0806,+","-0.6","0,1121","-2.8","0,1224","","","","","","","-1.1","0,0218","-2.8","0,0210","-5.6","0,0120","-7.8","0,0103","","","1451.3","","1451.3","0","1760.3",",0","51",",0","18.71","0","24.16","0","13.27","0"
"USW00003951","2004","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1332.2","","1332.2","0","105","0","83","0","0","","0","0","0","0","31","0","0","0","246","0","59","0","-7.2","0,1225,","0","T,0,1223,","0","T,0,1223,","63.5",",0,1118,","38.3","0,0806,","-2.2","0,1201","-2.2","0,1201","-6.7","0,1223","-6.7","0,1223","","","-0.6","0,0216","-2.8","0,0209","-5.0","0,0128","","","","","","","","","1539.6",",0","0","T,0","18.89","0","24.31","0","13.46","0"
"USW00003951","2005","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1543.8","","1543.8","0","60","0","50","0","0","","0","0","0","0","27","0","0","0","262","0","116","0","-7.2","0,1209,","0",",0,1231,+","0",",0,1231,+","87.9",",0,0925,","40.0","0,0823,","-1.1","0,1117","-4.4","0,1206","-4.4","0,1206","-7.2","0,1209","","","-1.7","0,0210","-2.8","0,0124","","","","","","","1063.2","","1063.2","0","789.9",",0","0",",0","19.50","0","25.59","0","13.40","0"
"USW00003951","2006","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1511.6","","1511.6","0","62","0","52","0","0","","0","0","0","0","22","0","1","0","262","0","110","0","-5.6","0,1208,","0",",0,1231,+","0",",0,1231,+","72.4",",0,0918,","40.0","0,0719,","0.0","0,1117","-2.8","0,1201","-4.4","0,1204","","","","","0.0","0,0325","-3.3","0,0220","","","","","","","1035.5","","1035.5","0","901.4",",0","0",",0","19.61","0","25.69","0","13.52","0"
"USW00003951","2007","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1424.1","","1424.1","0","88","0","72","0","0","","0","0","0","0","31","0","2","0","263","0","75","0","-7.2","0,0216,","0",",0,1231,+","0","T,0,0216,+","94.0",",0,0114,","38.3","0,0814,+","-2.2","0,1204","-2.2","0,1204","-4.4","0,1223","","","","","-1.1","0,0304","-6.1","0,0217","-6.1","0,0217","-7.2","0,0216","","","1213.3","","1213.3","0","1193.6",",0","0","T,0","18.97","0","24.51","0","13.42","0"
"USW00003951","2008","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1319.6","","1319.6","0","76","0","69","0","1","","0","0","0","0","40","0","0","0","258","0","84","0","-5.6","0,0103,","25",",0,0307,","20",",0,0307,","96.5",",0,0812,","39.4","0,0804,+","-0.6","0,1028","-2.8","0,1206","-5.0","0,1222","","","","","-2.2","0,0308","-2.2","0,0308","-5.0","0,0104","","","","","1135.5","","1135.5","0","1345.1",",0","20",",0","18.60","0","24.61","0","12.60","0"
"USW00003951","2009","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1267.9","","1267.9","0","89","0","82","0","0","","0","0","0","0","32","0","0","0","245","0","72","0","-6.7","0,1205,","0",",0,1231,+","0",",0,1231,+","53.3",",0,1224,+","38.9","0,0705,+","-6.7","0,1205","-6.7","0,1205","-6.7","0,1205","-6.7","0,1205","","","-1.7","0,0302","-2.2","0,0301","-5.6","0,0117","","","","","1209.4","","1209.4","0","1575.5",",0","0",",0","18.39","0","23.99","0","12.80","0"
"USW00003951","2010","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1620.4","","1620.4","0","72","0","70","0","0","","0","0","0","0","47","0","2","0","242","0","118","0","-10.0","0,0110,+","0","T,0,0321,","0","T,0,0321,","56.4",",0,1126,","39.4","0,0816,","0.0","0,1106","-2.2","0,1207","-4.4","0,1227","","","","","0.0","0,0322","-2.2","0,0303","-6.1","0,0111","-10.0","0,0110","-10.0","0,0110","1468.6","","1468.6","0","846.5",",0","0","T,0","18.79","0","24.72","0","12.86","0"
"USW00003951","2011","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1809.3","","1809.3","7","71","7","53","7","0","","0","7","0","7","33","7","4","7","257","7","124","7","-10.0","7,0202,","0","T,7,0204,+","8",",7,0204,","53.3",",7,0427,","42.2","7,0805,+","-1.1","7,1128","-2.2","7,1207","-4.4","7,1208","","","","","-4.4","7,0213","-4.4","7,0213","-4.4","7,0213","-8.3","7,0211","-8.9","7,0205","1256.9","","1256.9","7","772.3",",7","13",",7","19.76","7","26.18","7","13.34","7"
"USW00003951","2012","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1523.2","","1523.2","7","89","7","65","7","0","","0","7","0","7","29","7","1","7","273","7","95","7","-5.6","7,1230,","0",",7,1231,+","0",",7,1231,+","94.7",",7,0930,","40.0","7,0730,","0.0","7,1113","-2.8","7,1211","-5.0","7,1212","","","","","-1.1","7,0226","-2.2","7,0213","","","","","","","991.5","","991.5","7","1126.0",",7","0",",7","19.89","7","25.96","7","13.83","7"
"USW00003951","2013","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1435.1","","1435.1","7","77","7","58","7","0","","0","7","0","7","39","7","0","7","241","7","99","7","-4.4","7,1210,","0",",7,1231,+","0",",7,1231,+","76.7",",7,0921,","40.0","7,0629,","-1.1","7,1113","-3.9","7,1128","-4.4","7,1210","","","","","-0.6","7,0327","-2.8","7,0303","","","","","","","1198.4","","1198.4","7","1182.8",",7","0",",7","18.51","7","24.41","7","12.61","7"
"USW00003951","2014","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1192.0","","1192.0","7","80","7","66","7","0","","0","7","0","7","39","7","3","7","239","7","62","7","-9.4","7,0107,","0","T,7,0212,+","0","T,7,0303,+","54.6",",7,0509,","36.7","7,0714,","0.0","7,1113","-3.3","7,1114","-5.0","7,1118","","","","","0.0","7,0313","-3.3","7,0305","-6.1","7,0304","-7.2","7,0303","-9.4","7,0107","1529.4","","1529.4","7","980.1",",7","0","T,7","17.50","7","23.30","7","11.70","7"
"USW00003951","2015","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1376.6","","1376.6","7","107","7","90","7","2","","2","7","0","7","36","7","1","7","240","7","85","7","-7.8","7,0108,","51",",7,0226,+","38",",7,0225,","94.2",",7,1228,","40.6","7,0811,","-0.6","7,1122","","","","","","","","","-3.9","7,0307","-3.9","7,0307","-6.1","7,0306","-7.2","7,0109","","","1396.7","","1396.7","7","1796.2",",7","63",",7","18.62","7","24.20","7","13.04","7"
"USW00003951","2016","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1402.3","","1402.3","7","75","7","67","7","0","","0","7","0","7","29","7","0","7","263","7","87","7","-6.1","7,1219,","0",",7,1231,+","0",",7,1231,+","152.4",",7,0430,","37.8","7,0723,","-1.1","7,1120","-3.3","7,1209","-5.0","7,1218","","","","","-1.1","7,0321","-2.8","7,0205","","","","","","","997.7","","997.7","7","1458.3",",7","0",",7","19.44","7","25.22","7","13.66","7"
"USW00003951","2017","32.3466","-94.6533","124.1","LONGVIEW 11 SE, TX US","","","1279.1","","1279.1","7","67","7","61","7","0","","0","7","0","7","17","7","0","7","269","7","70","7","-9.4","7,0107,","0",",7,1231,+","0",",7,1231,+","66.3",",7,0603,","36.7","7,0729,","-1.1","7,1029","-3.3","7,1209","","","","","","","-0.6","7,0216","-2.2","7,0127","-7.8","7,0108","-7.8","7,0108","-9.4","7,0107","775.1","","775.1","7","1302.7",",7","0",",7","19.49","7","25.12","7","13.85","7"
