"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093809","1918","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","915.4","","915.4","X","102","X","63","X","31","","5","X","3","X","63","X","30","X","188","X","41","X","-26.7","X,0112,","483",",X,0115,","198",",X,0114,","66.5",",X,0916,","38.9","X,0803,","-0.6","X,1124","-2.2","X,1224","-5.0","X,1225","-7.8","X,1226","","","-0.6","X,0410","-2.8","X,0310","-11.1","X,0221","-11.1","X,0221","-11.1","X,0221","2657.4","","2657.4","X","987.9",",X","","","636",",X","14.58","X","19.45","X","9.70","X","","","","","","","","","",""
"USW00093809","1919","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","985.6","","985.6","X","111","X","74","X","1","","1","X","0","X","64","X","10","X","179","X","35","X","-15.6","X,0104,","25",",X,0105,","28",",X,0208,","100.8",",X,0316,","36.7","X,0806,","-2.2","X,1112","-2.2","X,1112","-5.0","X,1113","-11.1","X,1209","-11.1","X,1209","-0.6","X,0401","-3.9","X,0306","-6.7","X,0301","-6.7","X,0301","-15.6","X,0104","2003.4","","2003.4","X","1098.6",",X","","","46",",X","15.08","X","19.65","X","10.50","X","","","","","","","","","",""
"USW00093809","1920","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","847.0","","847.0","X","104","X","75","X","3","","2","X","0","X","71","X","19","X","178","X","23","X","-11.7","X,0216,","51",",X,0229,+","76",",X,0228,","58.4",",X,1221,","34.4","X,0724,+","0.0","X,1029","-2.2","X,1111","-5.0","X,1112","-7.2","X,1113","-10.0","X,1228","-0.6","X,0413","-3.3","X,0405","-6.7","X,0308","-6.7","X,0308","-10.6","X,0307","2371.8","","2371.8","X","888.1",",X","","","125",",X","14.22","X","18.80","X","9.64","X","","","","","","","","","",""
"USW00093809","1921","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1108.8","","1108.8","X","117","X","72","X","6","","3","X","0","X","44","X","5","X","197","X","55","X","-6.1","X,0115,","229",",X,0219,","229",",X,0219,","105.7",",X,1118,","36.1","X,0731,+","-0.6","X,1112","-2.8","X,1217","-4.4","X,1224","","","","","-2.8","X,0329","-2.8","X,0329","-5.6","X,0220","","","","","1905.1","","1905.1","X","1080.7",",X","","","344",",X","16.40","X","21.20","X","11.59","X","","","","","","","","","",""
"USW00093809","1922","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","981.9","","981.9","X","108","X","67","X","3","","1","X","0","X","63","X","15","X","200","X","33","X","-10.0","X,0207,","76",",X,0126,","79",",X,0126,","61.2",",X,0330,","35.6","X,0907,+","0.0","X,1116","-2.2","X,1125","-7.8","X,1212","-7.8","X,1212","-8.9","X,1218","-2.8","X,0304","-2.8","X,0304","-5.6","X,0302","-8.3","X,0216","-10.0","X,0207","1993.5","","1993.5","X","884.4",",X","","","102",",X","15.48","X","20.13","X","10.84","X","","","","","","","","","",""
"USW00093809","1923","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","822.8","","822.8","X","119","X","80","X","0","","1","X","0","X","52","X","6","X","163","X","32","X","-12.8","X,0319,+","0","T,X,0206,","28",",X,0206,","85.3",",X,0120,","35.6","X,0812,+","-1.7","X,1031","-2.8","X,1214","-8.9","X,1231","-8.9","X,1231","-8.9","X,1231","-2.2","X,0401","-2.2","X,0401","-5.6","X,0331","-12.8","X,0319","-12.8","X,0319","2104.1","","2104.1","X","1167.3",",X","","","41",",X","14.82","X","19.44","X","10.20","X","","","","","","","","","",""
"USW00093809","1924","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","763.0","","763.0","X","112","X","73","X","8","","3","X","2","X","78","X","23","X","190","X","28","X","-20.0","X,0105,","51",",X,1224,+","51",",X,1224,","60.5",",X,1207,","35.0","X,0804,","0.0","X,1119","-2.8","X,1125","-5.0","X,1201","-12.2","X,1219","-12.2","X,1219","-1.7","X,0402","-3.3","X,0401","-5.6","X,0310","-7.8","X,0208","-8.9","X,0207","2334.8","","2334.8","X","850.7",",X","","","228",",X","13.63","X","18.41","X","8.85","X","","","","","","","","","",""
"USW00093809","1925","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1123.3","","1123.3","X","103","X","62","X","4","","3","X","0","X","69","X","10","X","178","X","69","X","-16.7","X,1227,","76",",X,0127,","46",",X,1029,","128.8",",X,0613,","40.0","X,0905,","-2.8","X,1028","-2.8","X,1028","-4.4","X,1221","-8.9","X,1222","-8.9","X,1222","-1.7","X,0315","-6.7","X,0303","-6.7","X,0303","-6.7","X,0303","-11.7","X,0302","2019.0","","2019.0","X","998.4",",X","","","199",",X","15.43","X","20.41","X","10.45","X","","","","","","","","","",""
"USW00093809","1926","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","941.3","","941.3","X","120","X","83","X","9","","4","X","0","X","82","X","11","X","170","X","40","X","-13.3","X,0123,+","76",",X,0123,+","81",",X,0121,","112.0",",X,0817,","38.3","X,0703,","-0.6","X,1109","-4.4","X,1110","-4.4","X,1110","-8.9","X,1214","-8.9","X,1214","-1.7","X,0401","-2.8","X,0327","-6.7","X,0314","-6.7","X,0314","-13.3","X,0123","2409.4","","2409.4","X","1158.1",",X","","","258",",X","14.37","X","19.18","X","9.56","X","","","","","","","","","",""
"USW00093809","1927","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","843.6","","843.6","X","119","X","85","X","1","","1","X","0","X","58","X","8","X","195","X","22","X","-17.2","X,0115,","76",",X,0301,","84",",X,0301,","109.0",",X,0929,","35.6","X,0914,","-1.7","X,1106","-3.9","X,1203","-11.1","X,1207","-11.1","X,1207","-11.1","X,1207","-0.6","X,0304","-3.3","X,0303","-5.0","X,0302","-10.0","X,0116","-10.0","X,0116","2108.8","","2108.8","X","1629.8",",X","","","115",",X","15.31","X","19.82","X","10.81","X","","","","","","","","","",""
"USW00093809","1928","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","801.6","","801.6","X","115","X","74","X","0","","0","X","1","X","63","X","8","X","179","X","23","X","-18.9","X,0101,","0","T,X,0315,+","8",",X,0217,","112.0",",X,0628,","34.4","X,0704,","0.0","X,1120","-2.8","X,1125","-5.6","X,1205","","","","","0.0","X,0415","-4.4","X,0305","-4.4","X,0305","-7.8","X,0226","-10.6","X,0218","2190.2","","2190.2","X","1165.8",",X","","","11",",X","14.39","X","18.99","X","9.78","X","","","","","","","","","",""
"USW00093809","1929","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","811.8","","811.8","X","120","X","78","X","21","","5","X","0","X","78","X","21","X","174","X","20","X","-15.0","X,1220,+","127",",X,0209,","135",",X,0208,","66.8",",X,0912,","35.6","X,0802,+","0.0","X,1120","-2.2","X,1121","-4.4","X,1122","-11.7","X,1129","-11.7","X,1129","-3.3","X,0310","-3.3","X,0310","-5.0","X,0223","-11.1","X,0220","-11.1","X,0220","2266.6","","2266.6","X","1076.4",",X","","","461",",X","14.12","X","18.61","X","9.64","X","","","","","","","","","",""
"USW00093809","1930","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1061.1","","1061.1","X","101","X","57","X","11","","4","X","4","X","67","X","13","X","189","X","48","X","-22.2","X,0118,","127",",X,0121,","71",",X,0117,","45.7",",X,0112,","41.1","X,0809,+","0.0","X,1031","-3.3","X,1125","-5.6","X,1126","-6.7","X,1202","","","0.0","X,0327","-5.0","X,0303","-5.0","X,0303","-6.7","X,0216","-9.4","X,0129","2156.4","","2156.4","X","703.6",",X","","","236",",X","15.23","X","20.09","X","10.38","X","","","","","","","","","",""
"USW00093809","1931","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1059.9","","1059.9","X","106","X","70","X","5","","1","X","0","X","38","X","2","X","191","X","54","X","-12.8","X,0115,","127",",X,0114,","165",",X,0113,","57.7",",X,0803,","37.8","X,0701,+","0.0","X,1125","-2.2","X,1202","","","","","","","0.0","X,0320","-2.8","X,0310","-5.0","X,0215","-12.8","X,0115","-12.8","X,0115","2251.5","","2251.5","X","1065.5",",X","","","198",",X","16.09","X","20.78","X","11.40","X","","","","","","","","","",""
"USW00093809","1932","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","957.8","","957.8","X","113","X","74","X","14","","2","X","0","X","60","X","16","X","182","X","43","X","-15.0","X,1216,","51",",X,1217,+","30",",X,0305,","110.7",",X,1230,","36.7","X,0715,+","0.0","X,1110","-2.8","X,1112","-4.4","X,1116","-7.2","X,1208","-8.9","X,1212","-1.7","X,0315","-5.0","X,0314","-5.0","X,0314","-8.3","X,0313","-11.7","X,0309","1655.2","","1655.2","X","1177.3",",X","","","164",",X","15.19","X","19.90","X","10.47","X","","","","","","","","","",""
"USW00093809","1933","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1033.9","","1033.9","X","121","X","82","X","3","","1","X","0","X","45","X","6","X","187","X","46","X","-17.2","X,0209,","51",",X,0211,+","86",",X,0210,","71.4",",X,0511,","37.8","X,0702,","-2.2","X,1108","-2.2","X,1108","-5.0","X,1225","-11.7","X,1226","-11.7","X,1226","0.0","X,0322","-2.2","X,0321","-5.6","X,0310","-7.8","X,0212","-10.0","X,0211","2161.4","","2161.4","X","1368.4",",X","","","96",",X","15.81","X","20.51","X","11.11","X","","","","","","","","","",""
"USW00093809","1934","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1057.4","","1057.4","X","115","X","63","X","5","","2","X","0","X","63","X","14","X","189","X","55","X","-15.6","X,0227,","51",",X,0228,+","30",",X,1207,","125.5",",X,1121,","40.6","X,0724,","-0.6","X,1204","-5.0","X,1207","-5.0","X,1207","-6.7","X,1208","-10.0","X,1211","-3.3","X,0328","-3.3","X,0328","-5.6","X,0319","-10.0","X,0310","-10.0","X,0310","2103.1","","2103.1","X","963.7",",X","","","107",",X","15.35","X","20.37","X","10.32","X","","","","","","","","","",""
"USW00093809","1935","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","898.4","","898.4","X","121","X","82","X","4","","2","X","0","X","62","X","14","X","178","X","35","X","-14.4","X,0124,","102",",X,1230,+","53",",X,1228,","93.5",",X,0812,","37.8","X,0731,","-2.8","X,1122","-2.8","X,1122","-5.0","X,1123","-9.4","X,1220","-9.4","X,1220","-0.6","X,0312","-2.2","X,0308","-5.0","X,0228","-8.3","X,0227","-14.4","X,0124","1962.8","","1962.8","X","1318.0",",X","","","123",",X","14.80","X","19.25","X","10.34","X","","","","","","","","","",""
"USW00093809","1936","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1199.7","","1199.7","X","96","X","60","X","16","","5","X","3","X","71","X","24","X","191","X","68","X","-20.0","X,0218,","127",",X,0202,","124",",X,0201,","48.5",",X,0405,","40.6","X,0713,","-0.6","X,1103","-2.2","X,1116","-6.7","X,1127","-6.7","X,1127","","","-3.3","X,0403","-3.3","X,0403","-5.0","X,0221","-7.2","X,0220","-13.9","X,0219","2506.2","","2506.2","X","804.8",",X","","","347",",X","15.01","X","20.07","X","9.94","X","","","","","","","","","",""
"USW00093809","1937","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","998.8","","998.8","X","107","X","67","X","9","","2","X","0","X","79","X","15","X","171","X","44","X","-12.8","X,1209,+","102",",X,0123,","91",",X,0227,","61.0",",X,0120,","36.1","X,0809,","-0.6","X,1024","-5.0","X,1119","-5.0","X,1119","-6.7","X,1120","-8.9","X,1121","0.0","X,0329","-2.8","X,0327","-5.0","X,0226","-7.2","X,0225","-10.6","X,0123","2224.2","","2224.2","X","1153.0",",X","","","137",",X","14.50","X","18.99","X","10.02","X","","","","","","","","","",""
"USW00093809","1938","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1026.7","","1026.7","X","105","X","64","X","2","","1","X","0","X","52","X","8","X","214","X","41","X","-11.1","X,0131,","25",",X,0125,+","28",",X,0124,","123.4",",X,0313,","36.7","X,0826,+","-0.6","X,1108","-3.9","X,1124","-5.0","X,1125","-8.3","X,1127","","","-1.7","X,0301","-2.2","X,0228","-7.2","X,0201","-7.2","X,0201","-11.1","X,0131","2023.9","","2023.9","X","1083.3",",X","","","42",",X","16.22","X","21.21","X","11.24","X","","","","","","","","","",""
"USW00093809","1939","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1052.4","","1052.4","X","108","X","66","X","9","","5","X","0","X","55","X","6","X","190","X","40","X","-11.7","X,1231,","178",",X,0204,","46",",X,0123,","72.9",",X,0304,","37.2","X,0908,+","-1.7","X,1105","-2.2","X,1220","-5.0","X,1222","-11.7","X,1231","-11.7","X,1231","-1.1","X,0412","-2.2","X,0226","-7.2","X,0223","-7.2","X,0223","-9.4","X,0204","1969.6","","1969.6","X","939.7",",X","","","220",",X","15.66","X","20.54","X","10.78","X","","","","","","","","","",""
"USW00093809","1940","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","856.9","","856.9","X","113","X","64","X","22","","6","X","5","X","77","X","24","X","184","X","33","X","-21.1","X,0119,","76",",X,0110,+","66",",X,0324,","69.1",",X,0430,","35.6","X,0731,","-1.7","X,1112","-6.1","X,1113","-6.1","X,1113","-8.3","X,1114","-8.9","X,1115","-1.7","X,0412","-5.6","X,0325","-5.6","X,0325","-6.7","X,0225","-13.9","X,0128","2520.8","","2520.8","X","865.6",",X","","","379",",X","13.91","X","18.71","X","9.11","X","","","","","","","","","",""
"USW00093809","1941","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1166.3","","1166.3","X","100","X","59","X","0","","1","X","0","X","67","X","8","X","192","X","60","X","-9.4","X,0119,","0","T,X,1211,+","53",",X,0227,","57.9",",X,1222,","37.2","X,0810,+","0.0","X,1110","-2.2","X,1111","-6.1","X,1229","","","","","-0.6","X,0325","-6.7","X,0318","-6.7","X,0318","-6.7","X,0318","-8.9","X,0208","2124.3","","2124.3","X","757.2",",X","","","94",",X","15.68","X","20.48","X","10.88","X","","","","","","","","","",""
"USW00093809","1942","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1005.3","","1005.3","X","125","X","68","X","12","","2","X","3","X","64","X","15","X","194","X","49","X","-20.6","X,0108,","127",",X,0103,","122",",X,0103,","79.2",",X,0408,","37.8","X,0801,","-0.6","X,1026","-2.2","X,1127","-6.7","X,1202","-6.7","X,1202","","","0.0","X,0309","-3.3","X,0228","-8.9","X,0219","-8.9","X,0219","-8.9","X,0219","2075.3","","2075.3","X","956.1",",X","","","237",",X","15.06","X","19.83","X","10.29","X","","","","","","","","","",""
"USW00093809","1943","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1039.0","","1039.0","X","112","X","63","X","5","","3","X","0","X","75","X","12","X","186","X","65","X","-15.0","X,1215,+","76",",X,0305,","69",",X,0305,","82.3",",X,0510,","38.3","X,0825,","0.0","X,1017","-2.8","X,1110","-12.2","X,1214","-12.2","X,1214","-12.2","X,1214","0.0","X,0322","-11.7","X,0308","-11.7","X,0308","-11.7","X,0308","-11.7","X,0308","2127.5","","2127.5","X","805.4",",X","","","197",",X","14.90","X","20.06","X","9.75","X","","","","","","","","","",""
"USW00093809","1944","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1087.3","","1087.3","X","108","X","73","X","6","","2","X","0","X","67","X","10","X","189","X","63","X","-13.3","X,0212,","102",",X,0214,","147",",X,0214,","65.5",",X,0816,","37.8","X,0622,","-5.0","X,1130","-5.0","X,1130","-5.0","X,1130","-6.7","X,1202","-10.6","X,1222","-1.1","X,0405","-2.2","X,0320","-6.7","X,0215","-6.7","X,0215","-9.4","X,0213","2199.9","","2199.9","X","973.2",",X","","","215",",X","15.43","X","20.33","X","10.53","X","","","","","","","","","",""
"USW00093809","1945","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","874.7","","874.7","X","146","X","98","X","12","","2","X","0","X","65","X","12","X","186","X","38","X","-13.9","X,1220,","102",",X,1218,","102",",X,1218,","69.3",",X,0507,","37.8","X,0723,","-0.6","X,1121","-2.8","X,1122","-5.0","X,1210","-6.7","X,1211","-8.9","X,1215","0.0","X,0307","-3.3","X,0227","-5.6","X,0218","-11.7","X,0201","-11.7","X,0201","2130.0","","2130.0","X","1575.1",",X","","","212",",X","14.78","X","19.40","X","10.15","X","","","","","","","","","",""
"USW00093809","1946","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","907.8","","907.8","X","122","X","74","X","1","","2","X","0","X","43","X","5","X","206","X","44","X","-10.6","X,0127,","51",",X,1231,","41",",X,1231,","129.0",",X,0524,","36.7","X,0809,+","0.0","X,1118","-5.0","X,1202","-5.0","X,1202","-7.2","X,1229","","","0.0","X,0309","-6.7","X,0215","-6.7","X,0215","-6.7","X,0215","-10.6","X,0127","1899.1","","1899.1","X","1333.8",",X","","","83",",X","16.36","X","21.44","X","11.27","X","","","","","","","","","",""
"USW00093809","1947","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","1072.3","","1072.3","X","109","X","67","X","4","","3","X","0","X","79","X","13","X","186","X","59","X","-13.3","X,0208,","25",",X,0327,+","79",",X,0218,","50.5",",X,1231,","39.4","X,0805,","0.0","X,1112","-2.2","X,1126","-5.6","X,1130","","","","","-2.2","X,0328","-2.2","X,0328","-7.8","X,0303","-7.8","X,0303","-10.6","X,0210","2104.1","","2104.1","X","997.0",",X","","","278",",X","14.97","X","19.82","X","10.12","X","","","","","","","","","",""
"USW00093809","1949","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","999.9","","999.9","0","124","0","89","0","2","","4","0","0","0","46","0","4","0","192","0","41","0","-12.8","0,0130,","25",",0,0201,+","38",",0,0318,","147.3",",0,0124,","37.2","0,0722,","-0.6","0,1101","-3.3","0,1122","-6.7","0,1215","-6.7","0,1215","","","-1.1","0,0319","-2.8","0,0316","-4.4","0,0315","-6.7","0,0201","-12.8","0,0130","1873.7","","1873.7","0","1485.2",",0","","","126",",0","15.79","0","20.58","0","10.99","0","","","","","","","","","",""
"USW00093809","1950","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","844.5","","844.5","0","135","0","97","0","16","","5","0","0","0","77","0","11","0","185","0","15","0","-15.0","0,1125,","102",",0,1207,+","147",",0,1206,","120.7",",0,0212,","36.7","0,0618,","-0.6","0,1105","-2.2","0,1110","-9.4","0,1123","-9.4","0,1123","-9.4","0,1123","0.0","0,0414","-3.9","0,0314","-5.0","0,0309","-7.2","0,0302","","","1951.4","","1951.4","0","1789.2",",0","","","364",",0","14.61","0","19.26","0","9.97","0","","","","","","","","","",""
"USW00093809","1951","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","981.8","","981.8","0","133","0","77","0","11","","2","0","1","0","65","0","14","0","183","0","47","0","-20.6","0,0202,","102",",0,0202,+","160",",0,0106,","89.2",",0,0220,","37.8","0,0831,","-4.4","0,1102","-4.4","0,1102","-4.4","0,1102","-6.7","0,1103","-12.2","0,1215","0.0","0,0324","-2.8","0,0321","-5.0","0,0210","-7.8","0,0208","-12.2","0,0203","2308.0","","2308.0","0","1507.3",",0","","","401",",0","14.78","0","19.57","0","9.98","0","","","","","","","","","",""
