"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00155097","1950","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","364.6","","364.6","0","134","0","106","0","10","","3","0","1","0","112","0","10","0","199","0","5","0","-22.2","0,1125,","76",",0,1127,+","64",",0,1124,","66.8",",0,0829,","33.3","0,0626,","0.0","0,1026","-4.4","0,1105","-4.4","0,1105","-10.0","0,1111","-10.0","0,1111","0.0","0,0605","-3.9","0,0416","-5.0","0,0415","-7.8","0,0414","-8.9","0,0303","2139.5","","2139.5","0","1825.2",",0","211",",0","12.49","0","19.60","0","5.37","0","",""
"USC00155097","1951","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","625.7","","625.7","0","141","0","101","0","21","","7","0","3","0","109","0","12","0","195","0","33","0","-29.4","0,0202,","203",",0,0202,+","178",",0,0313,","68.1",",0,0103,","36.1","0,0624,","-1.1","0,1009","-12.8","0,1103","-12.8","0,1103","-12.8","0,1103","-12.8","0,1103","0.0","0,0424","-2.8","0,0423","-5.0","0,0417","-7.8","0,0322","-10.6","0,0210","2641.4","","2641.4","0","1678.3",",0","582",",0","13.25","0","20.31","0","6.19","0","",""
"USC00155097","1952","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","900.6","","900.6","0","117","0","76","0","2","","1","0","0","0","91","0","3","0","201","0","87","0","-16.7","0,0130,","25",",0,1130,+","25",",0,1129,","97.8",",0,0322,","42.2","0,0727,","-2.8","0,1007","-2.8","0,1007","-6.1","0,1021","-6.7","0,1022","-11.1","0,1128","-0.6","0,0417","-5.0","0,0328","-5.0","0,0328","-6.7","0,0308","-16.7","0,0130","2204.1","","2204.1","0","1031.5",",0","33",",0","14.87","0","22.12","0","7.62","0","",""
"USC00155097","1953","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","819.4","","819.4","0","101","0","67","0","5","","2","0","1","0","91","0","2","0","204","0","74","0","-18.9","0,1218,","102",",0,1214,","102",",0,1214,","55.9",",0,1122,","40.0","0,0901,","-0.6","0,1008","-2.2","0,1030","-8.9","0,1107","-8.9","0,1107","-8.9","0,1107","-0.6","0,0421","-2.8","0,0419","-5.6","0,0327","-7.8","0,0222","","","2098.7","","2098.7","0","1045.4",",0","140",",0","14.91","0","22.49","0","7.33","0","",""
"USC00155097","1954","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","903.5","","903.5","0","106","0","76","0","","","","","1","0","99","0","4","0","197","0","81","0","-20.6","0,0113,","","","","","59.9",",0,0921,","41.1","0,0905,","-1.1","0,1020","-3.3","0,1030","-4.4","0,1031","-7.8","0,1103","","","0.0","0,0521","-2.2","0,0504","-4.4","0,0401","-7.2","0,0322","-10.6","0,0212","2138.6","","2138.6","0","1116.9",",0","","","14.73","0","21.82","0","7.64","0","",""
"USC00155097","1955","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","770.3","","770.3","0","122","0","81","0","4","","3","0","3","0","97","0","6","0","211","0","54","0","-20.6","0,0213,","127",",0,0211,","114",",0,0211,","100.3",",0,0930,","36.1","0,0921,","-3.3","0,1025","-3.3","0,1025","-7.2","0,1104","-7.2","0,1104","-12.2","0,1128","-1.1","0,0408","-6.1","0,0330","-6.1","0,0330","-6.7","0,0329","-10.0","0,0327","2218.9","","2218.9","0","1274.4",",0","175",",0","14.21","0","21.18","0","7.23","0","",""
"USC00155097","1956","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","665.7","","665.7","0","114","0","81","0","2","","2","0","0","0","88","0","1","0","207","0","41","0","-13.9","0,0109,","25",",0,0125,+","25",",0,0125,+","84.1",",0,0820,","36.1","0,0722,+","-0.6","0,1008","-5.0","0,1109","-5.0","0,1109","-7.2","0,1118","-9.4","0,1130","-0.6","0,0425","-3.3","0,0421","-7.8","0,0325","-7.8","0,0325","-8.9","0,0321","2345.9","","2345.9","0","1450.7",",0","50",",0","14.27","0","21.15","0","7.39","0","",""
"USC00155097","1957","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","722.9","","722.9","0","118","0","86","0","3","","3","0","1","0","88","0","6","0","184","0","35","0","-18.9","0,0117,","127",",0,0308,","127",",0,0308,","169.2",",0,1118,","36.1","0,0901,+","-1.7","0,1012","-2.8","0,1020","-5.0","0,1028","-10.0","0,1110","-10.0","0,1110","-0.6","0,0506","-3.9","0,0415","-4.4","0,0321","-6.7","0,0304","-11.1","0,0118","2021.0","","2021.0","0","1683.3",",0","203",",0","14.37","0","20.83","0","7.91","0","",""
"USC00155097","1958","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","563.9","","563.9","0","111","0","77","0","6","","2","0","4","0","118","0","16","0","187","0","22","0","-23.3","0,0217,","76",",0,0216,+","89",",0,0215,","94.7",",0,0801,","33.3","0,0906,+","0.0","0,1011","-2.2","0,1030","-5.0","0,1107","-11.1","0,1129","-11.1","0,1129","-0.6","0,0430","-3.9","0,0408","-4.4","0,0329","-7.8","0,0322","-10.6","0,0221","2525.8","","2525.8","0","1070.5",",0","189",",0","12.45","0","19.40","0","5.49","0","",""
"USC00155097","1959","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","652.7","","652.7","0","132","0","85","0","5","","2","0","4","0","99","0","8","0","190","0","37","0","-18.9","0,0106,+","102",",0,0108,","102",",0,0108,","66.0",",0,1127,","34.4","0,0825,+","-0.6","0,1012","-2.2","0,1106","-6.7","0,1108","-6.7","0,1108","-10.6","0,1117","0.0","0,0516","-2.2","0,0423","-8.3","0,0323","-8.3","0,0323","-9.4","0,0318","2282.8","","2282.8","0","1133.1",",0","173",",0","13.59","0","20.70","0","6.49","0","",""
"USC00155097","1960","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","654.7","","654.7","0","105","0","71","0","32","","11","0","3","0","119","0","11","0","196","0","16","0","-21.1","0,0305,","330",",0,0311,","406",",0,0309,","71.1",",0,0628,","35.0","0,0907,+","-1.7","0,1021","-2.2","0,1104","-4.4","0,1107","-8.9","0,1111","-8.9","0,1111","0.0","0,0502","-5.6","0,0410","-5.6","0,0410","-8.3","0,0325","-8.9","0,0323","2595.6","","2595.6","0","1161.5",",0","1173",",0","12.77","0","18.76","0","6.79","0","",""
"USC00155097","1961","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","553.1","","553.1","0","118","0","86","0","13","","4","0","2","0","90","0","13","0","184","0","0","0","-22.8","0,0128,","76",",0,0225,","76",",0,0225,","77.7",",0,0615,","31.7","0,0923,+","-0.6","0,1015","-2.2","0,1027","-5.6","0,1109","-10.6","0,1129","-10.6","0,1129","0.0","0,0527","-3.3","0,0411","-4.4","0,0402","-6.7","0,0226","-11.1","0,0205","2369.4","","2369.4","0","1341.6",",0","304",",0","13.46","0","19.31","0","7.62","0","",""
"USC00155097","1962","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","765.9","","765.9","0","113","0","74","0","5","","4","0","5","0","89","0","10","0","191","0","29","0","-24.4","0,0111,","76",",0,0119,","76",",0,0119,","81.5",",0,1002,","37.8","0,0820,","-2.8","0,1024","-2.8","0,1024","-4.4","0,1123","-6.7","0,1206","-12.8","0,1210","-0.6","0,0420","-5.0","0,0416","-5.0","0,0416","-7.8","0,0302","-16.7","0,0207","2278.4","","2278.4","0","1337.5",",0","260",",0","13.81","0","19.91","0","7.71","0","",""
"USC00155097","1963","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","671.0","","671.0","0","93","0","60","0","21","","6","0","8","0","102","0","21","0","211","0","15","0","-28.9","0,0124,","178",",0,0124,+","152",",0,1223,+","60.5",",0,0305,","34.4","0,0609,","-1.7","0,1030","-2.8","0,1102","-6.1","0,1103","-6.7","0,1204","-11.1","0,1214","-0.6","0,0502","-2.8","0,0501","-16.1","0,0227","-16.1","0,0227","-16.1","0,0227","2427.5","","2427.5","0","809.6",",0","494",",0","13.50","0","20.26","0","6.74","0","",""
"USC00155097","1964","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","706.7","","706.7","0","104","0","77","0","12","","4","0","1","0","93","0","5","0","207","0","35","0","-17.8","0,0114,","152",",0,0113,+","152",",0,0101,","73.7",",0,0304,","36.7","0,0803,","0.0","0,1006","-2.8","0,1020","-4.4","0,1120","-8.3","0,1121","-15.0","0,1122","-2.2","0,0410","-2.2","0,0410","-8.3","0,0330","-8.3","0,0330","-9.4","0,0227","2314.9","","2314.9","0","1318.6",",0","376",",0","14.21","0","20.76","0","7.65","0","",""
"USC00155097","1965","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","628.2","","628.2","0","104","0","79","0","14","","7","0","4","0","90","0","7","0","190","0","10","0","-23.3","0,0131,","102",",0,0202,+","86",",0,0130,","67.1",",0,0329,","35.0","0,0818,+","-0.6","0,0925","-3.9","0,1025","-5.6","0,1118","-7.8","0,1129","-11.1","0,1130","0.0","0,0403","-2.2","0,0327","-10.6","0,0321","-10.6","0,0321","-10.6","0,0321","2276.1","","2276.1","0","1169.0",",0","436",",0","13.81","0","20.41","0","7.20","0","",""
"USC00155097","1966","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","577.8","","577.8","0","102","0","78","0","26","","6","0","3","0","96","0","18","0","183","0","25","0","-24.4","0,0130,","356",",0,1102,","330",",0,1102,","61.0",",0,0102,","36.7","0,0714,","-1.1","0,1021","-6.7","0,1103","-6.7","0,1103","-6.7","0,1103","-10.0","0,1203","-0.6","0,0510","-4.4","0,0410","-4.4","0,0410","-7.8","0,0329","-11.1","0,0308","2380.4","","2380.4","0","1289.9",",0","531",",0","13.01","0","19.32","0","6.71","0","",""
"USC00155097","1967","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","487.2","","487.2","0","105","0","80","0","7","","5","0","2","0","94","0","8","0","199","0","3","0","-20.6","0,0225,","178",",0,1231,","178",",0,1231,","90.2",",0,0306,","33.3","0,0615,","-2.8","0,1011","-2.8","0,1011","-7.2","0,1105","-7.2","0,1105","-9.4","0,1128","0.0","0,0503","-3.9","0,0322","-6.7","0,0319","-6.7","0,0319","-11.1","0,0318","2265.7","","2265.7","0","1439.6",",0","412",",0","13.29","0","19.72","0","6.86","0","",""
"USC00155097","1968","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","634.8","","634.8","0","108","0","76","0","24","","5","0","3","0","107","0","17","0","193","0","38","0","-19.4","0,0108,","254",",0,0323,+","178",",0,0322,","90.2",",0,0404,","35.0","0,0825,+","0.0","0,1004","-6.1","0,1026","-6.1","0,1026","-7.8","0,1113","-11.7","0,1209","-1.1","0,0506","-4.4","0,0325","-4.4","0,0325","-9.4","0,0324","-9.4","0,0324","2616.6","","2616.6","0","1224.5",",0","457",",0","12.96","0","19.66","0","6.26","0","",""
"USC00155097","1969","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","694.2","","694.2","0","109","0","84","0","13","","4","0","2","0","125","0","8","0","188","0","35","0","-21.1","0,0105,","127",",0,0218,+","102",",0,0106,","83.8",",0,0623,","36.1","0,0809,","-2.8","0,1018","-2.8","0,1018","-6.1","0,1114","-10.6","0,1115","-10.6","0,1115","-1.1","0,0430","-10.6","0,0331","-10.6","0,0331","-10.6","0,0331","-10.6","0,0331","2587.7","","2587.7","0","1311.4",",0","299",",0","12.76","0","19.38","0","6.14","0","",""
"USC00155097","1970","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","729.0","","729.0","0","120","0","84","0","18","","11","0","7","0","103","0","13","0","192","0","29","0","-24.4","0,0110,","102",",0,0111,+","102",",0,0111,","77.5",",0,0402,","35.6","0,0702,","-2.2","0,1017","-2.2","0,1017","-5.6","0,1117","-7.8","0,1123","-14.4","0,1124","-2.2","0,0504","-2.2","0,0504","-4.4","0,0327","-12.2","0,0316","-12.2","0,0316","2683.0","","2683.0","0","1309.1",",0","553",",0","13.54","0","19.87","0","7.21","0","",""
"USC00155097","1971","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","633.1","","633.1","0","103","0","82","0","12","","6","0","3","0","84","0","15","0","205","0","12","0","-21.1","0,0209,","203",",0,0208,","203",",0,0208,","43.4",",0,0507,","35.6","0,0627,","-2.8","0,1104","-2.8","0,1104","-6.1","0,1107","-9.4","0,1108","-9.4","0,1108","-1.7","0,0504","-3.3","0,0403","-4.4","0,0327","-8.9","0,0324","-8.9","0,0324","2447.8","","2447.8","0","1137.8",",0","506",",0","13.86","0","20.39","0","7.34","0","",""
"USC00155097","1972","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","608.5","","608.5","0","128","0","106","0","4","","4","0","2","0","82","0","9","0","198","0","23","0","-22.2","0,0116,","76",",0,0303,+","76",",0,0303,+","76.7",",0,0729,","34.4","0,0819,+","-3.9","0,1020","-3.9","0,1020","-9.4","0,1124","-9.4","0,1124","-9.4","0,1124","0.0","0,0426","-3.9","0,0409","-5.0","0,0326","-10.6","0,0309","-10.6","0,0309","2017.3","","2017.3","0","1662.0",",0","272",",0","13.65","0","19.90","0","7.41","0","",""
"USC00155097","1973","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","667.4","","667.4","0","121","0","95","0","7","","3","0","0","0","79","0","14","0","201","0","24","0","-16.7","0,0112,","25",",0,1221,+","56",",0,1215,","84.8",",0,0627,","34.4","0,0904,+","-2.2","0,1017","-2.2","0,1017","-6.1","0,1106","-8.9","0,1110","-8.9","0,1110","0.0","0,0428","-2.8","0,0414","-6.1","0,0411","-10.0","0,0222","-10.0","0,0222","2281.1","","2281.1","0","1480.2",",0","171",",0","14.14","0","20.44","0","7.83","0","",""
"USC00155097","1974","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","534.4","","534.4","0","120","0","95","0","2","","2","0","0","0","85","0","8","0","192","0","4","0","-13.9","0,0226,","51",",0,1217,","51",",0,0208,","78.7",",0,0110,","32.8","0,0703,","-2.8","0,1003","-2.8","0,1003","-5.6","0,1122","-7.2","0,1126","-9.4","0,1205","-1.1","0,0425","-2.2","0,0409","-5.6","0,0325","-7.2","0,0322","-13.9","0,0226","1983.0","","1983.0","0","1365.5",",0","115",",0","13.89","0","19.99","0","7.79","0","",""
"USC00155097","1975","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","683.0","","683.0","0","112","0","86","0","5","","4","0","0","0","83","0","4","0","194","0","36","0","-13.9","0,1219,+","152",",0,0310,","152",",0,0310,","93.5",",0,0312,","35.6","0,0904,+","-0.6","0,1003","-2.2","0,1114","-5.6","0,1115","-6.7","0,1128","-11.1","0,1218","-1.1","0,0416","-2.2","0,0413","-7.2","0,0326","-7.2","0,0326","-8.9","0,0309","2297.5","","2297.5","0","1585.9",",0","306",",0","14.08","0","20.10","0","8.06","0","",""
"USC00155097","1976","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","464.4","","464.4","0","97","0","82","0","3","","6","0","1","0","113","0","11","0","186","0","10","0","-21.7","0,0109,","51",",0,0203,","51",",0,0203,","73.7",",0,0329,","34.4","0,0724,","-2.8","0,1018","-2.8","0,1018","-7.8","0,1028","-7.8","0,1028","-10.0","0,1113","-0.6","0,0509","-2.2","0,0504","-5.6","0,0317","-7.2","0,0209","-12.8","0,0207","2153.0","","2153.0","0","1261.6",",0","212",",0","12.78","0","19.50","0","6.06","0","",""
"USC00155097","1977","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","789.3","","789.3","0","103","0","78","0","44","","8","0","12","0","92","0","27","0","202","0","38","0","-27.2","0,0117,","152",",0,0125,+","140",",0,1127,","71.4",",0,0312,","35.6","0,0717,","-1.7","0,1012","-2.2","0,1014","-6.1","0,1112","-7.8","0,1113","-9.4","0,1126","-0.6","0,0510","-6.1","0,0323","-6.1","0,0323","-6.7","0,0302","-13.9","0,0217","2706.1","","2706.1","0","1329.5",",0","672",",0","13.57","0","20.01","0","7.13","0","",""
"USC00155097","1978","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","714.2","","714.2","0","111","0","91","0","61","","15","0","4","0","98","0","25","0","188","0","37","0","-20.6","0,0130,","279",",0,0123,+","152",",0,0112,","101.6",",0,1208,","35.6","0,0825,","-0.6","0,1015","-3.9","0,1125","-5.6","0,1209","-10.0","0,1210","-10.0","0,1210","-0.6","0,0502","-2.2","0,0322","-10.0","0,0318","-10.0","0,0318","-10.0","0,0318","2718.2","","2718.2","0","1464.5",",0","1123",",0","12.85","0","19.13","0","6.57","0","",""
"USC00155097","1979","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","","","","","","","36","","6","0","","","","","","","","","","","","","229",",0,0210,+","152",",0,0207,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","628",",0","","","","","","","",""
"USC00155097","1980","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","811.6","","811.6","0","99","0","70","0","","","","","1","0","107","0","18","0","180","0","68","0","-18.3","0,0303,","","","","","61.0",",0,1117,","38.9","0,0717,+","-1.7","0,1005","-4.4","0,1013","-4.4","0,1013","-6.7","0,1122","-15.6","0,1220","-1.1","0,0416","-2.8","0,0322","-5.6","0,0311","-18.3","0,0303","-18.3","0,0303","","","","","942.8",",0","","","13.67","0","20.31","0","7.03","0","",""
"USC00155097","1981","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","711.4","","711.4","0","126","0","83","0","","","","","3","0","103","0","14","0","195","0","27","0","-21.7","0,0212,","","","","","70.9",",0,0902,","35.6","0,0804,","0.0","0,1003","-7.8","0,1024","-7.8","0,1024","-7.8","0,1024","-8.9","0,1122","-0.6","0,0406","-2.2","0,0324","-5.6","0,0320","-6.7","0,0308","-9.4","0,0214","2407.9","","2407.9","0","1412.4",",0","","","13.49","0","19.93","0","7.06","0","",""
"USC00155097","1983","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","777.3","","777.3","0","117","0","85","0","3","","2","0","4","0","96","0","11","0","188","0","66","0","-22.8","0,1225,","102",",0,1227,","89",",0,1227,","109.2",",0,0515,","40.0","0,0821,","0.0","0,1026","-4.4","0,1105","-4.4","0,1105","-10.6","0,1217","-10.6","0,1217","0.0","0,0509","-2.8","0,0421","-6.1","0,0420","-7.2","0,0313","-10.0","0,0208","2205.0","","2205.0","0","1465.5",",0","181",",0","13.64","0","20.05","0","7.22","0","",""
"USC00155097","1984","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","","","123","0","87","0","","","","","4","0","93","0","8","0","181","0","32","0","-28.9","0,0121,","","","","","172.7",",0,0507,","35.0","0,0619,","0.0","0,1002","-2.8","0,1107","-6.7","0,1113","-6.7","0,1113","-16.1","0,1206","-1.7","0,0402","-2.8","0,0401","-5.0","0,0312","-7.2","0,0310","-10.0","0,0309","","","","","1493.7",",0","","","13.80","0","20.28","0","7.33","0","",""
"USC00155097","1985","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","679.1","","679.1","0","122","0","78","0","","","6","0","7","0","90","0","17","0","204","0","29","0","-27.8","0,0121,+","","","102",",0,1220,","67.3",",0,0726,","34.4","0,0714,+","-1.7","0,1108","-2.2","0,1121","-7.2","0,1202","-7.2","0,1202","-9.4","0,1203","-3.3","0,0410","-3.3","0,0410","-5.0","0,0409","-12.2","0,0216","-12.2","0,0216","1996.1","","1996.1","0","1104.2",",0","328",",0","13.86","0","20.19","0","7.52","0","",""
"USC00155097","1986","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","","","122","0","76","0","7","","3","0","4","0","77","0","","","","","","","-18.9","0,0214,+","229",",0,0215,+","135",",0,0214,","87.4",",0,1108,","","","-0.6","0,1015","-9.4","0,1113","-9.4","0,1113","-9.4","0,1113","-9.4","0,1113","0.0","0,0504","-4.4","0,0423","-4.4","0,0423","-9.4","0,0322","-9.4","0,0322","","","","","1236.7",",0","334",",0","","","","","8.12","0","",""
