"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093115","1972","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","199.4","","199.4","X","33","X","13","X","0","","0","X","0","X","1","X","0","X","123","X","0","X","-1.7","X,0105,","0",",X,1231,+","0",",X,1231,+","24.9",",X,1204,","30.0","X,0822,","","","-1.7","X,0105","","","1258.7","","1258.7","X","125.0",",X","0",",X","15.79","X","19.39","X","12.18","X","","","","","240","X","","","","","19.0","X"
"USW00093115","1973","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","63.2","","63.2","X","39","X","21","X","0","","0","X","0","X","0","X","0","X","80","X","0","X","2.8","X,1219,+","0",",X,1231,+","0",",X,1231,+","15.0",",X,0118,","30.6","X,0928,","","","","","","","1057.5","","1057.5","X","181.2",",X","0",",X","15.39","X","18.98","X","11.79","X","","","","","240","X","","","","","15.9","X"
"USW00093115","1974","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","436.2","","436.2","X","29","X","14","X","0","","0","X","0","X","0","X","0","X","174","X","2","X","0.6","X,1225,","0",",X,1231,+","0",",X,1231,+","19.6",",X,1204,","35.6","X,1112,","","","","","","","1141.8","","1141.8","X","149.3",",X","0",",X","17.14","X","20.84","X","13.43","X","","","","","170","X","","","","","22.6","X"
"USW00093115","1975","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","94.3","","94.3","X","40","X","17","X","0","","0","X","0","X","0","X","0","X","91","X","0","X","0.6","X,0222,","0",",X,1231,+","0",",X,1231,+","13.5",",X,1128,","31.7","X,0924,","","","","","","","1020.0","","1020.0","X","146.8",",X","0",",X","15.28","X","18.79","X","11.78","X","","","","","290","X","","","","","22.1","X"
"USW00093115","1976","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","","","","","33","X","21","X","0","","0","X","","","","","","","","","","","","","0",",X,1231,+","0",",X,1231,+","28.4",",X,0910,","","","","","","","","","","","","","238.3",",X","0",",X","","","","","","","","","","","290","X","","","","","19.0","X"
"USW00093115","1977","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","","","","","37","X","21","X","0","","0","X","","","","","","","","","","","","","0",",X,1231,+","0",",X,1231,+","35.8",",X,0816,","","","","","","","","","","","","","235.8",",X","0",",X","","","","","","","","","","","","","","","","","",""
"USW00093115","1978","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","","","","","57","X","36","X","0","","0","X","","","","","0","X","198","X","2","X","","","0",",X,1231,+","0","T,X,0211,","32.3",",X,1217,","33.9","X,0925,","","","","","","","","","","","354.2",",X","0","T,X","","","21.29","X","","","","","","","","","","","","","",""
"USW00093115","1979","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","","","","","45","X","21","X","0","","0","X","","","","","0","X","172","X","0","X","","","0",",X,1231,+","0",",X,1231,+","53.6",",X,0131,","30.6","X,0918,","","","","","","","","","","","219.1",",X","0",",X","","","20.80","X","","","","","","","","","","","","","",""
"USW00093115","1980","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","334.8","","334.8","X","46","X","31","X","0","","0","X","0","X","0","X","0","X","201","X","3","X","5.6","X,1210,","0",",X,1231,+","0",",X,1231,+","47.5",",X,0129,","32.2","X,0810,+","","","","","","","","","","","326.9",",X","0",",X","17.55","X","21.88","X","13.22","X","","","","","140","X","","","","","25.2","X"
"USW00093115","1982","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","","","","","46","X","27","X","0","","0","X","","","","","","","","","","","","","0",",X,1231,+","0","T,X,0318,","26.7",",X,0317,","","","","","","","","","","","","","250.9",",X","0","T,X","","","","","","","","","","","280","X","","","","","21.1","X"
"USW00093115","1983","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","","","","","51","X","32","X","0","","0","X","","","","","","","","","","","","","0",",X,1231,+","0",",X,1231,+","42.4",",X,0302,","","","","","","","","","","","","","356.4",",X","0",",X","","","","","","","","","","","220","X","","","","","26.7","X"
"USW00093115","1984","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","","","","","38","X","22","X","0","","0","X","","","","","","","","","","","","","0",",X,1231,+","0",",X,1231,+","58.2",",X,1227,","","","","","","","","","","","","","264.7",",X","0",",X","","","","","","","","","","","320","X","","","","","17.5","X"
"USW00093115","1985","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","","","","","34","X","16","X","0","","0","X","","","","","","","","","","","","","0",",X,1231,+","0",",X,1231,+","73.2",",X,1125,","","","","","","","","","","","","","232.9",",X","0",",X","","","","","","","","","","","260","X","","","","","20.6","X"
"USW00093115","2009","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","2.9","W","145.1","","145.1","W","","","","","","","","","0","W","0","W","0","W","152","W","2","W","2.8","W,1204,+","","","","","","","32.8","W,0827,+","","","","","","","","","","","","","","","15.77","W","20.13","W","11.42","W","280","W","210","W","","","21.9","W","58.1","W","",""
"USW00093115","2010","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1110.8","","1110.8","W","","","","","","","","","","","","","","","","","","","","","",""
"USW00093115","2013","32.56667","-117.11667","7.3","IMPERIAL BEACH REAM FIELD NAS, CA US","2.9","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","W","330","W","","","28.2","W","68.4","W","",""
