"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00081654","1963","26.74222","-80.94","6.1","CLEWISTON, FL US","1862.4","","1862.4","0","97","0","58","0","0","","0","0","0","0","0","0","0","0","314","0","112","0","2.2","0,1225,","0",",0,1231,+","0",",0,1231,+","60.7",",0,0909,","36.1","0,0817,","1369.9","0","","","","","","","","","262.1","","262.1","0","","","","","783.4",",0","0",",0","22.68","0","28.20","0","17.16","0","",""
"USC00081654","1964","26.74222","-80.94","6.1","CLEWISTON, FL US","2089.0","","2089.0","0","104","0","72","0","0","","0","0","0","0","1","0","0","0","334","0","105","0","-0.6","0,0115,","0",",0,1231,+","0",",0,1231,+","108.7",",0,0426,","36.1","0,0714,+","1289.0","0","","","","","-0.6","0,0115","","","301.1","","301.1","0","     21.85","0,P,N","     27.21","0,P,N","975.7",",0","0",",0","23.59","0","28.54","0","18.64","0","",""
"USC00081654","1965","26.74222","-80.94","6.1","CLEWISTON, FL US","2002.7","","2002.7","0","105","0","72","0","0","","0","0","0","0","1","0","0","0","339","0","100","0","0.0","0,0118,","0",",0,1231,+","0",",0,1231,+","151.1",",0,0612,","35.6","0,0829,","1305.8","0","","","","","0.0","0,0118","","","117.8","","117.8","0","     21.66","0,P,N","     26.99","0,P,N","1311.0",",0","0",",0","23.47","0","28.70","0","18.24","0","",""
"USC00081654","1966","26.74222","-80.94","6.1","CLEWISTON, FL US","1901.2","","1901.2","0","133","0","92","0","0","","0","0","0","0","0","0","0","0","328","0","94","0","2.2","0,0205,+","0",",0,1231,+","0",",0,1231,+","70.1",",0,0827,","35.6","0,0806,","","","","","","","","","","","163.9","","163.9","0","     21.44","0,P,N","     26.40","0,P,N","1394.2",",0","0",",0","22.94","0","27.81","0","18.07","0","",""
"USC00081654","1967","26.74222","-80.94","6.1","CLEWISTON, FL US","1993.8","","1993.8","0","111","0","74","0","0","","0","0","0","0","1","0","0","0","349","0","100","0","-0.6","0,0226,","0",",0,1231,+","0",",0,1231,+","58.2",",0,0607,","36.1","0,0516,+","1414.1","0","","","","","-0.6","0,0226","","","163.1","","163.1","0","     21.68","0,P,N","     26.44","0,P,N","1079.6",",0","0",",0","23.51","0","28.96","0","18.06","0","",""
"USC00081654","1968","26.74222","-80.94","6.1","CLEWISTON, FL US","1824.8","","1824.8","0","113","0","77","0","0","","0","0","0","0","2","0","0","0","310","0","77","0","-1.1","0,1216,","0",",0,1231,+","0",",0,1231,+","72.4",",0,0604,","35.0","0,0819,+","","","-1.1","0,1216","","","0.0","0,0302","","","210.2","","210.2","0","","","","","1144.5",",0","0",",0","22.39","0","27.49","0","17.29","0","",""
"USC00081654","1969","26.74222","-80.94","6.1","CLEWISTON, FL US","1848.9","","1848.9","0","124","0","79","0","0","","0","0","0","0","0","0","0","0","313","0","88","0","4.4","0,1227,","0",",0,1231,+","0",",0,1231,+","54.4",",0,1003,","35.0","0,0823,+","1371.4","0","","","","","","","","","306.3","","306.3","0","","","","","1247.8",",0","0",",0","22.62","0","27.39","0","17.84","0","19866","0"
"USC00081654","1970","26.74222","-80.94","6.1","CLEWISTON, FL US","1920.7","","1920.7","0","85","0","62","0","0","","0","0","0","0","1","0","0","0","322","0","100","0","0.0","0,0111,","0",",0,1231,+","0",",0,1231,+","125.2",",0,0326,","36.1","0,0801,","1520.5","0","","","","","0.0","0,0111","","","319.8","","319.8","0","     18.32","0,P,N","     31.41","0,P,N","1201.8",",0","0",",0","22.73","0","27.97","0","17.50","0","18247","0"
"USC00081654","1971","26.74222","-80.94","6.1","CLEWISTON, FL US","1982.3","","1982.3","0","107","0","68","0","0","","0","0","0","0","0","0","0","0","345","0","104","0","0.6","0,0120,","0",",0,1231,+","0",",0,1231,+","66.0",",0,0515,","35.6","0,0721,","1546.9","0","","","","","","","","","246.1","","246.1","0","     18.75","0,P,N","     31.61","0,P,N","943.8",",0","0",",0","23.29","0","28.99","0","17.58","0","17923","0"
"USC00081654","1972","26.74222","-80.94","6.1","CLEWISTON, FL US","2107.4","","2107.4","0","89","0","61","0","0","","0","0","0","0","0","0","0","0","344","0","90","0","1.7","0,0220,","0",",0,1231,+","0",",0,1231,+","111.8",",0,0619,","36.1","0,0729,","1614.6","0","","","","","","","","","54.6","","54.6","0","     19.07","0,P,N","     31.22","0,P,N","1016.1",",0","0",",0","23.77","0","29.13","0","18.42","0","17900","0"
"USC00081654","1973","26.74222","-80.94","6.1","CLEWISTON, FL US","2008.0","","2008.0","0","107","0","74","0","0","","0","0","0","0","0","0","0","0","329","0","96","0","2.2","0,0211,","0",",0,1231,+","0",",0,1231,+","67.8",",0,0510,","36.7","0,0530,+","1493.8","0","","","","","","","","","233.9","","233.9","0","     17.89","0,P,N","     30.29","0,P,N","1005.8",",0","0",",0","23.10","0","28.38","0","17.81","0","14840","0"
"USC00081654","1974","26.74222","-80.94","6.1","CLEWISTON, FL US","2040.0","","2040.0","0","102","0","69","0","0","","0","0","0","0","0","0","0","0","350","0","96","0","2.2","0,0211,","0",",0,1231,+","0",",0,1231,+","148.1",",0,0626,","36.1","0,0926,","","","","","","","","","","","146.3","","146.3","0","","","","","1257.8",",0","0",",0","23.56","0","28.97","0","18.14","0","14139","0"
"USC00081654","1975","26.74222","-80.94","6.1","CLEWISTON, FL US","2206.6","","2206.6","0","117","0","69","0","0","","0","0","0","0","0","0","0","0","344","0","122","0","3.3","0,1223,+","0",",0,1231,+","0",",0,1231,+","74.7",",0,0717,","35.6","0,0709,+","1599.0","0","","","","","","","","","98.2","","98.2","0","     18.93","0,P,N","     32.23","0,P,N","1102.1",",0","0",",0","24.01","0","29.44","0","18.58","0","14970","0"
"USC00081654","1976","26.74222","-80.94","6.1","CLEWISTON, FL US","1886.6","","1886.6","0","107","0","58","0","0","","0","0","0","0","0","0","0","0","331","0","94","0","2.2","0,0118,","0",",0,1231,+","0",",0,1231,+","81.8",",0,0603,","36.1","0,1009,","1588.6","0","","","","","","","","","237.9","","237.9","0","     17.67","0,P,N","     30.61","0,P,N","805.0",",0","0",",0","22.83","0","28.18","0","17.48","0","",""
"USC00081654","1977","26.74222","-80.94","6.1","CLEWISTON, FL US","1990.9","","1990.9","0","104","0","66","0","0","","0","0","0","0","4","0","0","0","324","0","117","0","-2.8","0,0120,","0",",0,1231,+","0",",0,1231,+","154.7",",0,1104,","36.1","0,0821,","1663.0","0","","","","","-2.2","0,0121","-2.2","0,0121","323.3","","323.3","0","     17.68","0,P,N","     30.86","0,P,N","1494.3",",0","0",",0","22.91","0","28.25","0","17.56","0","21897","0"
"USC00081654","1978","26.74222","-80.94","6.1","CLEWISTON, FL US","2076.1","","2076.1","0","107","0","75","0","0","","0","0","0","0","2","0","0","0","321","0","115","0","0.0","0,0224,+","0",",0,1231,+","0",",0,1231,+","73.4",",0,0506,","36.1","0,0504,","1529.8","0","","","","","0.0","0,0224","","","357.6","","357.6","0","     18.14","0,P,N","     31.91","0,P,N","1291.0",",0","0",",0","23.19","0","28.14","0","18.23","0","",""
"USC00081654","1979","26.74222","-80.94","6.1","CLEWISTON, FL US","2116.8","","2116.8","0","90","0","66","0","0","","0","0","0","0","0","0","0","0","335","0","127","0","2.2","0,0103,","0",",0,1231,+","0",",0,1231,+","60.7",",0,0904,","35.6","0,0813,+","","","","","","","","","","","149.2","","149.2","0","     18.29","0,P,N","","","1061.8",",0","0",",0","23.60","0","28.54","0","18.66","0","20809","0"
"USC00081654","1980","26.74222","-80.94","6.1","CLEWISTON, FL US","2100.9","","2100.9","0","98","0","73","0","0","","0","0","0","0","2","0","0","0","325","0","126","0","-1.7","0,0303,","0",",0,1231,+","0",",0,1231,+","69.1",",0,0113,","37.8","0,0714,","1550.6","0","","","","","-1.1","0,0304","","","229.8","","229.8","0","","","","","1015.2",",0","0",",0","23.34","0","28.54","0","18.14","0","21712","0"
"USC00081654","1981","26.74222","-80.94","6.1","CLEWISTON, FL US","2056.2","","2056.2","0","83","0","58","0","0","","0","0","0","0","6","0","0","0","326","0","128","0","-1.7","0,1220,","0",",0,1231,+","0",",0,1231,+","54.6",",0,0608,","38.3","0,0716,","1641.8","0","0.0","0,1211","","","-0.6","0,0114","","","340.3","","340.3","0","     17.26","0,P,N","","","819.5",",0","0",",0","22.93","0","28.75","0","17.11","0","22433","0"
"USC00081654","1982","26.74222","-80.94","6.1","CLEWISTON, FL US","2274.6","","2274.6","0","130","0","82","0","0","","0","0","0","0","2","0","0","0","350","0","120","0","-3.3","0,0112,","0",",0,1231,+","0",",0,1231,+","243.8",",0,0527,","36.7","0,0420,","1552.1","0","","","","","-0.6","0,0113","-3.3","0,0112","207.1","","207.1","0","     19.74","0,P,N","     31.63","0,P,N","1411.6",",0","0",",0","24.28","0","29.42","0","19.12","0","22385","0"
"USC00081654","1983","26.74222","-80.94","6.1","CLEWISTON, FL US","2006.1","","2006.1","0","117","0","81","0","","","0","0","0","0","2","0","0","0","328","0","115","0","-0.6","0,1226,","","","0",",0,1231,+","93.2",",0,0609,","36.1","0,0813,+","1509.1","0","-0.6","0,1226","","","","","","","185.9","","185.9","0","","","","","1425.1",",0","0",",0","23.23","0","28.25","0","18.21","0","20918","0"
"USC00081654","1984","26.74222","-80.94","6.1","CLEWISTON, FL US","2002.7","","2002.7","0","96","0","63","0","","","0","0","0","0","0","0","0","0","335","0","91","0","3.3","0,0105,","","","0",",0,1231,+","103.6",",0,0324,","36.1","0,0823,","1663.4","0","","","","","","","","","214.6","","214.6","0","     18.67","0,P,N","     31.43","0,P,N","1351.8",",0","0",",0","23.35","0","28.38","0","18.31","0","21099","0"
"USC00081654","1985","26.74222","-80.94","6.1","CLEWISTON, FL US","2202.8","","2202.8","0","120","0","74","0","0","","0","0","0","0","3","0","0","0","325","0","127","0","-1.1","0,0123,+","0",",0,1231,+","0",",0,1231,+","60.7",",0,0525,","37.2","0,0707,","1617.9","0","","","","","-0.6","0,0124","","","196.7","","196.7","0","     18.66","0,P,N","     31.96","0,P,N","1275.0",",0","0",",0","23.77","0","29.19","0","18.34","0","19530","0"
"USC00081654","1986","26.74222","-80.94","6.1","CLEWISTON, FL US","2146.0","","2146.0","0","115","0","83","0","0","","0","0","0","0","2","0","0","0","347","0","110","0","-1.7","0,0302,","0",",0,1231,+","0",",0,1231,+","86.4",",0,0311,","36.1","0,0817,+","1601.1","0","","","","","-1.7","0,0302","","","192.0","","192.0","0","     19.40","0,P,N","     32.63","0,P,N","1234.2",",0","0",",0","23.86","0","29.19","0","18.52","0","17536","0"
"USC00081654","1987","26.74222","-80.94","6.1","CLEWISTON, FL US","1987.9","","1987.9","0","91","0","68","0","0","","0","0","0","0","0","0","0","0","330","0","105","0","2.8","0,0128,+","0",",0,1231,+","0",",0,1231,+","108.7",",0,1104,","37.2","0,0807,+","1619.6","0","","","","","","","","","159.7","","159.7","0","","","","","1077.6",",0","0",",0","23.23","0","28.30","0","18.17","0","20838","0"
"USC00081654","1988","26.74222","-80.94","6.1","CLEWISTON, FL US","1975.6","","1975.6","0","99","0","73","0","0","","0","0","0","0","0","0","0","0","326","0","102","0","3.3","0,0127,","0",",0,1231,+","0",",0,1231,+","112.5",",0,0827,","35.6","0,0905,","","","","","","","","","","","215.1","","215.1","0","     18.82","0,P,N","     31.21","0,P,N","1176.5",",0","0",",0","23.13","0","28.09","0","18.17","0","",""
"USC00081654","1989","26.74222","-80.94","6.1","CLEWISTON, FL US","2178.9","","2178.9","0","89","0","61","0","","","0","0","0","0","3","0","0","0","334","0","135","0","-3.3","0,1224,","","","0",",0,1231,+","66.0",",0,0903,","38.3","0,0610,","","","-3.3","0,1224","-3.3","0,1224","","","","","131.4","","131.4","0","","","","","1165.3",",0","0",",0","23.69","0","29.19","0","18.19","0","17578","0"
"USC00081654","1990","26.74222","-80.94","6.1","CLEWISTON, FL US","2310.6","","2310.6","0","85","0","49","0","0","","0","0","0","0","0","0","0","0","360","0","132","0","5.6","0,1212,+","0",",0,1231,+","0",",0,1231,+","60.2",",0,0608,","36.7","0,0809,","","","","","","","","","","","158.5","","158.5","0","     19.97","0,P,N","     32.81","0,P,N","987.4",",0","0",",0","24.52","0","29.87","0","19.17","0","21232","0"
"USC00081654","1991","26.74222","-80.94","6.1","CLEWISTON, FL US","2174.1","","2174.1","0","104","0","69","0","0","","0","0","0","0","0","0","0","0","345","0","80","0","3.9","0,0217,+","0",",0,1231,+","0",",0,1231,+","97.8",",0,0116,","35.0","0,0822,","1215.7","0","","","","","","","","","88.6","","88.6","0","     19.56","0,P,N","     32.26","0,P,N","1208.8",",0","0",",0","24.03","0","28.59","0","19.47","0","",""
"USC00081654","1992","26.74222","-80.94","6.1","CLEWISTON, FL US","1970.3","","1970.3","0","98","0","70","0","0","","0","0","0","0","0","0","0","0","337","0","65","0","5.6","0,0117,","0",",0,1231,+","0",",0,1231,+","84.1",",0,0626,","36.7","0,0901,","1168.8","0","","","","","","","","","154.0","","154.0","0","","","","","1165.6",",0","0",",0","23.33","0","27.75","0","18.90","0","24030","0"
"USC00081654","1993","26.74222","-80.94","6.1","CLEWISTON, FL US","1940.9","","1940.9","0","109","0","68","0","0","","0","0","0","0","0","0","0","0","333","0","93","0","5.6","0,0314,","0",",0,1231,+","0",",0,1231,+","70.1",",0,0716,","36.7","0,0723,","1332.0","0","","","","","","","","","101.8","","101.8","0","     19.42","0,P,N","     31.16","0,P,N","1206.6",",0","0",",0","23.46","0","27.97","0","18.95","0","24751","0"
"USC00081654","1994","26.74222","-80.94","6.1","CLEWISTON, FL US","2240.8","","2240.8","0","141","0","89","0","0","","0","0","0","0","0","0","0","0","340","0","92","0","5.6","0,0116,+","0",",0,1231,+","0",",0,1231,+","75.7",",0,1116,","37.8","0,0728,","1717.1","0","","","","","","","","","161.6","","161.6","0","     20.24","0,P,N","     32.30","0,P,N","1280.1",",0","0",",0","24.20","0","28.80","0","19.59","0","",""
"USC00081654","1996","26.74222","-80.94","6.1","CLEWISTON, FL US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"USC00081654","1997","26.74222","-80.94","6.1","CLEWISTON, FL US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"USC00081654","1999","26.74222","-80.94","6.1","CLEWISTON, FL US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"USC00081654","2002","26.74222","-80.94","6.1","CLEWISTON, FL US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
