"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00088754","1913","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1302.8","","1302.8","6","101","6","83","6","0","6","5","6","0","6","278","6","80","6","-1.1","6,1209,","63.5",",6,0101,","38.9","6,0718,","-0.6","6,1110","","","","","","","","","","","","","","","","","647.1","","647.1","6","1292.1",",6","20.11","6","25.91","6","14.30","6"
"USC00088754","1914","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1417.2","","1417.2","6","","","","","0","6","14","6","0","6","275","6","84","6","-3.9","6,1121,","","","40.0","6,0624,","-3.3","6,1120","-3.3","6,1120","","","","","-0.6","6,0309","-2.8","6,0107","","","","","","","765.8","","765.8","6","","","19.84","6","25.86","6","13.81","6"
"USC00088754","1915","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","","","","","0","6","8","6","0","6","261","6","108","6","-2.8","6,1221,","","","38.3","6,0622,","-2.8","6,1221","-2.8","6,1221","","","","","-1.1","6,0323","","","","","","","","","","","","","","","20.11","6","25.95","6","14.28","6"
"USC00088754","1916","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","","","","","0","6","13","6","0","6","288","6","62","6","-2.8","6,1216,+","","","37.2","6,0527,","-1.7","6,1116","-2.8","6,1216","","","","","0.0","6,0216","-2.8","6,0203","","","","","","","564.3","","564.3","6","","","20.42","6","26.34","6","14.50","6"
"USC00088754","1917","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1317.0","","1317.0","6","","","","","0","6","15","6","1","6","288","6","85","6","-9.4","6,0203,","","","38.3","6,0909,","0.0","6,1125","-4.4","6,1209","-4.4","6,1209","","","-1.1","6,0306","-6.7","6,0206","-6.7","6,0206","-6.7","6,0206","-9.4","6,0203","","","","","","","20.00","6","25.94","6","14.06","6"
"USC00088754","1918","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1438.8","","1438.8","6","","","","","0","6","19","6","0","6","282","6","89","6","-7.8","6,0114,+","","","38.3","6,0823,+","0.0","6,1226","-2.2","6,1229","","","","","-1.1","6,0413","-2.8","6,0124","-5.0","6,0115","-7.8","6,0114","","","800.8","","800.8","6","","","20.26","6","26.20","6","14.31","6"
"USC00088754","1919","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1417.8","","1417.8","6","","","","","0","6","13","6","0","6","273","6","57","6","-7.2","6,0104,","","","35.0","6,0808,+","0.0","6,1215","","","","","","","-0.6","6,0217","-2.2","6,0107","-6.7","6,0106","-6.7","6,0106","","","675.5","","675.5","6","","","20.35","6","25.73","6","14.97","6"
"USC00088754","1920","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1292.7","","1292.7","6","131","6","93","6","0","6","17","6","0","6","251","6","48","6","-4.4","6,0217,+","108.0",",6,1227,","37.2","6,0615,","-0.6","6,1118","","","","","","","-2.2","6,0308","-2.2","6,0308","-4.4","6,0217","","","","","792.9","","792.9","6","1589.3",",6","19.31","6","24.55","6","14.07","6"
"USC00088754","1921","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","99","6","79","6","0","6","0","6","0","6","285","6","85","6","0.6","6,0116,+","66.0",",6,0516,","36.7","6,0627,+","","","","","","","","","","","","","","","","","","","696.5","","696.5","6","995.7",",6","20.91","6","26.46","6","15.35","6"
"USC00088754","1922","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1431.7","","1431.7","6","","","","","0","6","8","6","0","6","291","6","58","6","-2.8","6,0208,+","","","36.7","6,0615,+","","","","","","","","","-0.6","6,0217","-2.8","6,0208","","","","","","","","","","","","","20.67","6","25.74","6","15.59","6"
"USC00088754","1923","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1238.8","","1238.8","6","","","","","0","6","4","6","0","6","270","6","40","6","-4.4","6,0219,","","","35.6","6,0713,","","","","","","","","","-1.1","6,0320","-4.4","6,0219","-4.4","6,0219","","","","","487.8","","487.8","6","","","20.05","6","25.37","6","14.73","6"
"USC00088754","1924","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","118","6","86","6","","","","","","","","","","","","","218.4",",6,0916,","","","","","","","","","","","","","","","","","","","","","","","","","1921.0",",6","","","","","",""
"USC00088754","1925","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","108","6","80","6","0","6","9","6","0","6","262","6","101","6","-6.7","6,1228,","82.6",",6,0217,","38.3","6,0905,","-1.7","6,1124","-2.8","6,1223","-6.7","6,1228","-6.7","6,1228","-1.7","6,0303","","","","","","","","","","","","","1123.7",",6","20.71","6","26.27","6","15.14","6"
"USC00088754","1926","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","103","6","75","6","","","","","","","","","","","","","66.0",",6,0921,","","","","","","","","","","","","","","","","","","","","","","","","","1325.0",",6","","","","","",""
"USC00088754","1927","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1604.3","","1604.3","6","89","6","71","6","0","6","19","6","0","6","305","6","135","6","-9.4","6,0116,","57.2",",6,1203,","39.4","6,0605,+","0.0","6,1119","-4.4","6,1209","-4.4","6,1209","","","-0.6","6,0304","-2.2","6,0303","-4.4","6,0117","-9.4","6,0116","-9.4","6,0116","","","","","1171.1",",6","21.12","6","28.14","6","14.10","6"
"USC00088754","1928","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1300.8","","1300.8","6","108","6","90","6","0","6","24","6","0","6","279","6","97","6","-9.4","6,0103,","90.2",",6,0815,","36.1","6,0730,+","-0.6","6,1121","-2.2","6,1126","","","","","-2.2","6,0220","-2.2","6,0220","-6.7","6,0219","-6.7","6,0219","-9.4","6,0103","776.0","","776.0","6","1766.7",",6","19.47","6","25.87","6","13.07","6"
"USC00088754","1929","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1371.8","","1371.8","6","110","6","86","6","0","6","16","6","0","6","284","6","84","6","-6.7","6,1220,","108.0",",6,1001,","36.7","6,0621,","-5.0","6,1130","-5.0","6,1130","-5.0","6,1130","-6.7","6,1220","-1.7","6,0212","-2.2","6,0113","","","","","","","710.1","","710.1","6","1552.9",",6","20.05","6","26.27","6","13.83","6"
"USC00088754","1930","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","111","6","78","6","0","6","11","6","0","6","260","6","96","6","-3.3","6,0124,","196.9",",6,1117,","39.4","6,0711,","-1.7","6,1127","","","","","","","-0.6","6,0304","-3.3","6,0124","","","","","","","","","","","1557.0",",6","19.87","6","25.61","6","14.12","6"
"USC00088754","1931","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","94","6","61","6","","","","","0","6","296","6","115","6","","","53.3",",6,1231,","40.0","6,0703,+","","","","","","","","","","","","","","","","","","","","","","","965.7",",6","","","27.43","6","",""
"USC00088754","1932","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","129","6","87","6","0","6","9","6","0","6","302","6","90","6","-4.4","6,0310,","95.3",",6,0915,","40.0","6,0715,","0.0","6,1114","","","","","","","0.0","6,0315","-3.3","6,0314","-4.4","6,0310","","","","","","","","","1640.9",",6","21.18","6","27.06","6","15.30","6"
"USC00088754","1933","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1677.4","","1677.4","6","107","6","68","6","0","6","4","6","0","6","300","6","121","6","-7.2","6,0209,","80.0",",6,0415,","40.0","6,0620,","","","","","","","","","-1.7","6,0212","-7.2","6,0209","-7.2","6,0209","-7.2","6,0209","","","","","","","1174.8",",6","21.47","6","27.68","6","15.26","6"
"USC00088754","1934","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1493.1","","1493.1","6","","","","","0","6","15","6","0","6","276","6","94","6","-6.7","6,1212,","","","37.2","6,0614,","0.0","6,1113","-2.2","6,1208","-6.7","6,1212","-6.7","6,1212","-1.1","6,0312","-2.2","6,0311","-5.0","6,0131","","","","","599.0","","599.0","6","","","20.33","6","26.42","6","14.23","6"
"USC00088754","1935","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1570.1","","1570.1","6","","","","","0","6","24","6","0","6","287","6","92","6","-5.6","6,1227,+","","","37.2","6,0808,+","0.0","6,1123","-2.2","6,1203","-4.4","6,1221","","","-2.2","6,0301","-2.2","6,0301","-4.4","6,0228","","","","","621.4","","621.4","6","","","20.38","6","26.38","6","14.38","6"
"USC00088754","1936","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1562.7","","1562.7","6","114","6","66","6","0","6","13","6","0","6","277","6","109","6","-5.0","6,0201,+","91.9",",6,0813,","37.2","6,0727,+","-0.6","6,1127","-3.9","6,1128","","","","","-1.1","6,0219","-3.3","6,0211","-5.0","6,0201","","","","","861.9","","861.9","6","1201.1",",6","20.46","6","26.33","6","14.59","6"
"USC00088754","1937","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1410.8","","1410.8","6","129","6","84","6","0","6","12","6","0","6","283","6","97","6","-7.8","6,1207,","71.4",",6,0606,","37.8","6,0529,","0.0","6,1118","-4.4","6,1121","-4.4","6,1121","-7.8","6,1207","-0.6","6,0316","","","","","","","","","577.8","","577.8","6","1545.0",",6","20.17","6","25.91","6","14.43","6"
"USC00088754","1938","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","110","6","68","6","0","6","13","6","0","6","300","6","87","6","-5.0","6,0127,","53.8",",6,0621,","38.9","6,0825,","-1.1","6,1125","-3.3","6,1128","","","","","-1.1","6,0301","-4.4","6,0128","-4.4","6,0128","","","","","","","","","1024.1",",6","20.67","6","26.80","6","14.54","6"
"USC00088754","1939","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","126","6","87","6","0","6","5","6","0","6","296","6","62","6","-2.8","6,0224,+","74.9",",6,0425,","36.7","6,0911,","-1.7","6,1230","","","","","","","-2.8","6,0224","-2.8","6,0224","","","","","","","","","","","1815.4",",6","20.54","6","26.17","6","14.92","6"
"USC00088754","1940","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1161.6","","1161.6","6","","","","","0","6","34","6","0","6","259","6","54","6","-9.4","6,0127,","","","36.1","6,0813,+","-1.1","6,1109","-2.8","6,1115","-5.6","6,1116","","","0.0","6,0309","-2.2","6,0203","-4.4","6,0129","-7.8","6,0128","-9.4","6,0127","1040.8","","1040.8","6","","","18.60","6","24.37","6","12.84","6"
"USC00088754","1941","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","1635.4","","1635.4","6","","","","","0","6","23","6","0","6","267","6","97","6","-3.9","6,0210,","","","38.3","6,0611,+","0.0","6,1215","","","","","","","-1.1","6,0302","-2.8","6,0301","","","","","","","912.4","","912.4","6","","","20.32","6","26.26","6","14.38","6"
"USC00088754","1942","30.43333","-84.28333","58.5","TALLAHASSEE, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","783.6","","783.6","6","","","","","","","",""
