"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013867","1936","39.2811","-81.5572","189.0","PARKERSBURG, WV US","793.0","","793.0","0","129","0","78","0","35","","13","0","11","0","113","0","30","0","179","0","51","0","-26.7","0,0123,","330",",0,0119,","318",",0,0119,","36.8",",0,0405,","39.4","0,0714,","-0.6","0,1027","-2.8","0,1028","-5.0","0,1118","-7.2","0,1127","","","-1.7","0,0423","-2.2","0,0422","-4.4","0,0306","-7.8","0,0223","-9.4","0,0221","3097.7","","3097.7","0","801.8",",0","","","1089",",0","12.37","0","18.22","0","6.52","0","","","","","",""
"USW00013867","1937","39.2811","-81.5572","189.0","PARKERSBURG, WV US","600.5","","600.5","0","160","0","93","0","21","","10","0","0","0","99","0","22","0","156","0","21","0","-16.7","0,1212,","152",",0,0314,","114",",0,0314,","54.9",",0,0621,","34.4","0,0820,+","-0.6","0,1014","-2.2","0,1015","-8.3","0,1120","-8.3","0,1120","-8.9","0,1206","-1.7","0,0412","-2.2","0,0330","-6.7","0,0327","-6.7","0,0327","-10.0","0,0225","2590.5","","2590.5","0","1019.2",",0","","","669",",0","12.28","0","17.54","0","7.02","0","","","","","",""
"USW00013867","1938","39.2811","-81.5572","189.0","PARKERSBURG, WV US","575.5","","575.5","0","134","0","76","0","9","","3","0","0","0","90","0","12","0","187","0","17","0","-13.3","0,0126,","152",",0,1124,","163",",0,1124,","32.8",",0,0912,","33.9","0,0708,","0.0","0,1008","-2.8","0,1109","-5.6","0,1124","-9.4","0,1125","-9.4","0,1125","-0.6","0,0512","-3.9","0,0311","-5.6","0,0304","-8.3","0,0228","-10.0","0,0201","2623.0","","2623.0","0","865.5",",0","","","317",",0","13.30","0","18.91","0","7.68","0","","","","","",""
"USW00013867","1939","39.2811","-81.5572","189.0","PARKERSBURG, WV US","724.3","","724.3","0","132","0","74","0","12","","4","0","0","0","101","0","16","0","174","0","30","0","-14.4","0,0223,","127",",0,1227,","152",",0,1227,","37.8",",0,0415,","36.7","0,0908,","-2.2","0,1015","-2.2","0,1015","-5.0","0,1127","-6.7","0,1223","-11.7","0,1231","0.0","0,0414","-2.8","0,0408","-8.9","0,0319","-8.9","0,0319","-8.9","0,0319","2508.7","","2508.7","0","944.2",",0","","","442",",0","13.35","0","19.13","0","7.58","0","","","","","",""
"USW00013867","1940","39.2811","-81.5572","189.0","PARKERSBURG, WV US","559.6","","559.6","0","142","0","80","0","39","","8","0","2","0","103","0","33","0","162","0","30","0","-21.1","0,0119,","279",",0,0214,","241",",0,0214,","40.4",",0,0419,","36.1","0,0730,+","-1.1","0,1021","-4.4","0,1109","-4.4","0,1109","-11.1","0,1203","-11.1","0,1203","-3.3","0,0414","-3.3","0,0414","-4.4","0,0413","-10.0","0,0326","-10.0","0,0326","3035.8","","3035.8","0","1024.5",",0","","","814",",0","11.56","0","16.99","0","6.13","0","","","","","",""
"USW00013867","1941","39.2811","-81.5572","189.0","PARKERSBURG, WV US","691.6","","691.6","0","125","0","71","0","15","","7","0","0","0","104","0","22","0","176","0","32","0","-12.2","0,0318,+","152",",0,0308,","112",",0,0308,","56.1",",0,0603,","36.7","0,0728,+","-0.6","0,1029","-2.8","0,1111","-4.4","0,1124","-6.7","0,1125","","","-8.3","0,0330","-8.3","0,0330","-8.3","0,0330","-8.3","0,0330","-12.2","0,0318","2725.9","","2725.9","0","802.0",",0","","","512",",0","12.87","0","18.58","0","7.15","0","","","","","",""
"USW00013867","1942","39.2811","-81.5572","189.0","PARKERSBURG, WV US","667.8","","667.8","0","140","0","90","0","27","","7","0","4","0","93","0","26","0","172","0","23","0","-21.7","0,0108,","152",",0,1220,+","163",",0,0303,","38.6",",0,1229,","35.6","0,0717,","0.0","0,0929","-2.2","0,1028","-5.6","0,1114","-11.7","0,1202","-11.7","0,1202","-0.6","0,0413","-2.8","0,0329","-5.0","0,0224","-9.4","0,0223","-9.4","0,0223","2548.9","","2548.9","0","1013.6",",0","","","654",",0","12.59","0","17.87","0","7.31","0","","","","","",""
"USW00013867","1943","39.2811","-81.5572","189.0","PARKERSBURG, WV US","664.7","","664.7","0","142","0","76","0","17","","10","0","1","0","113","0","25","0","167","0","35","0","-19.4","0,0304,","127",",0,0127,+","152",",0,0126,","43.9",",0,0717,","35.0","0,0901,","0.0","0,1020","-3.3","0,1112","-7.2","0,1114","-7.2","0,1114","-10.0","0,1214","0.0","0,0416","-2.8","0,0415","-4.4","0,0404","-8.3","0,0309","-12.8","0,0308","2766.1","","2766.1","0","869.2",",0","","","674",",0","12.20","0","17.96","0","6.43","0","","","","","",""
"USW00013867","1944","39.2811","-81.5572","189.0","PARKERSBURG, WV US","740.9","","740.9","0","149","0","87","0","23","","8","0","0","0","112","0","20","0","173","0","44","0","-13.9","0,1222,","229",",0,1212,","140",",0,1211,","39.1",",0,0222,","37.2","0,0812,","0.0","0,1016","-3.9","0,1107","-4.4","0,1125","-9.4","0,1203","-9.4","0,1203","-2.2","0,0413","-2.2","0,0413","-4.4","0,0405","-10.6","0,0310","-10.6","0,0310","2810.1","","2810.1","0","985.7",",0","","","621",",0","12.69","0","18.44","0","6.95","0","","","","","",""
"USW00013867","1945","39.2811","-81.5572","189.0","PARKERSBURG, WV US","606.2","","606.2","0","153","0","100","0","37","","9","0","0","0","97","0","29","0","179","0","28","0","-16.1","0,1216,","152",",0,1220,","94",",0,0217,","75.2",",0,0923,","35.0","0,0908,+","-0.6","0,1027","-3.3","0,1104","-4.4","0,1123","-8.3","0,1212","-9.4","0,1215","-2.2","0,0406","-2.2","0,0406","-4.4","0,0220","-11.1","0,0219","-11.1","0,0219","2797.1","","2797.1","0","1236.9",",0","","","720",",0","12.47","0","17.96","0","6.98","0","","","","","",""
"USW00013867","1946","39.2811","-81.5572","189.0","PARKERSBURG, WV US","489.6","","489.6","0","132","0","73","0","2","","2","0","0","0","81","0","9","0","187","0","18","0","-12.8","0,0215,+","25",",0,0215,+","30",",0,0220,","70.4",",0,0613,","35.0","0,0719,+","-0.6","0,1013","-2.2","0,1118","-5.6","0,1201","-10.0","0,1202","-10.0","0,1202","-1.1","0,0413","-2.8","0,0312","-6.1","0,0225","-6.7","0,0216","-12.8","0,0215","2456.4","","2456.4","0","973.5",",0","","","171",",0","13.62","0","19.70","0","7.54","0","","","","","",""
"USW00013867","1947","39.2811","-81.5572","189.0","PARKERSBURG, WV US","637.0","","637.0","0","137","0","80","0","29","","8","0","0","0","109","0","24","0","174","0","22","0","-16.7","0,0208,","152",",0,0207,","119",",0,0220,","84.8",",0,0727,","35.0","0,0811,+","0.0","0,1002","-2.8","0,1114","-7.8","0,1130","-7.8","0,1130","-9.4","0,1201","-1.7","0,0510","-3.3","0,0331","-5.0","0,0328","-13.3","0,0228","-13.3","0,0228","2600.7","","2600.7","0","1101.3",",0","","","750",",0","12.37","0","17.88","0","6.85","0","","","","","",""
"USW00013867","1948","39.2811","-81.5572","189.0","PARKERSBURG, WV US","595.4","","595.4","0","142","0","90","0","33","","15","0","4","0","95","0","21","0","175","0","21","0","-23.3","0,0128,","305",",0,0204,","262",",0,0204,","72.4",",0,0412,","37.8","0,0827,","-1.1","0,1018","-2.2","0,1125","-5.0","0,1209","-6.7","0,1211","-10.0","0,1225","-1.7","0,0410","-2.8","0,0329","-8.9","0,0313","-8.9","0,0313","-8.9","0,0313","2646.3","","2646.3","0","1255.4",",0","","","1128",",0","12.77","0","18.54","0","6.99","0","","","","","",""
"USW00013867","1949","39.2811","-81.5572","189.0","PARKERSBURG, WV US","687.0","","687.0","0","154","0","91","0","6","","2","0","0","0","85","0","4","0","177","0","28","0","-12.8","0,0130,","76",",0,0131,","71",",0,0131,","44.7",",0,1212,","36.1","0,0705,","-1.7","0,1027","-3.9","0,1121","-6.7","0,1122","-6.7","0,1122","-8.9","0,1215","-1.1","0,0417","-6.7","0,0320","-6.7","0,0320","-6.7","0,0320","-8.9","0,0203","2388.3","","2388.3","0","900.7",",0","","","218",",0","13.69","0","19.42","0","7.96","0","","","","","",""
"USW00013867","1950","39.2811","-81.5572","189.0","PARKERSBURG, WV US","450.6","","450.6","0","158","0","102","0","19","","7","0","0","0","108","0","24","0","179","0","7","0","-15.6","0,1228,+","711",",0,1127,","399",",0,1125,","67.8",",0,0616,","33.3","0,0817,+","-2.8","0,1111","-2.8","0,1111","-6.1","0,1112","-12.2","0,1124","-12.2","0,1124","-2.8","0,0416","-2.8","0,0416","-6.7","0,0414","-6.7","0,0414","-9.4","0,0310","2484.8","","2484.8","0","1270.6",",0","","","1078",",0","12.12","0","17.61","0","6.63","0","","","","","",""
"USW00013867","1951","39.2811","-81.5572","189.0","PARKERSBURG, WV US","585.5","","585.5","0","145","0","99","0","22","","6","0","3","0","104","0","18","0","180","0","22","0","-20.0","0,0203,","76",",0,1218,+","89",",0,1218,","47.2",",0,0913,","35.0","0,0722,+","-0.6","0,1029","-5.0","0,1103","-5.0","0,1103","-7.2","0,1119","-15.0","0,1215","-2.2","0,0418","-2.2","0,0418","-4.4","0,0322","-11.1","0,0210","-11.1","0,0210","2747.0","","2747.0","0","1040.7",",0","","","500",",0","12.60","0","18.54","0","6.66","0","","","","","",""
"USW00013867","1952","39.2811","-81.5572","189.0","PARKERSBURG, WV US","647.5","","647.5","0","128","0","82","0","5","","2","0","0","0","101","0","9","0","172","0","33","0","-11.1","0,0130,","102",",0,1130,","81",",0,1129,","51.3",",0,0630,","37.2","0,0728,","-1.7","0,1020","-6.1","0,1021","-6.1","0,1021","-7.2","0,1128","-10.0","0,1129","0.0","0,0409","-2.2","0,0328","-4.4","0,0315","-8.3","0,0131","-11.1","0,0130","2555.0","","2555.0","0","964.9",",0","","","280",",0","13.13","0","18.87","0","7.39","0","","","","","",""
"USW00013867","1953","39.2811","-81.5572","189.0","PARKERSBURG, WV US","678.2","","678.2","0","128","0","74","0","11","","5","0","0","0","84","0","7","0","186","0","43","0","-12.2","0,1218,","76",",0,0107,","56",",0,0106,","29.0",",0,0920,","38.9","0,0903,","0.0","0,1008","-4.4","0,1106","-4.4","0,1106","-6.7","0,1129","-11.7","0,1217","0.0","0,0421","-2.8","0,0310","-5.6","0,0309","-6.7","0,0308","-10.0","0,0218","2484.0","","2484.0","0","695.2",",0","","","388",",0","13.56","0","19.63","0","7.48","0","","","","","",""
"USW00013867","1954","39.2811","-81.5572","189.0","PARKERSBURG, WV US","709.7","","709.7","0","149","0","95","0","11","","6","0","0","0","103","0","14","0","179","0","36","0","-15.6","0,0113,","127",",0,0302,","178",",0,0301,","86.4",",0,1015,","38.9","0,0714,","-0.6","0,1031","-2.8","0,1102","-4.4","0,1203","-7.2","0,1206","-8.9","0,1207","-0.6","0,0409","-2.8","0,0404","-5.6","0,0322","-7.8","0,0306","-8.9","0,0212","2474.7","","2474.7","0","1117.1",",0","","","663",",0","13.19","0","18.93","0","7.45","0","","","","","",""
"USW00013867","1955","39.2811","-81.5572","189.0","PARKERSBURG, WV US","680.9","","680.9","0","132","0","77","0","12","","5","0","0","0","107","0","22","0","178","0","34","0","-17.2","0,0212,","102",",0,0212,+","107",",0,0211,","46.2",",0,0807,","37.2","0,0804,","0.0","0,1025","-2.2","0,1105","-4.4","0,1126","-10.6","0,1128","-10.6","0,1128","-1.1","0,0408","-2.8","0,0331","-5.0","0,0330","-7.2","0,0328","-8.9","0,0326","2574.9","","2574.9","0","904.1",",0","","","463",",0","12.92","0","18.73","0","7.12","0","","","","","",""
"USW00013867","1956","39.2811","-81.5572","189.0","PARKERSBURG, WV US","","","","","162","0","105","0","13","","4","0","","","","","","","","","","","","","102",",0,0117,","107",",0,0116,","35.3",",0,0307,","","","","","","","","","","","","","","","","","","","","","","","","","","","1131.6",",0","","","437",",0","","","","","","","","","","","",""
"USW00013867","1957","39.2811","-81.5572","189.0","PARKERSBURG, WV US","666.0","","666.0","0","151","0","85","0","14","","11","0","1","0","91","0","9","0","171","0","28","0","-22.8","0,0117,","76",",0,0114,","51",",0,0113,","45.5",",0,1118,","36.1","0,0902,+","0.0","0,1020","-2.2","0,1028","-5.0","0,1110","-7.8","0,1111","-13.3","0,1211","-3.3","0,0415","-3.3","0,0415","-6.1","0,0304","-7.2","0,0303","-8.9","0,0220","2478.5","","2478.5","0","922.4",",0","","","435",",0","12.88","0","18.52","0","7.23","0","","","","","",""
"USW00013867","1958","39.2811","-81.5572","189.0","PARKERSBURG, WV US","475.0","","475.0","0","155","0","82","0","21","","5","0","1","0","111","0","40","0","168","0","9","0","-18.9","0,0217,","76",",0,1129,","71",",0,1129,","47.0",",0,0626,","33.9","0,0704,","-1.1","0,1030","-2.8","0,1123","-5.0","0,1127","-12.2","0,1129","-12.2","0,1129","-1.7","0,0409","-3.3","0,0323","-11.1","0,0221","-11.1","0,0221","-11.1","0,0221","2870.8","","2870.8","0","1176.9",",0","","","534",",0","11.21","0","16.50","0","5.92","0","","","","","",""
"USW00013867","1959","39.2811","-81.5572","189.0","PARKERSBURG, WV US","794.5","","794.5","0","117","0","84","0","14","","8","0","1","0","106","0","19","0","180","0","39","0","-19.4","0,0105,","76",",0,1130,+","76",",0,0116,","43.9",",0,0513,","36.7","0,0823,+","-1.1","0,1029","-3.3","0,1103","-4.4","0,1108","-8.9","0,1117","-8.9","0,1117","0.0","0,0414","-3.9","0,0328","-6.7","0,0323","-6.7","0,0323","-8.9","0,0221","2810.3","","2810.3","0","850.3",",0","","","491",",0","13.05","0","19.06","0","7.03","0","","","","","",""
"USW00013867","1960","39.2811","-81.5572","189.0","PARKERSBURG, WV US","584.3","","584.3","0","132","0","82","0","45","","11","0","0","0","124","0","28","0","176","0","23","0","-16.7","0,1222,+","229",",0,0214,","203",",0,0213,","45.2",",0,0612,","34.4","0,0726,","-0.6","0,1021","-4.4","0,1025","-4.4","0,1025","-10.0","0,1202","-10.0","0,1202","0.0","0,0502","-3.3","0,0411","-4.4","0,0327","-8.3","0,0325","-8.9","0,0314","2861.6","","2861.6","0","828.7",",0","","","1002",",0","11.93","0","17.59","0","6.26","0","","","","","",""
"USW00013867","1961","39.2811","-81.5572","189.0","PARKERSBURG, WV US","599.9","","599.9","0","135","0","89","0","36","","10","0","2","0","92","0","20","0","166","0","25","0","-18.3","0,0125,","178",",0,0205,+","135",",0,0203,","58.7",",0,0731,","33.9","0,0913,+","-0.6","0,1108","-2.8","0,1109","-4.4","0,1122","-7.2","0,1129","-10.0","0,1214","0.0","0,0430","-2.8","0,0403","-5.6","0,0317","-8.9","0,0206","-8.9","0,0206","2799.4","","2799.4","0","1150.8",",0","","","750",",0","12.45","0","18.15","0","6.75","0","","","","","",""
"USW00013867","1962","39.2811","-81.5572","189.0","PARKERSBURG, WV US","621.7","","621.7","0","138","0","72","0","31","","13","0","5","0","112","0","26","0","169","0","18","0","-21.1","0,0111,","203",",0,1211,","102",",0,0201,","49.5",",0,0902,","36.7","0,0820,","-1.7","0,1025","-3.9","0,1026","-6.1","0,1027","-9.4","0,1209","-9.4","0,1209","-0.6","0,0421","-2.8","0,0417","-5.6","0,0308","-11.7","0,0302","-11.7","0,0302","2695.1","","2695.1","0","999.6",",0","","","780",",0","12.05","0","17.75","0","6.36","0","","","","","",""
"USW00013867","1963","39.2811","-81.5572","189.0","PARKERSBURG, WV US","429.4","","429.4","0","118","0","64","0","32","","9","0","9","0","113","0","40","0","182","0","11","0","-25.6","0,0124,","178",",0,0127,","127",",0,1223,","84.1",",0,0304,","33.9","0,0626,","0.0","0,1031","-3.3","0,1125","-12.2","0,1214","-12.2","0,1214","-12.2","0,1214","-1.1","0,0502","-4.4","0,0323","-4.4","0,0323","-16.1","0,0227","-16.1","0,0227","3057.1","","3057.1","0","753.4",",0","","","625",",0","11.28","0","17.44","0","5.12","0","","","","","",""
"USW00013867","1964","39.2811","-81.5572","189.0","PARKERSBURG, WV US","551.1","","551.1","0","132","0","74","0","23","","8","0","0","0","105","0","16","0","175","0","29","0","-14.4","0,0115,+","254",",0,0115,+","178",",0,0112,","46.2",",0,0822,","35.0","0,0910,+","-1.1","0,1006","-2.8","0,1011","-7.2","0,1121","-7.2","0,1121","-9.4","0,1122","0.0","0,0411","-5.0","0,0404","-5.0","0,0404","-6.7","0,0330","-9.4","0,0318","2754.2","","2754.2","0","978.8",",0","","","598",",0","12.56","0","18.61","0","6.51","0","","","","","",""
"USW00013867","1965","39.2811","-81.5572","189.0","PARKERSBURG, WV US","576.2","","576.2","0","129","0","73","0","19","","6","0","0","0","101","0","19","0","175","0","15","0","-17.2","0,0205,+","76",",0,0321,+","97",",0,0320,","64.8",",0,0912,","35.0","0,0816,","-0.6","0,1005","-3.9","0,1029","-5.0","0,1030","-7.8","0,1227","","","-4.4","0,0403","-4.4","0,0403","-4.4","0,0403","-6.7","0,0322","-11.1","0,0321","2741.3","","2741.3","0","787.7",",0","48.2","X","440",",0","12.50","0","18.17","0","6.82","0","132840",",X","270","X","17.9","X"
"USW00013867","1966","39.2811","-81.5572","189.0","PARKERSBURG, WV US","540.4","","540.4","0","125","0","72","0","23","","7","0","1","0","104","0","35","0","157","0","26","0","-18.9","0,0130,","356",",0,0203,+","330",",0,0122,","51.8",",0,0714,","36.7","0,0703,","-2.8","0,1030","-2.8","0,1030","-9.4","0,1202","-9.4","0,1202","-9.4","0,1202","-1.7","0,0510","-3.9","0,0329","-5.0","0,0328","-7.8","0,0308","-10.6","0,0222","2788.6","","2788.6","0","829.0",",0","46.2","X","718",",0","11.70","0","17.20","0","6.19","0","127806",",X","270","X","21.0","X"
"USW00013867","1967","39.2811","-81.5572","189.0","PARKERSBURG, WV US","442.8","","442.8","0","118","0","75","0","19","","10","0","2","0","101","0","21","0","166","0","7","0","-17.8","0,0225,+","76",",0,1230,+","102",",0,1231,","57.9",",0,0702,","33.9","0,0617,+","-0.6","0,1020","-2.2","0,1029","-4.4","0,1107","-7.8","0,1116","-10.0","0,1227","0.0","0,0428","-8.3","0,0319","-8.3","0,0319","-8.3","0,0319","-9.4","0,0318","2728.1","","2728.1","0","890.5",",0","49.0","X","661",",0","12.00","0","17.56","0","6.45","0","134094",",X","270","X","20.1","X"
"USW00013867","1968","39.2811","-81.5572","189.0","PARKERSBURG, WV US","544.9","","544.9","0","130","0","80","0","32","","7","0","2","0","105","0","34","0","171","0","16","0","-21.7","0,0108,","356",",0,0114,","229",",0,0113,","63.2",",0,0524,","34.4","0,0821,","0.0","0,1005","-3.3","0,1114","-5.6","0,1207","-8.3","0,1209","-10.6","0,1211","0.0","0,0416","-3.3","0,0324","-8.3","0,0314","-8.3","0,0314","-10.0","0,0303","2978.8","","2978.8","0","1101.8",",0","50.6","X","541",",0","11.86","0","17.32","0","6.40","0","138684",",X","225","X","18.3","X"
