"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00084707","1944","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1782.3","","1782.3","0","95","0","79","0","","","","","0","0","8","0","0","0","337","0","141","0","-3.3","0,1215,","","","","","190.5",",0,1019,","36.7","0,0623,","","","0.0","0,1201","-2.2","0,1212","","","","","-0.6","0,0406","","","","","","","377.3","","377.3","0","","","","","1473.8",",0","","","22.17","0","29.01","0","15.32","0","",""
"USC00084707","1945","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","97","0","86","0","","","","","","","","","","","","","","","","","","","","","247.7",",0,0624,","","","","","","","","","","","","","","","","","","","","","320.5","","320.5","","","","","","1529.8",",0","","","","","","","","","",""
"USC00084707","1947","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1755.4","","1755.4","0","104","0","88","0","","","","","0","0","8","0","0","0","330","0","96","0","-5.6","0,0206,","","","","","92.5",",0,0614,","35.6","0,0901,+","","","","","","","","","","","0.0","0,0304","-4.4","0,0211","-4.4","0,0211","","","252.3","","252.3","0","","","","","1463.1",",0","","","22.37","0","28.38","0","16.36","0","",""
"USC00084707","1948","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","97","0","82","0","","","","","0","0","2","0","","","","","","","-3.9","0,0115,","","","","","149.9",",0,0922,","","","","","","","","","","","","","-1.1","0,0116","-3.9","0,0115","","","","","200.0","","200.0","0","","","","","1509.4",",0","","","","","","","17.54","0","",""
"USC00084707","1950","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","77","0","61","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","91.4",",0,0906,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260.3",",0","0",",0","","","","","","","",""
"USC00084707","1951","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1758.0","","1758.0","0","85","0","64","0","0","","0","0","0","0","5","0","0","0","343","0","116","0","-3.3","0,0109,","0",",0,1231,+","0","T,0,0419,","124.5",",0,1116,","35.6","0,0829,+","","","","","","","","","","","-1.1","0,0203","-3.3","0,0109","","","","","421.4","","421.4","0","","","","","1534.3",",0","0","T,0","22.25","0","28.58","0","15.92","0","",""
"USC00084707","1952","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1734.0","","1734.0","0","101","0","76","0","0","","0","0","0","0","5","0","0","0","336","0","122","0","-1.1","0,1216,","0",",0,1231,+","0","T,0,0612,","85.9",",0,1017,","37.2","0,0725,+","","","-0.6","0,1212","","","","","","","0.0","0,0208","","","","","","","252.3","","252.3","0","","","","","1547.9",",0","0","T,0","22.20","0","28.38","0","16.02","0","",""
"USC00084707","1953","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1838.6","","1838.6","0","112","0","89","0","0","","0","0","0","0","0","0","0","0","338","0","102","0","0.6","0,1216,","0",",0,1231,+","0",",0,1231,+","101.6",",0,0829,","37.2","0,0527,","","","","","","","","","","","","","","","","","","","321.5","","321.5","0","","","","","1586.3",",0","0",",0","22.61","0","28.53","0","16.69","0","",""
"USC00084707","1954","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1714.8","","1714.8","0","99","0","69","0","0","","0","0","0","0","5","0","0","0","331","0","98","0","-2.2","0,1221,","0",",0,1231,+","0",",0,1231,+","137.9",",0,0604,","36.1","0,0818,+","","","-1.7","0,1211","-2.2","0,1221","","","","","","","","","","","","","302.2","","302.2","0","","","","","972.1",",0","0",",0","21.91","0","28.24","0","15.58","0","",""
"USC00084707","1955","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1701.1","","1701.1","0","91","0","65","0","0","","0","0","0","0","8","0","0","0","337","0","125","0","-2.8","0,0114,","0",",0,1231,+","0",",0,1231,+","55.1",",0,0611,","35.0","0,0822,+","","","-0.6","0,1130","","","","","","","-2.2","0,0213","-2.2","0,0213","","","","","433.3","","433.3","0","","","","","905.8",",0","0",",0","22.05","0","28.53","0","15.57","0","",""
"USC00084707","1956","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","81","0","67","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","82.6",",0,1016,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1128.0",",0","0",",0","","","","","","","",""
"USC00084707","1957","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1832.0","","1832.0","0","111","0","84","0","0","","0","0","0","0","4","0","0","0","345","0","92","0","-5.6","0,1213,","0",",0,1231,+","0",",0,1231,+","79.5",",0,0411,","36.1","0,0723,","","","-4.4","0,1212","-4.4","0,1212","-4.4","0,1212","","","-2.2","0,0119","-2.2","0,0119","","","","","249.7","","249.7","0","","","","","1472.9",",0","0",",0","22.82","0","28.62","0","17.01","0","",""
"USC00084707","1958","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1701.2","","1701.2","0","96","0","73","0","0","","0","0","0","0","12","0","0","0","292","0","111","0","-3.9","0,0218,+","0",",0,1231,+","0",",0,1231,+","57.7",",0,0827,","36.1","0,0807,+","","","","","","","","","","","-2.2","0,0221","-2.2","0,0221","","","","","524.6","","524.6","0","","","","","1199.7",",0","0",",0","21.52","0","27.36","0","15.68","0","",""
"USC00084707","1959","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1749.4","","1749.4","0","112","0","91","0","0","","0","0","0","0","9","0","0","0","323","0","75","0","-3.3","0,0111,","0",",0,1231,+","0",",0,1231,+","67.8",",0,0312,","35.6","0,0629,","","","-0.6","0,1130","","","","","","","-2.2","0,0119","-2.2","0,0119","","","","","278.8","","278.8","0","","","","","1925.2",",0","0",",0","22.39","0","27.92","0","16.86","0","",""
"USC00084707","1960","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1666.8","","1666.8","0","109","0","86","0","0","","0","0","0","0","8","0","0","0","311","0","77","0","-2.8","0,0124,+","0",",0,1231,+","0",",0,1231,+","205.7",",0,0910,","35.6","0,0523,","","","-0.6","0,1217","","","","","","","-1.7","0,0220","-2.8","0,0124","","","","","389.8","","389.8","0","","","","","1757.5",",0","0",",0","21.73","0","27.68","0","15.79","0","",""
"USC00084707","1961","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","63","0","54","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","51.6",",0,0524,","","","","","","","","","","","","","","","","","","","","","337.7","","337.7","0","","","","","870.5",",0","0",",0","","","","","","","",""
"USC00084707","1963","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1712.5","","1712.5","0","95","0","87","0","0","","0","0","0","0","5","0","0","0","308","0","122","0","-0.6","0,1225,+","0",",0,1231,+","0",",0,1231,+","129.5",",0,0624,","35.6","0,0812,+","","","-0.6","0,1219","","","","","","","0.0","0,0125","","","","","","","","","","","","","","","1381.6",",0","0",",0","21.64","0","27.73","0","15.55","0","",""
"USC00084707","1964","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500.2","","500.2","0","","","","","","","","","","","","","","","",""
"USC00084707","1965","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1612.5","","1612.5","0","104","0","79","0","0","","0","0","0","0","5","0","0","0","338","0","69","0","-3.3","0,0118,","0",",0,1231,+","0",",0,1231,+","71.1",",0,1220,","37.2","0,0711,","","","","","","","","","","","0.0","0,0201","-3.3","0,0118","","","","","","","","","","","","","1218.4",",0","0",",0","21.94","0","28.03","0","15.85","0","",""
"USC00084707","1966","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1566.8","","1566.8","0","114","0","85","0","0","","0","0","0","0","8","0","0","0","316","0","89","0","-4.4","0,0131,","0",",0,1231,+","0",",0,1231,+","80.8",",0,0609,","36.7","0,0628,","","","-2.8","0,1225","-2.8","0,1225","","","","","-3.3","0,0206","-3.3","0,0206","-4.4","0,0131","","","427.3","","427.3","0","","","","","1338.4",",0","0",",0","21.25","0","27.23","0","15.28","0","",""
"USC00084707","1967","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1715.4","","1715.4","0","107","0","74","0","0","","0","0","0","0","4","0","0","0","342","0","102","0","-2.2","0,0227,+","0",",0,1231,+","0",",0,1231,+","100.3",",0,0602,","37.2","0,0515,","1812.2","0","","","","","","","","","-2.2","0,0227","-2.2","0,0227","","","","","368.3","","368.3","0","     17.58","0,P,N","     31.08","0,P,N","1491.4",",0","0",",0","22.32","0","28.51","0","16.12","0","28003","0"
"USC00084707","1968","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1647.2","","1647.2","0","116","0","78","0","0","","0","0","0","0","5","0","0","0","313","0","98","0","-3.3","0,1216,","0",",0,1231,+","0",",0,1231,+","91.9",",0,0604,","36.7","0,0703,","1717.5","0","-3.3","0,1216","-3.3","0,1216","","","","","0.0","0,0127","","","","","","","446.6","","446.6","0","     16.07","0,P,N","     29.02","0,P,N","1378.4",",0","0",",0","21.19","0","27.40","0","14.99","0","26408","0"
"USC00084707","1969","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1669.0","","1669.0","0","138","0","80","0","0","","0","0","0","0","1","0","0","0","299","0","92","0","0.0","0,0205,","0",",0,1231,+","0",",0,1231,+","75.2",",0,0317,","36.7","0,0709,","1662.1","0","","","","","","","","","0.0","0,0205","","","","","","","571.1","","571.1","0","     15.99","0,P,N","     27.98","0,P,N","1417.4",",0","0",",0","21.54","0","27.14","0","15.94","0","26467","0"
"USC00084707","1970","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1705.3","","1705.3","0","117","0","73","0","0","","0","0","0","0","11","0","0","0","316","0","103","0","-3.9","0,0110,","0",",0,1231,+","0",",0,1231,+","56.1",",0,0721,","36.1","0,0805,","1714.8","0","0.0","0,1124","-3.3","0,1125","","","","","-1.7","0,0205","-2.2","0,0204","","","","","538.1","","538.1","0","","","     27.47","0,P,N","1101.8",",0","0",",0","21.64","0","27.72","0","15.54","0","27174","0"
"USC00084707","1971","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1743.1","","1743.1","0","127","0","74","0","0","","0","0","0","0","6","0","0","0","335","0","123","0","-3.3","0,0121,","0",",0,1231,+","0",",0,1231,+","81.8",",0,0208,","35.6","0,0809,+","1731.5","0","","","","","","","","","-1.1","0,0215","-2.2","0,0128","","","","","459.4","","459.4","0","     15.07","0,P,N","     27.67","0,P,N","1110.4",",0","0",",0","22.29","0","28.75","0","15.83","0","26570","0"
"USC00084707","1972","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1820.3","","1820.3","0","117","0","77","0","0","","0","0","0","0","1","0","0","0","335","0","103","0","0.0","0,0221,","0",",0,1231,+","0",",0,1231,+","144.8",",0,0619,","36.7","0,0806,+","1755.7","0","","","","","","","","","0.0","0,0221","","","","","","","207.8","","207.8","0","     14.75","0,P,N","     27.14","0,P,N","1260.2",",0","0",",0","22.57","0","28.88","0","16.26","0","26911","0"
"USC00084707","1973","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1802.3","","1802.3","0","113","0","77","0","0","","0","0","0","0","9","0","0","0","327","0","119","0","-2.2","0,1222,","0",",0,1231,+","0",",0,1231,+","81.8",",0,0718,","36.7","0,0630,","1741.9","0","0.0","0,1212","-2.2","0,1222","","","","","0.0","0,0211","","","","","","","390.9","","390.9","0","     13.91","0,P,N","     26.40","0,P,N","1271.0",",0","0",",0","22.14","0","28.32","0","15.96","0","24287","0"
"USC00084707","1974","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1820.2","","1820.2","0","109","0","66","0","0","","0","0","0","0","5","0","0","0","345","0","120","0","-1.7","0,0226,","0",",0,1231,+","0",",0,1231,+","79.5",",0,0627,","35.6","0,0914,+","1779.4","0","0.0","0,1205","","","","","","","-0.6","0,0227","","","","","","","258.4","","258.4","0","     13.75","0,P,N","     26.73","0,P,N","1100.9",",0","0",",0","22.59","0","29.15","0","16.02","0","24161","0"
"USC00084707","1975","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1960.1","","1960.1","0","136","0","81","0","0","","0","0","0","0","7","0","0","0","337","0","139","0","-1.7","0,1222,","0",",0,1231,+","0",",0,1231,+","75.4",",0,1029,","36.7","0,0617,","1728.4","0","-1.1","0,1219","","","","","","","0.0","0,0115","","","","","","","281.4","","281.4","0","     16.96","0,P,N","     29.66","0,P,N","1114.5",",0","0",",0","22.87","0","29.40","0","16.35","0","24172","0"
"USC00084707","1976","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1568.4","","1568.4","0","128","0","70","0","0","","0","0","0","0","11","0","0","0","330","0","91","0","-2.2","0,1222,+","0",",0,1231,+","0",",0,1231,+","96.0",",0,0516,","36.1","0,0717,","1706.0","0","0.0","0,1123","-2.2","0,1222","","","","","0.0","0,0210","-2.2","0,0119","","","","","430.2","","430.2","0","     16.54","0,P,N","     29.07","0,P,N","1234.0",",0","0",",0","21.32","0","27.98","0","14.66","0","22249","0"
"USC00084707","1977","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","637.1","","637.1","0","","","","","","","","","","","","","","","",""
"USC00084707","1978","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1652.6","0","","","","","","","","","","","","","","","","","","","","","     16.61","0,P,N","     29.34","0,P,N","","","","","","","","","","","20579","0"
"USC00084707","1979","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1791.9","","1791.9","0","114","0","82","0","0","","0","0","0","0","5","0","0","0","327","0","118","0","-3.9","0,0103,","0",",0,1231,+","0",",0,1231,+","101.6",",0,0509,","36.7","0,0704,","1694.5","0","","","","","","","","","0.0","0,0210","-3.9","0,0103","","","","","","","","","     16.87","0,P,N","","","1636.1",",0","0",",0","22.08","0","28.57","0","15.58","0","23196","0"
"USC00084707","1980","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1814.5","","1814.5","0","112","0","71","0","0","","0","0","0","0","7","0","0","0","325","0","129","0","-4.4","0,0303,","0",",0,1231,+","0",",0,1231,+","100.3",",0,0610,","36.7","0,0822,+","1759.5","0","","","","","","","","","-2.8","0,0304","-2.8","0,0304","-4.4","0,0303","","","396.9","","396.9","0","     17.06","0,P,N","","","1086.6",",0","0",",0","22.01","0","28.45","0","15.56","0","24686","0"
"USC00084707","1981","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1746.3","","1746.3","0","112","0","57","0","0","","0","0","0","0","19","0","0","0","321","0","149","0","-6.7","0,0113,","0",",0,1231,+","0",",0,1231,+","52.3",",0,0814,","37.8","0,0709,+","2154.1","0","0.0","0,1123","-2.8","0,1211","","","","","-0.6","0,0205","-5.0","0,0118","-5.0","0,0118","-6.7","0,0113","559.6","","559.6","0","     16.04","0,P,N","","","1014.9",",0","0",",0","21.47","0","28.68","0","14.25","0","",""
"USC00084707","1982","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1929.3","","1929.3","0","123","0","73","0","0","","0","0","0","0","4","0","0","0","345","0","118","0","-5.6","0,0112,","0",",0,1231,+","0",",0,1231,+","130.3",",0,0618,","36.1","0,0905,","1826.2","0","","","","","","","","","-2.8","0,0116","-2.8","0,0116","-5.0","0,0113","","","378.1","","378.1","0","     18.15","0,P,N","     30.76","0,P,N","1441.6",",0","0",",0","22.92","0","29.29","0","16.55","0","22450","0"
"USC00084707","1983","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1694.3","","1694.3","0","134","0","84","0","0","","0","0","0","0","6","0","0","0","314","0","111","0","-5.6","0,1226,","0",",0,1231,+","0",",0,1231,+","109.0",",0,0805,","37.8","0,0719,","1785.9","0","-5.0","0,1225","-5.0","0,1225","-5.0","0,1225","","","-0.6","0,0116","","","","","","","402.1","","402.1","0","     15.58","0,P,N","     29.28","0,P,N","1655.9",",0","0",",0","21.67","0","27.89","0","15.44","0","23481","0"
"USC00084707","1984","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1649.0","","1649.0","0","114","0","69","0","0","","0","0","0","0","3","0","0","0","330","0","112","0","-1.1","0,1208,","0",",0,1231,+","0",",0,1231,+","78.2",",0,0919,","36.1","0,0902,+","2001.4","0","-1.1","0,1208","","","","","","","0.0","0,0302","","","","","","","438.6","","438.6","0","     14.36","0,P,N","     28.80","0,P,N","1013.8",",0","0",",0","21.73","0","28.27","0","15.18","0","28862","0"
"USC00084707","1985","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1943.3","","1943.3","0","118","0","67","0","0","","0","0","0","0","10","0","0","0","324","0","122","0","-7.2","0,0122,+","0",",0,1231,+","0",",0,1231,+","77.7",",0,0322,","37.8","0,0604,","2109.3","0","-0.6","0,1222","-3.9","0,1226","-4.4","0,1227","","","-1.1","0,0216","-2.8","0,0127","-6.1","0,0123","-7.2","0,0122","408.1","","408.1","0","     16.98","0,P,N","     30.69","0,P,N","1132.3",",0","0",",0","22.35","0","28.82","0","15.89","0","29992","0"
"USC00084707","1986","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1873.9","","1873.9","0","124","0","78","0","0","","0","0","0","0","4","0","0","0","336","0","138","0","-4.4","0,0129,+","0",",0,1231,+","0",",0,1231,+","54.6",",0,0805,","36.1","0,0608,+","2045.0","0","","","","","","","","","0.0","0,0302","-4.4","0,0129","-4.4","0,0129","","","422.1","","422.1","0","     16.80","0,P,N","     31.18","0,P,N","1129.3",",0","0",",0","22.63","0","29.08","0","16.18","0","27585","0"
"USC00084707","1987","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1683.7","","1683.7","0","120","0","75","0","0","","0","0","0","0","2","0","0","0","330","0","118","0","-1.1","0,0124,+","0",",0,1231,+","0",",0,1231,+","88.1",",0,0704,","37.2","0,0729,","1922.5","0","","","","","","","","","-1.1","0,0124","","","","","","","292.7","","292.7","0","     15.97","0,P,N","     30.39","0,P,N","1394.5",",0","0",",0","21.92","0","28.22","0","15.62","0","29419","0"
"USC00084707","1988","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1649.0","","1649.0","0","98","0","64","0","0","","0","0","0","0","3","0","0","0","324","0","111","0","-2.2","0,1219,","0",",0,1231,+","0",",0,1231,+","122.7",",0,1123,","36.1","0,0807,","1934.2","0","-1.1","0,1218","-2.2","0,1219","","","","","0.0","0,0128","","","","","","","451.8","","451.8","0","     16.23","0,P,N","     29.78","0,P,N","1123.2",",0","0",",0","21.58","0","27.95","0","15.20","0","25767","0"
