"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014765","1958","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","271.0","","271.0","0","144","0","89","0","35","","11","0","2","0","108","0","38","0","112","0","2","0","-19.4","0,0218,","229",",0,0220,+","231",",0,0216,","68.6",",0,0731,","32.2","0,0716,+","0.0","0,1013","-4.4","0,1123","-4.4","0,1123","-8.3","0,1130","-11.7","0,1210","-1.1","0,0410","-3.3","0,0330","-6.7","0,0223","-6.7","0,0223","-11.7","0,0220","3265.7","","3265.7","0","1310.2",",0","","","1123",",0","9.33","0","13.85","0","4.81","0","","","","","","","","","135","X","","","","","","","31.9","X"
"USW00014765","1959","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","459.0","","459.0","0","144","0","80","0","20","","7","0","0","0","122","0","27","0","134","0","10","0","-16.7","0,0202,","152",",0,0313,","157",",0,0312,","47.8",",0,0829,","33.9","0,0821,","-1.1","0,1019","-2.2","0,1022","-6.1","0,1118","-7.8","0,1220","-10.6","0,1222","-3.3","0,0414","-3.3","0,0414","-7.8","0,0329","-7.8","0,0329","-8.9","0,0323","3467.9","","3467.9","0","1097.3",",0","","","597",",0","10.48","0","15.51","0","5.44","0","","","","","","","","","180","X","","","","","","","31.4","X"
"USW00014765","1960","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","292.4","","292.4","0","119","0","64","0","45","","12","0","0","0","126","0","24","0","123","0","1","0","-15.0","0,1214,","457",",0,0305,","269",",0,1212,","56.4",",0,0912,","32.2","0,0712,","0.0","0,1021","-2.2","0,1022","-5.6","0,1108","-8.3","0,1202","-11.1","0,1209","-2.2","0,0411","-2.2","0,0411","-4.4","0,0327","-12.2","0,0326","-12.2","0,0326","3233.2","","3233.2","0","1018.5",",0","","","1200",",0","10.00","0","14.95","0","5.05","0","","","","","","","","","180","X","","","","","","","36.0","X"
"USW00014765","1961","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","387.0","","387.0","0","116","0","75","0","54","","14","0","5","0","120","0","30","0","133","0","6","0","-21.1","0,0202,+","762",",0,0205,","465",",0,0204,","119.6",",0,0921,","33.9","0,0613,","0.0","0,1015","-2.2","0,1110","-5.0","0,1214","-10.0","0,1215","-10.0","0,1215","0.0","0,0421","-2.8","0,0323","-6.1","0,0322","-9.4","0,0318","-9.4","0,0318","3504.0","","3504.0","0","1258.9",",0","","","1514",",0","10.13","0","14.84","0","5.42","0","","","","","","","","","180","X","","","","","","","23.6","X"
"USW00014765","1962","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","226.2","","226.2","0","118","0","66","0","50","","13","0","3","0","125","0","33","0","120","0","0","0","-20.6","0,1231,+","457",",0,0216,+","287",",0,0214,","136.9",",0,1005,","31.7","0,0601,","-0.6","0,1025","-2.2","0,1030","-7.2","0,1211","-7.2","0,1211","-8.9","0,1212","-0.6","0,0421","-3.3","0,0404","-8.9","0,0309","-8.9","0,0309","-8.9","0,0309","3255.7","","3255.7","0","1279.3",",0","","","1168",",0","9.27","0","14.22","0","4.31","0","","","","","","","","","315","X","","","","","","","29.3","X"
"USW00014765","1963","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","307.8","","307.8","0","112","0","71","0","42","","13","0","2","0","120","0","38","0","135","0","12","0","-18.3","0,1231,","178",",0,1229,+","112",",0,0301,","73.9",",0,1129,","35.0","0,0726,","-0.6","0,1104","-3.9","0,1125","-4.4","0,1126","-7.8","0,1202","-10.0","0,1215","-1.1","0,0409","-3.9","0,0324","-4.4","0,0303","-7.2","0,0301","-11.7","0,0227","3478.0","","3478.0","0","1003.8",",0","","","1009",",0","9.86","0","15.00","0","4.72","0","","","","","","","","","180","X","","","","","","","30.3","X"
"USW00014765","1964","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","270.7","","270.7","0","115","0","69","0","38","","8","0","1","0","121","0","21","0","127","0","8","0","-17.8","0,0101,","279",",0,0115,+","262",",0,0113,","43.2",",0,1227,","36.1","0,0701,","-1.7","0,1012","-2.2","0,1101","-5.0","0,1122","-7.8","0,1123","-10.0","0,1207","-4.4","0,0406","-4.4","0,0406","-4.4","0,0406","-6.7","0,0402","-12.8","0,0228","3361.7","","3361.7","0","976.0",",0","","","934",",0","10.00","0","15.41","0","4.60","0","","","","","","","","","203","X","","","","","","","25.2","X"
"USW00014765","1965","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","375.5","","375.5","0","109","0","59","0","39","","9","0","5","0","132","0","27","0","126","0","9","0","-19.4","0,0118,","254",",0,0125,+","203",",0,0123,","53.6",",0,0225,","33.3","0,0725,+","-0.6","0,1005","-2.2","0,1102","-5.0","0,1110","-7.2","0,1201","-11.1","0,1220","-0.6","0,0425","-5.6","0,0401","-5.6","0,0401","-7.2","0,0322","-12.2","0,0224","3423.5","","3423.5","0","646.9",",0","60.2","X","1017",",0","9.89","0","15.16","0","4.61","0","163584",",X","290","X","","","","","338","X","16.1","X","","","","","22.6","X"
"USW00014765","1966","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","322.8","","322.8","0","113","0","64","0","41","","11","0","0","0","124","0","21","0","116","0","7","0","-16.7","0,0220,","203",",0,0130,","145",",0,0225,","65.8",",0,0213,","35.6","0,0703,","-0.6","0,1027","-4.4","0,1031","-4.4","0,1031","-6.7","0,1121","-9.4","0,1203","0.0","0,0418","-2.2","0,0417","-4.4","0,0330","-7.2","0,0329","-11.1","0,0222","3398.4","","3398.4","0","982.4",",0","57.9","X","1030",",0","9.88","0","15.16","0","4.59","0","155064",",X","240","X","","","","","293","X","17.9","X","","","","","24.2","X"
"USW00014765","1967","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","319.5","","319.5","0","134","0","83","0","43","","16","0","2","0","128","0","22","0","122","0","1","0","-20.6","0,0213,","254",",0,0316,","234",",0,0322,","94.7",",0,0525,","33.9","0,0616,","0.0","0,1023","-2.2","0,1107","-5.0","0,1109","-6.7","0,1116","-9.4","0,1202","0.0","0,0507","-2.8","0,0413","-12.8","0,0320","-12.8","0,0320","-12.8","0,0320","3496.4","","3496.4","0","1181.5",",0","51.7","X","1799",",0","9.49","0","14.49","0","4.49","0","137448",",X","220","X","","","","","225","X","20.6","X","","","","","30.3","X"
"USW00014765","1968","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","333.8","","333.8","0","125","0","71","0","36","","9","0","6","0","114","0","33","0","128","0","9","0","-20.6","0,0109,","229",",0,0107,","145",",0,0125,","70.6",",0,0317,","35.0","0,0716,","-2.2","0,1101","-2.2","0,1101","-4.4","0,1121","-14.4","0,1209","-14.4","0,1209","-1.1","0,0412","-2.8","0,0407","-6.7","0,0315","-6.7","0,0315","-12.2","0,0304","3484.1","","3484.1","0","1051.4",",0","56.8","X","662",",0","9.76","0","14.95","0","4.56","0","152460",",X","300","X","","","","","293","X","17.9","X","","","","","23.6","X"
"USW00014765","1969","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","409.9","","409.9","0","119","0","72","0","53","","9","0","0","0","134","0","29","0","136","0","11","0","-14.4","0,0128,","381",",0,0225,","361",",0,0224,","88.1",",0,1226,","35.0","0,0717,","0.0","0,1016","-4.4","0,1023","-4.4","0,1023","-8.9","0,1122","-8.9","0,1122","-1.7","0,0421","-7.2","0,0401","-7.2","0,0401","-7.2","0,0401","-8.9","0,0306","3302.4","","3302.4","0","1133.2",",0","55.5","X","1236",",0","10.18","0","15.09","0","5.27","0","150276",",X","300","X","","","","","293","X","17.9","X","","","","","27.2","X"
"USW00014765","1970","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","389.1","","389.1","0","123","0","68","0","62","","13","0","3","0","136","0","50","0","133","0","7","0","-18.9","0,0122,+","254",",0,0401,","198",",0,0329,","79.2",",0,1023,","33.3","0,0923,","-1.1","0,1017","-2.2","0,1018","-5.0","0,1020","-6.7","0,1125","-11.1","0,1208","0.0","0,0507","-3.9","0,0401","-6.7","0,0330","-6.7","0,0330","-9.4","0,0309","3551.9","","3551.9","0","1154.3",",0","53.8","X","1220",",0","9.70","0","14.67","0","4.73","0","145290",",X","300","X","","","","","180","X","20.6","X","","","","","28.3","X"
"USW00014765","1971","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","481.1","","481.1","0","110","0","71","0","36","","10","0","6","0","126","0","22","0","143","0","10","0","-20.6","0,0120,","229",",0,0102,","165",",0,0101,","62.2",",0,0719,","33.3","0,0809,+","0.0","0,1105","-2.8","0,1108","-6.1","0,1109","-6.7","0,1201","-9.4","0,1202","-1.1","0,0417","-2.2","0,0328","-6.1","0,0326","-7.8","0,0325","-10.0","0,0210","3421.1","","3421.1","0","975.6",",0","55.5","X","730",",0","10.64","0","15.55","0","5.74","0","151038",",X","260","X","","","","","158","X","20.6","X","","","","","27.2","X"
"USW00014765","1972","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","313.3","","313.3","0","143","0","95","0","32","","13","0","2","0","128","0","25","0","133","0","2","0","-17.8","0,0223,+","102",",0,0315,","86",",0,0305,","77.2",",0,0903,","32.8","0,0712,","-1.1","0,1011","-2.8","0,1020","-5.0","0,1021","-7.2","0,1122","-10.0","0,1123","-0.6","0,0428","-2.2","0,0409","-5.6","0,0408","-8.3","0,0311","-11.7","0,0310","3245.9","","3245.9","0","1652.4",",0","49.3","X","776",",0","9.78","0","14.79","0","4.77","0","134286",",X","160","X","","","","","180","X","20.6","X","","","","","27.8","X"
"USW00014765","1973","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","477.6","","477.6","0","117","0","73","0","3","","2","0","0","0","95","0","19","0","130","0","17","0","-16.7","0,0218,","51",",0,0104,","51",",0,0104,","107.4",",0,0815,","35.0","0,0611,","0.0","0,1106","-3.3","0,1108","-6.1","0,1111","-10.6","0,1218","-10.6","0,1218","-1.7","0,0414","-2.8","0,0329","-5.0","0,0301","-11.1","0,0228","-11.1","0,0228","3162.3","","3162.3","0","1225.9",",0","54.3","X","158",",0","11.36","0","16.44","0","6.29","0","144534",",X","50","X","","","","","180","X","14.8","X","","","","","22.6","X"
"USW00014765","1974","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","357.3","","357.3","0","132","0","76","0","40","","10","0","0","0","120","0","23","0","126","0","6","0","-16.7","0,0118,+","254",",0,0111,","147",",0,0109,","55.1",",0,1016,","34.4","0,0704,+","-0.6","0,1014","-4.4","0,1019","-4.4","0,1019","-7.2","0,1127","-9.4","0,1226","0.0","0,0411","-3.9","0,0410","-8.9","0,0329","-8.9","0,0329","-8.9","0,0329","3123.5","","3123.5","0","1033.5",",0","56.5","X","772",",0","10.30","0","15.41","0","5.20","0","152760",",X","290","X","","","","","225","X","16.5","X","","","","","24.7","X"
"USW00014765","1975","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","370.8","","370.8","0","132","0","79","0","27","","9","0","3","0","115","0","19","0","131","0","8","0","-20.0","0,1224,","254",",0,0213,","198",",0,0212,","57.2",",0,1226,","40.0","0,0802,","-2.2","0,1031","-2.2","0,1031","-7.2","0,1204","-7.2","0,1204","-9.4","0,1205","-1.7","0,0422","-2.2","0,0410","-7.2","0,0328","-7.2","0,0328","-8.9","0,0327","3265.3","","3265.3","0","1291.6",",0","51.8","X","796",",0","10.64","0","15.52","0","5.77","0","139914",",X","240","X","","","","","225","X","17.4","X","","","","","26.7","X"
"USW00014765","1976","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","340.4","","340.4","0","129","0","71","0","24","","13","0","6","0","133","0","33","0","123","0","10","0","-25.0","0,0123,","203",",0,0310,+","168",",0,0121,","121.4",",0,0730,","36.7","0,0419,","-0.6","0,1011","-2.2","0,1018","-6.7","0,1027","-6.7","0,1027","-9.4","0,1130","-1.1","0,0413","-7.2","0,0412","-7.2","0,0412","-7.2","0,0412","-10.0","0,0318","3122.2","","3122.2","0","1177.8",",0","56.9","X","983",",0","9.64","0","15.11","0","4.16","0","153390",",X","310","X","","","","","315","X","20.6","X","","","","","28.3","X"
"USW00014765","1977","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","442.9","","442.9","0","129","0","84","0","53","","10","0","1","0","110","0","36","0","147","0","14","0","-18.9","0,0118,","229",",0,0110,+","203",",0,0107,","55.9",",0,0110,","37.8","0,0721,+","-2.2","0,1024","-2.2","0,1024","-6.1","0,1207","-7.2","0,1208","-11.1","0,1210","0.0","0,0411","-5.0","0,0409","-5.0","0,0409","-11.7","0,0222","-11.7","0,0222","3555.0","","3555.0","0","1240.9",",0","59.4","X","1069",",0","10.67","0","15.61","0","5.73","0","161232",",X","260","X","","","","","135","X","14.8","X","","","","","27.8","X"
"USW00014765","1978","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","324.7","","324.7","0","111","0","72","0","60","","12","0","2","0","130","0","46","0","118","0","5","0","-17.8","0,0211,+","686",",0,0210,+","457",",0,0206,","52.6",",0,0807,","36.1","0,0723,","-2.2","0,1016","-2.2","0,1016","-7.2","0,1126","-7.2","0,1126","-10.0","0,1211","-1.1","0,0501","-3.3","0,0403","-5.0","0,0325","-10.0","0,0318","-10.0","0,0318","3519.2","","3519.2","0","1194.7",",0","65.3","X","1769",",0","9.21","0","14.20","0","4.23","0","174462",",X","200","X","","","","","180","X","20.6","X","","","","","32.4","X"
"USW00014765","1979","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","345.7","","345.7","0","130","0","88","0","13","","5","0","7","0","111","0","32","0","133","0","4","0","-21.7","0,0214,+","102",",0,0208,+","81",",0,0207,+","160.3",",0,0804,","33.3","0,0713,+","0.0","0,1010","-2.2","0,1116","-5.0","0,1203","-7.2","0,1215","-11.7","0,1217","0.0","0,0422","-2.2","0,0408","-4.4","0,0328","-10.0","0,0316","-10.0","0,0316","3427.6","","3427.6","0","1478.0",",0","59.3","X","320",",0","10.39","0","15.12","0","5.65","0","158598",",X","290","X","","","","","315","X","17.0","X","","","","","23.6","X"
"USW00014765","1980","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","433.3","","433.3","0","113","0","67","0","22","","8","0","4","0","129","0","34","0","136","0","21","0","-23.3","0,1225,","102",",0,1118,","79",",0,0216,","56.6",",0,0410,","37.8","0,0721,","-3.3","0,1010","-3.3","0,1010","-4.4","0,1030","-9.4","0,1204","-9.4","0,1204","-0.6","0,0417","-2.8","0,0328","-7.2","0,0316","-7.2","0,0316","-10.6","0,0313","3157.5","","3157.5","0","918.0",",0","64.6","X","446",",0","9.99","0","15.38","0","4.61","0","172956",",X","250","X","","","","","180","X","16.1","X","","","","","27.8","X"
"USW00014765","1981","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","404.5","","404.5","0","117","0","81","0","40","","9","0","5","0","114","0","28","0","136","0","18","0","-24.4","0,0105,","305",",0,1207,","175",",0,1206,","44.2",",0,1116,","37.2","0,0709,+","-2.2","0,1011","-2.2","0,1011","-5.6","0,1013","-7.2","0,1201","-8.9","0,1213","-0.6","0,0422","-2.2","0,0416","-6.7","0,0320","-6.7","0,0320","-11.1","0,0318","3383.2","","3383.2","0","924.3",",0","59.0","X","769",",0","10.31","0","15.80","0","4.81","0","160812",",X","40","X","","","","","","","15.6","X","","","","","",""
"USW00014765","1982","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","309.3","","309.3","0","126","0","77","0","35","","13","0","5","0","107","0","29","0","131","0","4","0","-22.8","0,0118,","229",",0,0115,","185",",0,0406,","75.4",",0,0605,","36.7","0,0718,","-0.6","0,1023","-3.3","0,1111","-5.0","0,1128","-10.6","0,1209","-10.6","0,1209","0.0","0,0415","-2.2","0,0409","-4.4","0,0408","-7.8","0,0407","-8.9","0,0310","3476.3","","3476.3","0","1252.7",",0","59.5","X","974",",0","10.39","0","15.31","0","5.46","0","162486",",X","320","X","","","","","225","X","16.5","X","","","","","25.2","X"
"USW00014765","1983","41.7225","-71.4325","16.8","PROVIDENCE, RI US","","","587.9","","587.9","0","129","0","88","0","25","","7","0","1","0","93","0","21","0","134","0","30","0","-18.9","0,0119,","330",",0,0212,","284",",0,0207,","109.2",",0,0410,","37.8","0,0911,","-0.6","0,1030","-2.2","0,1113","-6.1","0,1208","-7.2","0,1209","-9.4","0,1219","-0.6","0,0331","-3.3","0,0330","-5.0","0,0326","-7.2","0,0215","-8.9","0,0214","2925.5","","2925.5","0","1716.1",",0","60.6","X","752",",0","11.65","0","16.40","0","6.90","0","164178",",X","280","X","","","","","180","X","17.4","X","","","","","26.7","X"
"USW00014765","1984","41.7225","-71.4325","16.8","PROVIDENCE, RI US","4.5","X","377.9","","377.9","0","121","0","84","0","28","","8","0","1","0","107","0","23","0","129","0","6","0","-22.8","0,0122,","229",",0,0119,","155",",0,0111,","130.8",",0,0531,","35.0","0,0609,","-1.7","0,1006","-2.2","0,1108","-5.0","0,1119","-6.7","0,1120","-9.4","0,1208","-0.6","0,0422","-2.2","0,0325","-6.1","0,0313","-12.2","0,0312","-12.2","0,0312","3197.0","","3197.0","0","1238.3",",0","","","853",",0","10.73","0","15.56","0","5.90","0","165333",",X","140","X","","","","","135","X","16.5","X","","","","","24.2","X"
"USW00014765","1985","41.7225","-71.4325","16.8","PROVIDENCE, RI US","4.7","X","350.1","","350.1","0","130","0","74","0","34","","9","0","0","0","116","0","34","0","148","0","4","0","-16.7","0,0121,","203",",0,0207,","165",",0,0206,","85.6",",0,0830,","33.9","0,0815,","0.0","0,1029","-3.3","0,1116","-6.1","0,1203","-8.9","0,1204","-8.9","0,1204","0.0","0,0509","-3.9","0,0410","-6.1","0,0322","-7.8","0,0319","-12.2","0,0209","3078.8","","3078.8","0","1027.3",",0","","","632",",0","10.52","0","15.62","0","5.41","0","168451",",X","180","X","","","","","180","X","23.2","X","","","","","36.0","X"
