"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012916","1958","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1517.7","","1517.7","X","122","X","82","X","1","","1","X","0","X","9","X","0","X","247","X","65","X","-3.9","X,0213,","51",",X,0213,","51",",X,0212,","80.5",",X,0120,","35.0","X,0801,+","-1.1","X,1215","","","","","","","","","-1.7","X,0218","-3.9","X,0213","","","","","","","972.9","","972.9","X","1310.8",",X","","","51",",X","19.78","X","24.21","X","15.34","X","","","","","","","","","","","","","","","","","",""
"USW00012916","1959","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1597.0","","1597.0","X","133","X","86","X","0","","0","X","0","X","10","X","0","X","263","X","60","X","-1.7","X,0111,+","0",",X,1231,+","0","T,X,0316,+","250.2",",X,0531,","34.4","X,0808,+","","","","","","","","","","","-0.6","X,0123","","","","","","","","","804.3","","804.3","X","1740.7",",X","","","0","T,X","20.44","X","24.85","X","16.03","X","","","","","","","","","315","X","","","","","","","26.2","X"
"USW00012916","1960","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1420.1","","1420.1","X","94","X","65","X","0","","0","X","0","X","22","X","0","X","265","X","83","X","-5.0","X,0214,","0",",X,1231,+","0","T,X,1214,+","81.8",",X,0910,","36.1","X,0730,+","-1.7","X,1202","-2.8","X,1216","","","","","","","-0.6","X,0306","-5.0","X,0214","-5.0","X,0214","","","","","999.4","","999.4","X","1194.5",",X","","","0","T,X","19.43","X","25.03","X","13.84","X","","","","","","","","","68","X","","","","","","","21.6","X"
"USW00012916","1961","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1298.7","","1298.7","X","140","X","103","X","0","","0","X","0","X","13","X","0","X","274","X","32","X","-5.6","X,0122,","0",",X,1231,+","0","T,X,0125,","136.4",",X,1113,","34.4","X,0802,","-1.1","X,1225","-2.2","X,1226","","","","","","","-0.6","X,0209","-3.9","X,0131","-5.6","X,0122","","","","","859.8","","859.8","X","2122.4",",X","","","0","T,X","19.61","X","24.86","X","14.35","X","","","","","","","","","180","X","","","","","","","21.6","X"
"USW00012916","1962","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1532.8","","1532.8","X","103","X","69","X","0","","0","X","0","X","17","X","3","X","269","X","88","X","-10.0","X,0111,","0",",X,1231,+","0","T,X,0109,","80.8",",X,0619,","36.1","X,0808,","0.0","X,1206","-6.7","X,1212","-6.7","X,1212","-6.7","X,1212","","","0.0","X,0317","-9.4","X,0113","-9.4","X,0113","-9.4","X,0113","-9.4","X,0113","799.1","","799.1","X","991.6",",X","","","0","T,X","20.09","X","25.67","X","14.52","X","","","","","","","","","","","","","","","","","",""
"USW00012916","1963","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1501.5","","1501.5","X","94","X","68","X","0","","1","X","0","X","29","X","2","X","269","X","72","X","-10.0","X,0124,","0","T,X,1231,+","69",",X,1231,","91.7",",X,1109,","36.1","X,0614,","-0.6","X,1215","-2.2","X,1217","-5.0","X,1224","","","","","-1.7","X,0223","-2.2","X,0222","-7.8","X,0125","-7.8","X,0125","-10.0","X,0124","1000.5","","1000.5","X","1277.4",",X","","","69",",X","19.51","X","25.07","X","13.94","X","","","","","","","","","203","X","","","","","","","20.6","X"
"USW00012916","1964","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1383.9","","1383.9","X","114","X","78","X","1","","0","X","0","X","17","X","0","X","274","X","59","X","-6.1","X,0101,","51",",X,0101,","0",",X,1231,+","101.1",",X,0106,","35.6","X,0831,","0.0","X,1201","","","","","","","","","-1.1","X,0224","-3.3","X,0223","-4.4","X,0115","","","","","1052.4","","1052.4","X","1475.5",",X","","","0",",X","19.56","X","24.96","X","14.16","X","","","","","","","","","293","X","","","","","","","24.2","X"
"USW00012916","1965","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1335.2","","1335.2","X","109","X","66","X","0","","0","X","0","X","15","X","0","X","287","X","28","X","-3.3","X,0117,","0",",X,1231,+","0",",X,1231,+","82.6",",X,0122,","34.4","X,0721,","0.0","X,1130","-2.2","X,1227","","","","","","","-1.1","X,0322","-2.2","X,0118","","","","","","","798.9","","798.9","X","1254.7",",X","","","0",",X","19.86","X","25.10","X","14.62","X","","","90","X","","","","","90","X","30.8","X","","","","","49.9","X"
"USW00012916","1966","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1356.3","","1356.3","X","123","X","85","X","0","","0","X","0","X","22","X","1","X","262","X","60","X","-7.8","X,0130,","0",",X,1231,+","0",",X,1231,+","109.0",",X,0731,","36.1","X,0729,+","-2.2","X,1103","-2.2","X,1103","","","","","","","-1.1","X,0307","-5.0","X,0205","-5.0","X,0205","-7.8","X,0130","","","924.2","","924.2","X","1729.7",",X","","","0",",X","19.35","X","24.49","X","14.20","X","","","150","X","","","","","338","X","17.4","X","","","","","23.6","X"
"USW00012916","1967","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1410.9","","1410.9","X","100","X","68","X","0","","0","X","0","X","14","X","0","X","285","X","56","X","-1.1","X,1224,+","0",",X,1231,+","0",",X,1231,+","114.0",",X,0206,","36.7","X,0627,","-1.1","X,1224","","","","","","","","","-1.1","X,0226","","","","","","","","","814.6","","814.6","X","1357.3",",X","","","0",",X","19.97","X","25.56","X","14.38","X","","","170","X","","","","","158","X","13.4","X","","","","","21.1","X"
"USW00012916","1968","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1346.0","","1346.0","X","120","X","81","X","0","","0","X","0","X","33","X","0","X","257","X","66","X","-5.0","X,1216,","0",",X,1231,+","0","T,X,0223,","48.3",",X,0813,","35.6","X,0729,+","0.0","X,1110","-2.2","X,1113","-5.0","X,1216","","","","","-1.1","X,0325","-3.3","X,0301","","","","","","","1008.7","","1008.7","X","1096.7",",X","","","0","T,X","18.81","X","24.49","X","13.14","X","","","160","X","","","","","315","X","13.4","X","","","","","20.6","X"
"USW00012916","1969","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1379.5","","1379.5","X","107","X","72","X","0","","0","X","0","X","13","X","0","X","268","X","62","X","-5.0","X,0106,","0",",X,1231,+","0","T,X,0111,","77.7",",X,0808,","36.7","X,0703,+","-1.7","X,1115","","","","","","","","","-1.7","X,0313","-2.8","X,0113","-5.0","X,0106","","","","","1023.8","","1023.8","X","1322.2",",X","","","0","T,X","19.61","X","25.08","X","14.15","X","","","330","X","","","","","338","X","18.8","X","","","","","26.2","X"
"USW00012916","1970","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1454.4","","1454.4","X","106","X","79","X","0","","0","X","0","X","23","X","0","X","269","X","73","X","-8.3","X,0108,","0",",X,1231,+","0",",X,1231,+","72.9",",X,1215,","36.7","X,0704,+","-2.8","X,1117","-2.8","X,1117","-4.4","X,1125","","","","","-1.7","X,0227","-7.2","X,0204","-7.2","X,0204","-7.2","X,0204","","","965.6","","965.6","X","1279.3",",X","","","0",",X","19.65","X","25.15","X","14.15","X","","","260","X","","","","","248","X","19.2","X","","","","","28.8","X"
"USW00012916","1971","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1498.4","","1498.4","X","115","X","81","X","0","","0","X","0","X","11","X","0","X","290","X","60","X","-4.4","X,0210,","0",",X,1231,+","0",",X,1231,+","136.9",",X,0904,","35.0","X,0614,+","","","","","","","","","","","0.0","X,0408","-2.8","X,0308","-4.4","X,0210","","","","","862.3","","862.3","X","1459.1",",X","","","0",",X","20.33","X","25.89","X","14.78","X","","","50","X","","","","","45","X","21.5","X","","","","","29.8","X"
"USW00012916","1972","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1482.2","","1482.2","X","116","X","83","X","0","","0","X","0","X","13","X","0","X","284","X","79","X","-4.4","X,0116,","0",",X,1231,+","0",",X,1231,+","119.4",",X,0512,","35.6","X,0805,","-0.6","X,1202","-3.3","X,1228","","","","","","","-0.6","X,0220","-2.2","X,0117","-4.4","X,0116","","","","","587.0","","587.0","X","1626.7",",X","","","0",",X","20.33","X","25.93","X","14.73","X","","","230","X","","","","","360","X","13.4","X","","","","","24.2","X"
"USW00012916","1973","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1623.8","","1623.8","X","136","X","100","X","1","","0","X","0","X","18","X","0","X","284","X","70","X","-6.1","X,0113,","25",",X,0210,","15",",X,0209,","129.5",",X,0324,","35.6","X,0717,","-1.7","X,1209","-2.8","X,1211","-4.4","X,1222","","","","","0.0","X,0212","-2.8","X,0211","-6.1","X,0113","","","","","923.0","","923.0","X","2014.2",",X","","","18",",X","20.49","X","25.55","X","15.42","X","","","360","X","","","","","360","X","24.6","X","","","","","30.8","X"
"USW00012916","1974","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1440.1","","1440.1","X","115","X","82","X","0","","0","X","0","X","10","X","0","X","296","X","49","X","-4.4","X,0227,","0",",X,1231,+","0",",X,1231,+","107.7",",X,0326,","35.6","X,0712,","-1.7","X,1127","-3.9","X,1203","","","","","","","-4.4","X,0227","-4.4","X,0227","-4.4","X,0227","","","","","531.1","","531.1","X","1849.9",",X","58.5","X","0",",X","20.60","X","25.88","X","15.32","X","156732",",X","290","X","","","","","45","X","15.6","X","","","","","23.1","X"
"USW00012916","1975","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1432.6","","1432.6","X","131","X","93","X","0","","0","X","0","X","14","X","0","X","285","X","41","X","-3.9","X,0114,","0",",X,1231,+","0",",X,1231,+","122.4",",X,0801,","34.4","X,0527,","-1.1","X,1123","-2.8","X,1219","","","","","","","-1.1","X,0208","-2.8","X,0115","","","","","","","738.7","","738.7","X","1829.1",",X","53.7","X","0",",X","20.06","X","25.09","X","15.03","X","142734",",X","210","X","","","","","360","X","20.6","X","","","","","35.5","X"
"USW00012916","1976","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1301.3","","1301.3","X","97","X","70","X","0","","0","X","0","X","21","X","0","X","271","X","56","X","-3.9","X,1201,+","0",",X,1231,+","0",",X,1231,+","61.7",",X,1225,","35.0","X,0825,+","-1.7","X,1123","-3.9","X,1201","","","","","","","0.0","X,0224","-3.3","X,0128","","","","","","","812.9","","812.9","X","1204.2",",X","66.8","X","0",",X","19.27","X","24.93","X","13.61","X","180228",",X","230","X","","","","","225","X","15.6","X","","","","","22.1","X"
"USW00012916","1977","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1611.8","","1611.8","X","132","X","98","X","0","","0","X","0","X","19","X","0","X","275","X","92","X","-7.2","X,0119,","0",",X,1231,+","0","T,X,0130,","126.5",",X,0905,","36.1","X,0701,","0.0","X,1207","-2.8","X,1222","","","","","","","-1.1","X,0207","-2.2","X,0129","-4.4","X,0120","-7.2","X,0119","","","1144.1","","1144.1","X","1850.1",",X","57.8","X","0","T,X","20.21","X","25.45","X","14.97","X","155562",",X","210","X","","","","","225","X","13.4","X","","","","","19.5","X"
"USW00012916","1978","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1662.6","","1662.6","X","118","X","76","X","0","","0","X","0","X","17","X","0","X","271","X","89","X","-3.3","X,0222,+","0",",X,1231,+","0","T,X,0208,+","158.8",",X,0503,","36.1","X,0803,","0.0","X,1210","","","","","","","","","-0.6","X,0224","-3.3","X,0222","","","","","","","1070.3","","1070.3","X","1954.2",",X","57.6","X","0","T,X","20.08","X","25.12","X","15.04","X","154356",",X","120","X","","","","","135","X","17.4","X","","","","","23.6","X"
"USW00012916","1979","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1576.2","","1576.2","X","111","X","82","X","0","","0","X","0","X","20","X","0","X","274","X","82","X","-5.0","X,0103,","0",",X,1231,+","0","T,X,0129,+","105.4",",X,0206,","36.1","X,0705,","-2.2","X,1130","-2.2","X,1130","","","","","","","-2.8","X,0211","-2.8","X,0211","-4.4","X,0210","","","","","824.3","","824.3","X","1530.7",",X","57.0","X","0","T,X","19.95","X","25.10","X","14.81","X","151818",",X","130","X","","","","","135","X","19.7","X","","","","","26.7","X"
"USW00012916","1980","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1759.0","","1759.0","X","103","X","77","X","0","","0","X","0","X","15","X","0","X","273","X","117","X","-3.9","X,0303,+","0",",X,1231,+","0","T,X,0302,","133.9",",X,0412,","38.9","X,0822,","-2.8","X,1226","-2.8","X,1226","","","","","","","-3.9","X,0303","-3.9","X,0303","","","","","","","849.9","","849.9","X","1856.9",",X","60.2","X","0","T,X","20.86","X","26.28","X","15.43","X","163518",",X","200","X","","","","","270","X","15.6","X","","","","","21.1","X"
"USW00012916","1981","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1673.7","","1673.7","X","103","X","66","X","0","","0","X","0","X","12","X","0","X","286","X","99","X","-8.3","X,0113,","0",",X,1231,+","0",",X,1231,+","110.0",",X,0210,","38.3","X,0723,","0.0","X,1218","-2.8","X,1219","","","","","","","-3.3","X,0212","-3.3","X,0212","-8.3","X,0113","-8.3","X,0113","","","856.8","","856.8","X","1385.9",",X","60.8","X","0",",X","20.73","X","26.14","X","15.33","X","163428",",X","230","X","","","","","225","X","16.5","X","","","","","29.8","X"
"USW00012916","1982","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1650.0","","1650.0","X","123","X","78","X","0","","0","X","0","X","8","X","1","X","288","X","89","X","-9.4","X,0111,","0","T,X,0114,","0","T,X,0114,","97.3",",X,0202,","35.6","X,0826,","-1.1","X,1213","","","","","","","","","-2.2","X,0117","-2.2","X,0117","-5.0","X,0112","-9.4","X,0111","-9.4","X,0111","720.1","","720.1","X","1667.4",",X","56.5","X","0","T,X","20.92","X","25.98","X","15.86","X","152310",",X","320","X","","","","","270","X","14.3","X","","","","","19.5","X"
"USW00012916","1983","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","","","1282.3","","1282.3","X","122","X","78","X","0","","0","X","0","X","12","X","2","X","256","X","47","X","-10.0","X,1225,","0",",X,1231,+","0",",X,1231,+","162.8",",X,0407,","34.4","X,0831,+","0.0","X,1223","-8.3","X,1224","-8.3","X,1224","-8.3","X,1224","-10.0","X,1225","-1.1","X,0124","","","","","","","","","839.8","","839.8","X","2166.8",",X","59.2","X","0",",X","19.06","X","24.04","X","14.07","X","160524",",X","190","X","","","","","225","X","15.6","X","","","","","27.2","X"
"USW00012916","1984","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","3.4","X","1327.7","","1327.7","X","110","X","77","X","0","","0","X","0","X","19","X","0","X","277","X","22","X","-6.1","X,0101,","0",",X,1231,+","0",",X,1231,+","84.6",",X,0803,","35.6","X,0821,","0.0","X,1124","-2.8","X,1207","","","","","","","-0.6","X,0307","-2.8","X,0207","-6.1","X,0101","","","","","1041.1","","1041.1","X","1260.8",",X","","","0",",X","19.60","X","24.62","X","14.57","X","164745",",X","220","X","","","","","180","X","14.3","X","","","","","22.1","X"
"USW00012916","1985","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","3.8","X","1492.3","","1492.3","X","119","X","77","X","0","","0","X","0","X","25","X","1","X","273","X","50","X","-10.0","X,0121,","0","T,X,0121,","10",",X,0120,","106.7",",X,1027,","34.4","X,0605,","-1.7","X,1214","-3.9","X,1215","-5.0","X,1226","","","","","0.0","X,0216","-2.2","X,0203","-5.6","X,0122","-10.0","X,0121","-10.0","X,0121","810.5","","810.5","X","1701.9",",X","","","10",",X","19.97","X","24.85","X","15.09","X","160334",",X","130","X","","","","","225","X","15.6","X","","","","","27.2","X"
"USW00012916","1986","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","3.7","X","1605.2","","1605.2","X","109","X","70","X","0","","0","X","0","X","9","X","0","X","280","X","99","X","-3.3","X,0128,","0",",X,1231,+","0",",X,1231,+","74.2",",X,0609,","37.8","X,0730,","","","","","","","","","","","0.0","X,0213","-3.3","X,0128","","","","","","","743.6","","743.6","X","1216.5",",X","","","0",",X","20.71","X","25.84","X","15.57","X","166546",",X","350","X","","","","","360","X","14.8","X","","","","","22.6","X"
"USW00012916","1987","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","3.5","X","1456.3","","1456.3","X","123","X","88","X","0","","0","X","0","X","6","X","0","X","276","X","75","X","-3.3","X,0127,","0",",X,1231,+","0",",X,1231,+","60.2",",X,0621,+","35.6","X,0821,+","","","","","","","","","","","0.0","X,0210","-3.3","X,0127","","","","","","","811.9","","811.9","X","1540.7",",X","","","0",",X","20.14","X","25.44","X","14.84","X","177479",",X","160","X","","","","","180","X","17.0","X","","","","","21.1","X"
"USW00012916","1988","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","3.9","X","1428.9","","1428.9","X","117","X","85","X","0","","0","X","0","X","14","X","0","X","281","X","54","X","-3.9","X,0207,","0",",X,1231,+","0","T,X,0206,+","110.0",",X,0402,","35.6","X,0628,","-1.1","X,1213","","","","","","","","","0.0","X,0213","-3.9","X,0207","","","","","","","831.8","","831.8","X","1890.5",",X","","","0","T,X","19.99","X","25.09","X","14.90","X","178350",",X","360","X","","","","","360","X","17.4","X","","","","","23.6","X"
"USW00012916","1989","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","3.9","X","1480.9","","1480.9","X","121","X","76","X","1","","0","X","0","X","13","X","1","X","286","X","60","X","-11.7","X,1223,","25",",X,1223,","13",",X,1222,","277.4",",X,1107,","37.2","X,0827,","0.0","X,1204","-2.8","X,1213","-9.4","X,1222","-9.4","X,1222","-9.4","X,1222","-0.6","X,0225","-2.2","X,0224","","","","","","","625.5","","625.5","X","1714.7",",X","","","13",",X","20.11","X","25.18","X","15.03","X","167956",",X","270","X","","","","","270","X","19.7","X","","","","","26.7","X"
"USW00012916","1990","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","3.7","X","1612.3","","1612.3","X","92","X","66","X","0","","0","X","0","X","3","X","0","X","302","X","108","X","-1.1","X,1225,","0",",X,1231,+","0","T,X,0422,","164.3",",X,1203,","37.8","X,0805,","0.0","X,1206","","","","","","","","","","","","","","","","","","","733.0","","733.0","X","1551.2",",X","","","0","T,X","21.22","X","26.64","X","15.79","X","125325",",X","50","X","","","","","45","X","17.9","X","","","","","25.7","X"
"USW00012916","1991","29.99691","-90.27751","1.2","NEW ORLEANS AIRPORT, LA US","3.9","X","1647.7","","1647.7","X","133","X","99","X","0","","0","X","0","X","8","X","0","X","265","X","80","X","-1.7","X,1105,","0",",X,1231,+","0","T,X,0425,+","103.4",",X,0425,","36.7","X,0715,+","-1.7","X,1105","","","","","","","","","-1.1","X,0216","","","","","","","","","635.8","","635.8","X","2600.4",",X","","","0","T,X","20.81","X","25.67","X","15.94","X","112315",",X","","","","","","","","","","","","","","","",""
