"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014767","1908","40.33333","-75.96667","88.1","READING, PA US","587.0","","587.0","6","111","6","76","6","","","","","1","6","120","6","12","6","169","6","23","6","-19.4","6,0210,","","","","","58.9",",6,0507,","36.7","6,0624,","-1.7","6,1013","-2.2","6,1102","-15.6","6,1116","-15.6","6,1116","-15.6","6,1116","-2.2","6,0417","-2.2","6,0417","-5.6","6,0321","-7.8","6,0229","-16.1","6,0211","2973.0","","2973.0","6","971.5",",6","","","","","11.99","6","17.80","6","6.18","6","","","","","",""
"USW00014767","1909","40.33333","-75.96667","88.1","READING, PA US","446.5","","446.5","6","126","6","69","6","","","","","0","6","113","6","15","6","156","6","18","6","-16.7","6,0119,","","","","","68.8",",6,1213,","36.7","6,0809,","0.0","6,1013","-2.2","6,1020","-5.0","6,1201","-8.3","6,1209","-8.9","6,1219","-0.6","6,0412","-5.0","6,0411","-5.0","6,0411","-11.7","6,0306","-11.7","6,0306","2787.4","","2787.4","6","949.3",",6","","","","","11.74","6","17.63","6","5.85","6","","","","","",""
"USW00014767","1910","40.33333","-75.96667","88.1","READING, PA US","519.5","","519.5","6","129","6","82","6","","","","","1","6","112","6","19","6","177","6","11","6","-18.3","6,1210,","","","","","51.8",",6,0710,","33.9","6,0710,+","0.0","6,1013","-3.9","6,1030","-6.7","6,1121","-6.7","6,1121","-10.6","6,1207","-0.6","6,0413","-5.6","6,0318","-5.6","6,0318","-11.1","6,0226","-11.1","6,0226","2845.3","","2845.3","6","965.3",",6","","","","","11.67","6","17.35","6","6.00","6","","","","","",""
"USW00014767","1911","40.33333","-75.96667","88.1","READING, PA US","572.6","","572.6","6","","","","","","","","","0","6","114","6","4","6","151","6","20","6","-12.2","6,0222,+","","","","","","","36.7","6,0702,","0.0","6,1025","-2.2","6,1104","-5.6","6,1113","-6.7","6,1220","","","0.0","6,0505","-2.8","6,0417","-4.4","6,0402","-7.8","6,0325","-8.9","6,0317","2998.1","","2998.1","6","","","","","","","12.20","6","17.75","6","6.66","6","","","","","",""
"USW00014767","1912","40.33333","-75.96667","88.1","READING, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3003.1","","3003.1","6","","","","","","","","","","","","","","","","","",""
"USW00014767","1914","40.33333","-75.96667","88.1","READING, PA US","567.9","","567.9","6","","","","","","","","","3","6","115","6","19","6","177","6","30","6","-21.1","6,0226,","","","","","","","35.6","6,0527,","0.0","6,1027","-2.8","6,1107","-6.7","6,1110","-6.7","6,1110","-13.3","6,1215","-1.1","6,0414","-2.2","6,0410","-8.3","6,0321","-8.3","6,0321","-11.1","6,0312","","","","","","","","","","","11.75","6","17.98","6","5.51","6","","","","","",""
"USW00014767","1915","40.33333","-75.96667","88.1","READING, PA US","","","","","","","","","","","","","0","6","120","6","","","","","","","-12.2","6,0105,","","","","","","","","","0.0","6,1011","-2.8","6,1107","-5.6","6,1118","-8.3","6,1212","","","0.0","6,0414","-3.9","6,0403","-5.0","6,0331","-6.7","6,0330","-10.0","6,0210","","","","","","","","","","","","","","","6.28","6","","","","","",""
"USW00014767","1916","40.33333","-75.96667","88.1","READING, PA US","","","","","","","","","","","","","3","6","132","6","","","","","","","-19.4","6,1218,","","","","","","","","","-2.8","6,1001","-2.8","6,1001","-5.0","6,1027","-7.8","6,1116","-9.4","6,1126","0.0","6,0411","-3.9","6,0324","-7.2","6,0323","-7.2","6,0323","-17.2","6,0318","","","","","","","","","","","","","","","4.46","6","","","","","",""
"USW00014767","1917","40.33333","-75.96667","88.1","READING, PA US","","","","","","","","","","","","","7","6","154","6","","","","","","","-21.1","6,1230,+","","","","","","","","","0.0","6,1007","-2.2","6,1021","-5.0","6,1105","-8.3","6,1127","-11.7","6,1209","-3.9","6,0417","-3.9","6,0417","-6.7","6,0409","-6.7","6,0409","-9.4","6,0319","","","","","","","","","","","","","","","3.94","6","","","","","",""
"USW00014767","1918","40.33333","-75.96667","88.1","READING, PA US","","","","","","","","","","","","","10","6","109","6","","","","","","","-22.2","6,0202,","","","","","","","","","0.0","6,1019","-2.8","6,1103","-6.1","6,1112","-6.7","6,1230","","","0.0","6,0414","-2.2","6,0406","-6.1","6,0316","-10.6","6,0311","-10.6","6,0311","","","","","","","","","","","","","","","5.69","6","","","","","",""
"USW00014767","1926","40.33333","-75.96667","88.1","READING, PA US","484.9","","484.9","0","127","0","77","0","35","","9","0","0","0","113","0","24","0","137","0","15","0","-14.4","0,0129,","229",",0,0210,+","152",",0,0204,","81.3",",0,0812,","38.9","0,0721,","-0.6","0,1028","-2.2","0,1104","-5.0","0,1112","-7.2","0,1202","-8.9","0,1203","-1.7","0,0420","-3.3","0,0412","-5.6","0,0317","-8.9","0,0314","-8.9","0,0314","","","","","1090.6",",0","","","837",",0","10.77","0","15.49","0","6.05","0","","","","","",""
"USW00014767","1927","40.33333","-75.96667","88.1","READING, PA US","399.1","","399.1","0","140","0","84","0","13","","6","0","0","0","77","0","18","0","145","0","8","0","-16.1","0,0127,","152",",0,0220,+","157",",0,0219,","45.2",",0,0619,","35.6","0,0713,","0.0","0,1107","-3.9","0,1120","-5.6","0,1204","-8.9","0,1209","-8.9","0,1209","-0.6","0,0328","-5.6","0,0304","-5.6","0,0304","-6.7","0,0128","-16.1","0,0127","3004.6","","3004.6","0","970.0",",0","","","587",",0","11.87","0","16.55","0","7.20","0","","","","","",""
"USW00014767","1928","40.33333","-75.96667","88.1","READING, PA US","521.8","","521.8","0","122","0","75","0","20","","7","0","0","0","92","0","16","0","150","0","14","0","-17.2","0,0130,","356",",0,0128,","343",",0,0128,","49.8",",0,0817,","34.4","0,0804,","-0.6","0,1027","-3.3","0,1125","-5.0","0,1126","-6.7","0,1221","","","0.0","0,0418","-2.8","0,0311","-6.7","0,0306","-6.7","0,0306","-12.8","0,0226","2828.0","","2828.0","0","1089.1",",0","","","895",",0","11.91","0","16.54","0","7.28","0","","","","","",""
"USW00014767","1929","40.33333","-75.96667","88.1","READING, PA US","540.8","","540.8","0","122","0","77","0","18","","7","0","0","0","91","0","26","0","153","0","22","0","-13.3","0,0114,","203",",0,0221,","241",",0,0221,","86.1",",0,1002,","35.6","0,0903,","-1.1","0,1121","-2.2","0,1122","-9.4","0,1129","-9.4","0,1129","-9.4","0,1129","0.0","0,0318","-10.6","0,0310","-10.6","0,0310","-10.6","0,0310","-10.6","0,0310","2709.4","","2709.4","0","1097.1",",0","","","794",",0","11.96","0","16.89","0","7.04","0","","","","","",""
"USW00014767","1930","40.33333","-75.96667","88.1","READING, PA US","669.9","","669.9","0","100","0","58","0","21","","4","0","0","0","97","0","26","0","157","0","28","0","-16.7","0,0120,","229",",0,0118,","229",",0,0118,","44.5",",0,0406,","38.3","0,0721,","0.0","0,1021","-2.8","0,1102","-7.2","0,1127","-7.2","0,1127","-10.0","0,1128","-1.7","0,0424","-3.9","0,0323","-7.2","0,0322","-7.2","0,0322","-14.4","0,0217","2862.5","","2862.5","0","703.1",",0","","","432",",0","12.32","0","17.35","0","7.30","0","","","","","",""
"USW00014767","1931","40.33333","-75.96667","88.1","READING, PA US","685.2","","685.2","0","104","0","61","0","4","","4","0","0","0","79","0","9","0","163","0","30","0","-10.6","0,0115,","51",",0,0316,+","38",",0,1127,+","62.7",",0,0607,","37.2","0,0912,+","-1.7","0,1107","-2.8","0,1205","-6.1","0,1208","","","","","-0.6","0,0321","-2.2","0,0311","-7.2","0,0215","-7.2","0,0215","-9.4","0,0211","2859.8","","2859.8","0","879.4",",0","","","184",",0","13.10","0","17.81","0","8.39","0","","","","","",""
"USW00014767","1932","40.33333","-75.96667","88.1","READING, PA US","581.8","","581.8","0","113","0","73","0","16","","5","0","0","0","75","0","18","0","148","0","21","0","-12.2","0,1216,","127",",0,0306,","178",",0,0306,","100.1",",0,0807,","36.1","0,0831,","-0.6","0,1104","-3.3","0,1122","-6.1","0,1123","-8.3","0,1126","-10.0","0,1127","-0.6","0,0417","-4.4","0,0321","-4.4","0,0321","-7.8","0,0316","-11.7","0,0310","2493.0","","2493.0","0","1193.6",",0","","","536",",0","12.35","0","17.15","0","7.55","0","","","","","",""
"USW00014767","1933","40.33333","-75.96667","88.1","READING, PA US","579.8","","579.8","0","132","0","80","0","14","","4","0","1","0","86","0","18","0","150","0","18","0","-17.8","0,1230,","203",",0,0211,","216",",0,0211,","47.5",",0,0822,+","36.7","0,0609,","-1.7","0,1026","-6.1","0,1115","-6.1","0,1115","-8.3","0,1116","-8.9","0,1209","-1.1","0,0423","-2.2","0,0325","-8.9","0,0311","-8.9","0,0311","-8.9","0,0311","2695.1","","2695.1","0","984.3",",0","","","605",",0","12.33","0","17.12","0","7.53","0","","","","","",""
"USW00014767","1934","40.33333","-75.96667","88.1","READING, PA US","559.9","","559.9","0","128","0","86","0","23","","9","0","2","0","100","0","29","0","151","0","17","0","-23.9","0,0209,","254",",0,0226,","188",",0,0226,","90.2",",0,0929,","37.2","0,0629,","-2.2","0,1114","-2.2","0,1114","-5.6","0,1207","-7.2","0,1208","-9.4","0,1209","0.0","0,0428","-5.6","0,0325","-5.6","0,0325","-9.4","0,0323","-9.4","0,0323","3108.6","","3108.6","0","1013.9",",0","","","706",",0","11.47","0","16.26","0","6.69","0","","","","","",""
"USW00014767","1935","40.33333","-75.96667","88.1","READING, PA US","500.3","","500.3","0","139","0","70","0","32","","14","0","2","0","91","0","26","0","145","0","12","0","-18.9","0,0128,","330",",0,0125,+","239",",0,0122,","62.7",",0,1117,","35.0","0,0712,","0.0","0,1008","-2.8","0,1123","-4.4","0,1124","-8.3","0,1204","-10.6","0,1222","-2.8","0,0416","-2.8","0,0416","-7.2","0,0309","-7.2","0,0309","-9.4","0,0228","2930.4","","2930.4","0","863.4",",0","","","1170",",0","11.46","0","16.00","0","6.92","0","","","","","",""
"USW00014767","1936","40.33333","-75.96667","88.1","READING, PA US","617.5","","617.5","0","138","0","76","0","48","","12","0","1","0","99","0","29","0","155","0","16","0","-20.6","0,0123,","381",",0,0214,","239",",0,0119,","43.4",",0,0612,","38.9","0,0710,","-1.1","0,1027","-4.4","0,1028","-4.4","0,1028","-7.2","0,1118","-10.6","0,1201","-2.2","0,0408","-2.2","0,0408","-4.4","0,0308","-6.7","0,0307","-8.9","0,0302","3057.7","","3057.7","0","959.2",",0","","","993",",0","11.79","0","16.47","0","7.11","0","","","","","",""
"USW00014767","1937","40.33333","-75.96667","88.1","READING, PA US","569.5","","569.5","0","146","0","83","0","8","","7","0","0","0","91","0","9","0","145","0","15","0","-8.3","0,1214,+","178",",0,0316,+","102",",0,0314,","46.5",",0,0811,","35.6","0,0820,+","-0.6","0,1017","-2.8","0,1121","-5.0","0,1207","-8.3","0,1209","","","-0.6","0,0331","-2.2","0,0328","-5.0","0,0312","-6.7","0,0310","","","2721.1","","2721.1","0","944.8",",0","","","538",",0","12.07","0","16.51","0","7.64","0","","","","","",""
"USW00014767","1938","40.33333","-75.96667","88.1","READING, PA US","563.7","","563.7","0","140","0","81","0","14","","7","0","0","0","90","0","20","0","160","0","13","0","-15.0","0,0119,","254",",0,1125,","221",",0,1125,","45.0",",0,0920,+","35.0","0,0816,+","-1.1","0,1116","-5.6","0,1124","-5.6","0,1124","-8.3","0,1125","-11.1","0,1126","-0.6","0,0407","-6.7","0,0311","-6.7","0,0311","-6.7","0,0311","-12.2","0,0304","2761.0","","2761.0","0","994.5",",0","","","664",",0","12.57","0","17.37","0","7.77","0","","","","","",""
"USW00014767","1939","40.33333","-75.96667","88.1","READING, PA US","619.7","","619.7","0","112","0","70","0","29","","10","0","0","0","89","0","17","0","159","0","13","0","-13.3","0,0126,","203",",0,0121,","155",",0,0113,","73.7",",0,0630,","35.6","0,0908,+","-1.7","0,1104","-2.2","0,1124","-4.4","0,1211","-6.7","0,1224","-9.4","0,1227","-2.2","0,0413","-2.2","0,0413","-8.3","0,0319","-8.3","0,0319","-9.4","0,0223","2750.9","","2750.9","0","922.9",",0","","","689",",0","12.33","0","17.10","0","7.56","0","","","","","",""
"USW00014767","1940","40.33333","-75.96667","88.1","READING, PA US","473.7","","473.7","0","127","0","78","0","40","","9","0","0","0","103","0","29","0","140","0","16","0","-16.7","0,0120,","330",",0,0214,","340",",0,0214,","69.1",",0,0925,","37.2","0,0726,","0.0","0,1019","-2.2","0,1020","-4.4","0,1126","-9.4","0,1203","-9.4","0,1203","0.0","0,0415","-2.8","0,0414","-5.0","0,0326","-8.3","0,0325","-9.4","0,0324","3159.3","","3159.3","0","1024.8",",0","","","947",",0","10.75","0","15.43","0","6.08","0","","","","","",""
"USW00014767","1941","40.33333","-75.96667","88.1","READING, PA US","672.1","","672.1","0","100","0","62","0","36","","11","0","0","0","103","0","15","0","169","0","38","0","-10.6","0,0114,","279",",0,0308,+","259",",0,0308,","52.8",",0,1213,","37.2","0,0728,","0.0","0,1029","-3.3","0,1125","-5.0","0,1211","-8.9","0,1221","-8.9","0,1221","-1.1","0,0331","-3.9","0,0330","-5.6","0,0319","-10.0","0,0318","-10.0","0,0318","2994.6","","2994.6","0","811.7",",0","","","1199",",0","12.52","0","17.76","0","7.27","0","","","","","",""
"USW00014767","1942","40.33333","-75.96667","88.1","READING, PA US","591.7","","591.7","0","125","0","75","0","25","","7","0","2","0","96","0","19","0","162","0","18","0","-17.8","0,1221,+","102",",0,1218,+","157",",0,0104,","103.6",",0,0522,","35.6","0,0719,","0.0","0,1028","-3.9","0,1114","-5.0","0,1115","-8.9","0,1202","-8.9","0,1202","0.0","0,0414","-2.8","0,0226","-6.7","0,0224","-6.7","0,0224","-8.9","0,0221","2625.1","","2625.1","0","1377.5",",0","","","455",",0","12.10","0","17.05","0","7.16","0","","","","","",""
"USW00014767","1943","40.33333","-75.96667","88.1","READING, PA US","694.2","","694.2","0","107","0","66","0","23","","9","0","1","0","102","0","25","0","148","0","40","0","-17.8","0,0215,","254",",0,0128,","211",",0,0128,","63.2",",0,1026,","37.2","0,0625,","0.0","0,1112","-3.3","0,1117","-5.0","0,1129","-7.2","0,1211","-11.7","0,1215","-1.7","0,0416","-2.2","0,0415","-9.4","0,0309","-9.4","0,0309","-9.4","0,0309","2975.1","","2975.1","0","847.8",",0","","","779",",0","11.89","0","17.00","0","6.79","0","","","","","",""
"USW00014767","1944","40.33333","-75.96667","88.1","READING, PA US","697.6","","697.6","0","125","0","81","0","30","","11","0","0","0","103","0","21","0","155","0","41","0","-13.3","0,1222,","152",",0,1227,+","160",",0,0304,","51.8",",0,0913,","37.8","0,0813,","-0.6","0,1023","-3.3","0,1126","-4.4","0,1130","-9.4","0,1219","-9.4","0,1219","-2.2","0,0406","-2.2","0,0406","-4.4","0,0322","-7.2","0,0319","-9.4","0,0306","2961.6","","2961.6","0","1072.5",",0","","","1074",",0","12.15","0","17.14","0","7.17","0","","","","","",""
"USW00014767","1945","40.33333","-75.96667","88.1","READING, PA US","585.4","","585.4","0","149","0","101","0","65","","10","0","1","0","87","0","36","0","165","0","20","0","-17.8","0,0125,","406",",0,0116,","343",",0,0116,","74.9",",0,0918,","36.1","0,0630,","-1.7","0,1105","-2.2","0,1121","-5.0","0,1124","-8.9","0,1212","-8.9","0,1212","0.0","0,0309","-2.2","0,0308","-5.0","0,0221","-10.0","0,0220","-10.0","0,0220","2860.2","","2860.2","0","1277.2",",0","","","1192",",0","12.06","0","17.00","0","7.11","0","","","","","",""
"USW00014767","1946","40.33333","-75.96667","88.1","READING, PA US","477.7","","477.7","0","116","0","73","0","13","","4","0","0","0","84","0","16","0","169","0","17","0","-13.3","0,0120,","178",",0,0220,","165",",0,0219,","99.1",",0,0602,","34.4","0,0719,+","-2.8","0,1116","-2.8","0,1116","-10.0","0,1202","-10.0","0,1202","-10.0","0,1202","0.0","0,0411","-3.9","0,0312","-5.6","0,0225","-10.6","0,0222","-10.6","0,0222","2758.9","","2758.9","0","961.9",",0","","","376",",0","12.70","0","18.05","0","7.36","0","","","","","",""
"USW00014767","1947","40.33333","-75.96667","88.1","READING, PA US","626.8","","626.8","0","125","0","79","0","33","","11","0","0","0","99","0","12","0","161","0","15","0","-15.6","0,0205,","305",",0,0221,","282",",0,0220,","78.7",",0,0717,","35.0","0,0813,","-2.2","0,1120","-2.2","0,1120","-4.4","0,1130","-8.3","0,1220","-10.0","0,1225","-4.4","0,0331","-4.4","0,0331","-4.4","0,0331","-9.4","0,0301","-9.4","0,0301","2720.7","","2720.7","0","1164.5",",0","","","955",",0","12.06","0","17.08","0","7.05","0","","","","","",""
"USW00014767","1948","40.33333","-75.96667","88.1","READING, PA US","548.3","","548.3","0","145","0","96","0","55","","9","0","0","0","90","0","27","0","151","0","22","0","-16.7","0,0131,","305",",0,0211,+","221",",0,1219,","42.4",",0,1230,","38.3","0,0827,","-0.6","0,1019","-2.2","0,1201","-5.0","0,1220","-7.2","0,1222","-11.1","0,1225","0.0","0,0418","-2.8","0,0329","-5.6","0,0314","-6.7","0,0313","-8.9","0,0312","2916.9","","2916.9","0","1232.2",",0","","","1189",",0","12.06","0","17.17","0","6.94","0","","","","","",""
"USW00014767","1949","40.33333","-75.96667","88.1","READING, PA US","703.4","","703.4","0","129","0","87","0","13","","6","0","0","0","77","0","3","0","164","0","30","0","-12.2","0,0203,","152",",0,0210,+","183",",0,0210,","55.1",",0,0105,","37.2","0,0704,","-1.1","0,1106","-2.8","0,1122","-4.4","0,1126","-6.7","0,1204","","","-1.7","0,0321","-9.4","0,0320","-9.4","0,0320","-9.4","0,0320","-9.4","0,0320","2471.4","","2471.4","0","991.4",",0","","","598",",0","13.43","0","18.46","0","8.40","0","","","","","",""
"USW00014767","1950","40.33333","-75.96667","88.1","READING, PA US","467.0","","467.0","0","135","0","81","0","6","","5","0","0","0","104","0","16","0","149","0","9","0","-16.1","0,1228,","76",",0,0201,","86",",0,0201,","154.4",",0,1125,","34.4","0,0626,","-1.1","0,1027","-2.2","0,1113","-4.4","0,1125","-6.7","0,1126","-8.9","0,1220","-0.6","0,0416","-5.0","0,0414","-5.0","0,0414","-7.8","0,0319","-10.6","0,0304","2715.9","","2715.9","0","1093.1",",0","","","288",",0","11.77","0","16.54","0","7.01","0","","","","","",""
"USW00014767","1951","40.33333","-75.96667","88.1","READING, PA US","575.9","","575.9","0","119","0","72","0","23","","5","0","0","0","81","0","16","0","154","0","18","0","-16.1","0,1217,","254",",0,1218,","178",",0,1218,","64.5",",0,1107,","35.0","0,0727,","-2.2","0,1103","-2.2","0,1103","-4.4","0,1120","-6.7","0,1128","-12.2","0,1216","-3.9","0,0327","-3.9","0,0327","-4.4","0,0310","-11.7","0,0210","-11.7","0,0210","2729.9","","2729.9","0","1140.8",",0","","","516",",0","12.48","0","17.43","0","7.52","0","","","","","",""
"USW00014767","1952","40.33333","-75.96667","88.1","READING, PA US","649.5","","649.5","0","126","0","89","0","10","","6","0","0","0","82","0","4","0","155","0","28","0","-12.2","0,0130,","102",",0,0301,","122",",0,0301,","95.0",",0,0709,","38.9","0,0626,","0.0","0,1021","-2.2","0,1111","-5.0","0,1129","-7.2","0,1227","-10.6","0,1228","0.0","0,0329","-3.9","0,0316","-4.4","0,0226","-6.7","0,0215","-8.9","0,0131","2600.9","","2600.9","0","1421.5",",0","","","479",",0","12.88","0","17.61","0","8.15","0","","","","","",""
"USW00014767","1953","40.33333","-75.96667","88.1","READING, PA US","653.2","","653.2","0","118","0","86","0","17","","6","0","0","0","67","0","6","0","160","0","33","0","-8.9","0,1218,+","279",",0,1107,","165",",0,1107,","75.9",",0,1206,","38.9","0,0902,","-2.2","0,1106","-2.2","0,1106","-4.4","0,1216","-7.8","0,1217","-8.9","0,1218","0.0","0,0321","-4.4","0,0311","-4.4","0,0311","-6.7","0,0309","-8.9","0,0202","2556.4","","2556.4","0","1290.0",",0","","","510",",0","13.39","0","18.50","0","8.28","0","","","","","",""
"USW00014767","1954","40.33333","-75.96667","88.1","READING, PA US","608.5","","608.5","0","120","0","71","0","19","","3","0","0","0","88","0","16","0","163","0","26","0","-16.1","0,0118,","203",",0,0112,","191",",0,0111,","53.1",",0,0809,","38.9","0,0731,","-1.1","0,1106","-3.3","0,1111","-4.4","0,1203","-6.7","0,1206","-10.0","0,1221","-5.0","0,0404","-5.0","0,0404","-5.0","0,0404","-10.6","0,0213","-10.6","0,0213","2544.9","","2544.9","0","913.7",",0","","","435",",0","12.62","0","17.63","0","7.61","0","","","","","",""
"USW00014767","1955","40.33333","-75.96667","88.1","READING, PA US","709.2","","709.2","0","114","0","65","0","18","","6","0","0","0","94","0","22","0","171","0","34","0","-16.1","0,0203,","102",",0,0203,","102",",0,0202,","89.2",",0,0812,","38.9","0,0802,","0.0","0,1109","-8.3","0,1128","-8.3","0,1128","-8.3","0,1128","-9.4","0,1129","-2.2","0,0329","-2.2","0,0329","-5.6","0,0327","-7.2","0,0308","-10.0","0,0214","2700.0","","2700.0","0","1117.4",",0","","","488",",0","12.58","0","17.45","0","7.70","0","","","","","",""
